ticker,price,change,volume
ZYME,24.05,3.40%,249,662
ZWS,48.82,-1.65%,140,091
ZVRA,12.81,1.23%,313,903
ZURA,4.30,1.54%,443,973
ZTO,21.96,-1.19%,431,411
ZLAB,18.62,0.76%,933,790
ZIM,25.57,1.17%,432,003
ZGN,13.34,-1.33%,307,778
ZG,30.50,0.11%,485,904
ZETA,19.64,6.33%,9,643,903
ZD,45.62,0.65%,124,053
ZBIO,20.61,-0.91%,141,000
Z,30.34,0.11%,928,108
YUMC,41.03,-1.21%,578,052
YSWY,21.30,2.55%,116,448
YSS,27.98,-3.40%,398,393
YPF,48.09,-2.79%,405,908
YMM,7.59,-3.79%,1,224,541
YEXT,3.94,0.13%,258,961
YETI,48.10,0.34%,314,245
YELP,22.58,0.47%,188,338
XXI,5.62,-2.00%,491,167
XRX,3.17,3.59%,5,223,566
XRAY,10.10,-0.49%,1,242,565
XPRO,13.72,-1.05%,143,983
XPOF,6.83,3.33%,142,149
XPEV,12.89,-3.44%,3,967,574
XP,15.70,-1.82%,1,528,905
XNDU,12.37,-1.36%,1,834,896
XNCR,14.34,2.32%,281,708
XMAX,8.44,3.12%,233,771
XIFR,11.49,-1.67%,138,882
XHR,20.18,0.40%,145,304
XERS,7.18,4.13%,858,677
XE,21.33,5.81%,1,845,400
WYFI,39.31,-12.18%,2,394,641
WY,24.28,0.10%,1,024,922
WWW,16.66,-3.81%,419,269
WVE,6.17,-0.00%,790,621
WULF,28.68,1.31%,11,565,892
WU,6.97,-1.62%,3,210,740
WTTR,18.43,-0.27%,288,430
WTRG,37.38,1.91%,522,883
WTI,3.38,2.11%,1,265,288
WT,18.57,-0.48%,653,083
WSR,18.93,-0.08%,76,289
WSE,10.90,0.54%,430,375
WSC,28.37,-2.28%,494,355
WSBC,37.15,1.24%,299,869
WRN,2.22,-4.51%,485,425
WRD,5.78,-4.19%,1,433,898
WRBY,26.52,-1.73%,707,254
WPP,17.23,-4.44%,1,149,148
WOOF,2.48,-0.40%,683,042
WOLF,49.94,-5.72%,3,037,658
WNC,12.21,1.24%,219,246
WMG,27.61,0.51%,363,060
WLTH,8.14,-0.95%,793,020
WKC,31.51,-0.52%,79,353
WK,46.44,1.00%,305,335
WIX,41.00,-2.05%,560,232
WIT,2.32,3.35%,4,606,143
WHR,37.24,1.85%,758,595
WHK,27.58,0.16%,41,386
WGO,28.40,0.28%,129,673
WEST,9.27,2.49%,123,262
WES,43.49,1.19%,233,284
WERN,40.85,-0.03%,174,908
WEN,6.21,0.65%,3,082,326
WEAV,5.24,1.55%,217,301
WDS,19.85,-2.03%,242,669
WBI,28.82,-3.87%,1,242,958
WBD,26.69,-0.95%,5,199,998
WB,7.30,-0.88%,202,559
WAY,18.31,5.75%,1,052,712
WAFD,37.17,1.01%,96,245
