ticker,price,change,volume
ZYME,24.36,2.01%,211,876
ZVRA,13.07,0.55%,618,829
ZURA,4.21,-2.10%,615,820
ZTO,21.88,-0.45%,834,465
ZLAB,18.38,-0.62%,636,821
ZIM,25.13,-1.18%,601,920
ZGN,13.23,0.88%,690,684
ZG,30.92,1.18%,1,161,999
ZETA,18.70,-4.15%,6,920,113
ZD,48.19,3.85%,475,849
ZBIO,21.63,7.07%,558,537
Z,31.04,1.77%,2,435,619
YUMC,41.11,0.37%,1,049,782
YSWY,20.84,-3.61%,185,003
YSS,26.08,-8.70%,975,745
YPF,45.52,-5.25%,1,610,067
YMM,7.83,2.49%,4,479,058
YEXT,4.14,5.30%,679,801
YETI,49.63,3.46%,483,965
YELP,23.36,3.04%,443,295
XXI,5.39,-5.68%,908,898
XRX,3.13,-0.32%,1,575,789
XRAY,10.42,2.20%,2,423,019
XPRO,13.07,-2.46%,1,073,649
XPOF,6.83,0.17%,397,456
XPEV,12.48,-2.23%,3,356,478
XP,15.66,-0.35%,2,357,567
XNDU,11.81,-3.43%,1,427,487
XNCR,14.46,2.69%,459,104
XMAX,8.31,-3.37%,789,073
XIFR,11.57,0.28%,421,708
XHR,20.14,0.55%,423,992
XERS,7.47,3.68%,1,033,970
XE,19.14,-9.27%,3,035,974
WYFI,38.28,-14.47%,3,314,806
WY,25.54,4.51%,3,521,959
WWW,17.31,3.31%,377,006
WVE,6.05,0.08%,2,177,767
WULF,26.15,-9.16%,22,037,968
WU,7.23,2.86%,4,379,111
WTTR,18.19,-1.94%,843,561
WTRG,37.83,1.45%,1,104,828
WTI,3.10,-6.78%,2,408,120
WT,17.80,-2.89%,2,471,716
WSR,18.95,0.05%,232,239
WSE,10.93,-1.97%,1,243,047
WSC,28.52,2.41%,719,083
WSBC,38.01,1.96%,756,388
WRN,2.05,-6.82%,2,180,272
WRD,5.61,-2.52%,1,559,556
WRBY,26.94,5.09%,1,886,732
WPP,16.60,-2.01%,783,480
WOOF,2.62,4.17%,1,200,218
WOLF,44.11,-9.80%,3,646,445
WNC,13.06,3.65%,966,051
WMG,27.07,-1.69%,988,122
WLTH,8.10,-1.40%,699,641
WKC,31.86,-0.26%,323,707
WK,48.06,2.31%,384,374
WIX,42.37,4.80%,846,639
WIT,2.23,-2.62%,7,131,991
WHR,37.81,4.48%,1,314,236
WHK,26.88,-2.78%,180,610
WGO,28.24,-0.14%,1,106,414
WEST,9.66,6.44%,527,611
WES,42.51,-2.30%,641,140
WERN,40.97,-0.13%,485,033
WEN,8.01,27.98%,184,913,486
WEAV,5.45,0.24%,602,408
WDS,19.08,-3.42%,784,724
WBI,28.42,-0.61%,1,078,685
WBD,27.16,1.02%,25,841,358
WB,7.30,-0.27%,446,921
WAY,18.85,2.39%,1,287,075
WAFD,37.65,1.05%,296,535
VZLA,3.08,-8.19%,4,405,063
VZ,45.81,-1.97%,14,064,970
VYX,7.59,8.50%,1,402,406
VVV,39.62,3.40%,1,022,799
VVR,2.99,0.34%,306,322
VTS,15.69,-2.82%,310,020
VTRS,15.93,1.11%,4,428,474
VTEX,3.59,2.70%,2,519,117
VSTS,13.43,1.74%,622,045
VSTM,3.95,-6.23%,1,833,031
VSNT,37.95,0.18%,729,751
VRRM,4.41,0.34%,2,602,284
VRNS,36.77,4.98%,2,445,806
VRDN,17.42,0.84%,650,477
VOYG,30.86,-8.14%,1,564,271
VOR,14.59,-1.75%,484,509
VOD,13.84,-1.49%,1,817,846
VNT,30.23,0.53%,736,622
VNOM,43.34,-0.77%,856,676
VNO,38.15,1.33%,760,346
VNET,8.15,-2.51%,1,295,778
VNDA,5.93,-0.34%,499,395
VLY,14.56,1.29%,3,195,346
VLRS,9.14,-0.65%,546,568
VKTX,37.90,8.88%,4,133,459
VIV,13.19,-0.26%,679,049
VITL,11.05,3.47%,1,197,425
VISN,12.52,0.20%,2,074,037
VIR,10.07,-0.84%,1,611,950
VIPS,13.42,1.90%,1,453,699
VICI,27.07,1.70%,15,448,341
VIAV,49.00,-1.94%,4,761,362
VIA,14.94,-0.66%,502,616
VGNT,41.53,-2.75%,983,126
VG,10.45,-6.74%,8,074,317
VFS,3.12,-1.42%,332,789
VFC,17.26,2.07%,3,911,817
VET,9.43,-4.17%,1,027,155
VERX,11.25,3.00%,598,286
VERA,40.10,4.97%,1,261,807
VELO,17.91,-13.31%,2,744,243
VCEL,41.97,3.90%,390,615
VALE,14.83,-3.16%,18,674,171
UWMC,2.04,0.49%,19,678,059
UUUU,14.83,-4.14%,8,483,811
UTZ,7.30,3.55%,1,145,892
UTI,39.33,-1.07%,259,781
USAS,4.51,-7.87%,3,481,204
USAR,21.29,-6.99%,9,832,615
USA,5.66,0.09%,1,225,770
UROY,2.74,-5.67%,1,171,965
URGN,35.05,-0.29%,311,389
URG,1.35,-3.92%,7,234,896
UPWK,8.32,1.37%,1,137,182
UPST,32.71,3.97%,3,490,331
UPBD,19.12,2.30%,702,877
UPB,6.39,1.19%,350,532
UNIT,11.40,-1.00%,820,218
UMH,15.47,2.10%,246,114
UMC,27.72,5.78%,17,809,326
UMAC,19.46,-9.53%,2,829,490
ULCC,7.36,1.59%,2,465,243
UGP,4.89,-0.91%,1,378,234
UGI,34.86,0.40%,973,299
UEC,10.90,-3.88%,4,608,572
UE,23.51,2.60%,1,011,507
UDR,38.54,0.67%,2,994,102
UCB,34.49,1.32%,466,836
UBSI,45.72,0.95%,709,614
UBS,49.41,-1.75%,1,406,843
UAMY,6.47,-7.70%,6,318,496
UAA,6.08,5.19%,5,487,038
UA,5.89,4.90%,1,933,241
U,27.20,-1.47%,3,329,215
TYRA,30.92,2.86%,289,727
TXG,34.56,8.42%,1,592,681
TWO,12.35,0.28%,413,525
TWI,7.44,2.21%,148,748
TV,2.74,1.29%,440,290
TUYA,1.78,-3.06%,583,682
TU,11.33,-1.44%,3,416,768
TTI,9.95,-1.73%,650,748
TTEK,28.38,1.20%,2,628,943
TTD,17.93,0.03%,8,620,565
TSSI,12.07,-5.11%,474,848
TSLX,16.73,1.46%,463,620
TSHA,6.93,1.05%,840,518
TSCO,30.12,1.47%,5,352,543
TRVI,17.63,1.45%,1,186,944
TRTX,8.61,-0.51%,261,041
TRS,43.45,0.81%,174,847
TROX,6.77,1.27%,1,982,878
TRON,1.42,-6.25%,537,224
TRN,35.18,0.32%,191,151
TRMD,28.79,-1.19%,1,113,198
TRLV,8.36,-1.93%,2,079,544
TRIP,12.84,3.63%,2,201,482
TRIN,16.86,-0.18%,624,336
TREX,48.99,8.05%,1,230,559
TPG,39.12,-1.16%,2,519,491
TOWN,36.06,1.45%,215,464
TOST,26.16,6.72%,10,084,454
TOI,5.11,1.59%,984,659
TNGX,29.33,3.31%,3,196,118
TNDM,15.13,5.00%,1,226,123
TMQ,3.32,-6.88%,1,430,459
TME,8.19,-0.12%,3,257,910
TMC,4.49,-6.85%,4,172,807
TLS,4.36,0.46%,275,975
TLRY,4.59,-0.43%,1,691,920
TLK,14.18,-1.77%,615,655
TKC,6.01,-0.50%,2,819,047
TK,12.11,-2.73%,205,173
TILE,33.96,4.78%,172,125
TIGR,4.70,1.18%,1,424,331
TIC,8.15,-0.24%,506,213
THM,1.84,-10.24%,1,498,094
TH,19.95,-2.78%,864,051
TGB,6.32,-5.53%,3,246,112
TFSL,17.00,0.68%,515,305
TFPM,27.85,-3.31%,288,952
TEVA,34.16,2.85%,4,797,408
TEO,12.75,-2.12%,485,468
TENX,13.06,-4.25%,470,069
TENB,27.82,2.06%,737,334
TE,8.38,-9.35%,19,056,188
TDUP,6.57,5.88%,896,074
TDS,37.70,-3.50%,370,121
TDOC,7.82,1.63%,2,111,157
TDC,31.52,1.16%,958,315
TDAY,7.94,-1.00%,519,460
TCOM,46.35,1.88%,1,740,645
TBLA,4.61,-1.18%,1,255,956
TBBB,42.40,0.74%,221,607
TASK,4.89,4.16%,485,541
TAP,40.82,2.80%,1,531,760
TALO,13.62,-2.42%,737,988
TALK,5.19,-0.19%,2,479,922
TAL,9.26,-1.88%,1,371,888
TAK,15.86,0.13%,1,744,096
TAC,13.72,0.18%,603,352
T,22.47,-1.51%,32,408,916
SYM,38.69,0.31%,1,221,085
SXC,8.13,-2.87%,745,107
SWMR,38.03,-8.25%,270,404
SWIM,6.09,3.66%,498,493
SWBI,16.42,-1.50%,548,805
SW,46.43,4.67%,3,516,451
SVV,10.27,5.80%,365,343
SVRA,5.86,1.47%,920,825
SVM,10.30,-2.69%,2,345,238
SVC,1.76,2.92%,9,097,833
SUZ,8.05,0.06%,1,669,032
SUPV,9.38,-7.36%,811,566
SUPN,45.07,1.33%,424,198
STWD,16.77,0.21%,2,543,115
STVN,17.07,1.19%,241,076
STUB,11.19,-5.44%,4,426,311
STTK,6.13,13.73%,841,223
STOK,31.13,0.06%,388,393
STNE,10.91,1.82%,2,521,309
STLA,5.86,-1.76%,16,237,056
STGW,7.05,0.18%,766,685
STEP,41.61,-3.07%,772,375
STAG,39.18,0.77%,918,114
STAA,28.84,1.68%,258,935
ST,47.80,-2.07%,768,844
SSYS,8.28,-0.42%,445,509
SSRM,28.06,-4.12%,1,778,153
SSL,10.50,-5.49%,1,536,085
SRTA,5.55,-0.45%,665,262
SRPT,17.06,-1.19%,1,188,067
SRAD,14.80,0.68%,986,437
SPT,6.78,3.44%,638,213
SPRY,10.67,3.76%,943,150
