ticker,price,change,volume
SWIM,5.87,1.94%,181,753
SWBI,16.63,1.09%,511,919
SW,45.15,-0.52%,1,410,712
SVV,9.70,0.62%,179,088
SVRA,5.78,1.67%,667,981
SVM,10.84,-3.00%,1,206,776
SVC,1.67,0.60%,1,609,479
SUZ,8.05,-1.89%,1,057,204
SUPV,10.28,-0.34%,855,653
SUPN,44.96,1.08%,171,400
STWD,16.75,0.66%,1,036,952
STVN,17.02,0.47%,104,908
STUB,11.69,2.50%,1,470,605
STTK,5.37,2.48%,263,962
STOK,32.10,3.66%,711,816
STNE,10.73,-0.12%,1,103,987
STLA,6.05,-5.17%,16,057,567
STGW,6.84,2.78%,550,041
STEP,44.03,-3.16%,278,461
STAG,38.83,0.65%,456,708
STAA,28.54,-1.01%,103,526
ST,49.81,-3.66%,366,303
SSYS,8.44,-2.14%,162,693
SSRM,29.60,-3.65%,1,329,552
SSMR,13.35,-3.82%,24,450
SSL,11.13,-1.38%,1,249,641
SRTA,5.55,-3.39%,475,046
SRPT,17.53,-0.66%,767,442
SRAD,14.75,1.16%,353,679
