ticker,price,change,volume
WMG,27.66,0.70%,416,689
WLTH,8.18,-0.43%,861,898
WKC,31.66,-0.06%,110,344
WK,46.49,1.11%,428,556
WIX,41.11,-1.79%,615,512
WIT,2.30,2.46%,5,771,292
WHR,37.31,2.02%,855,339
WHK,27.63,0.36%,44,186
WGO,28.36,0.16%,153,047
WEST,9.26,2.32%,140,236
WES,43.18,0.47%,319,611
WERN,41.00,0.34%,200,639
WEN,6.24,1.05%,3,312,063
WEAV,5.30,2.81%,417,546
WDS,19.85,-2.02%,297,151
WBI,28.69,-4.30%,1,318,252
WBD,26.77,-0.68%,6,475,904
WB,7.31,-0.62%,239,890
WAY,18.34,5.95%,1,177,605
WAFD,37.14,0.92%,117,258
VZLA,3.42,-2.84%,2,539,141
VZ,46.60,2.73%,6,925,493
VYX,7.01,-0.21%,545,518
VVV,38.12,1.55%,282,391
VVR,2.99,0.34%,151,497
VTS,16.08,0.56%,79,889
VTRS,15.78,2.60%,2,214,103
VTEX,3.52,-1.82%,1,555,301
VSTS,13.06,-0.39%,276,938
VSTM,4.28,0.59%,823,050
VSNT,37.69,-2.18%,568,681
VRRM,4.45,-0.56%,1,825,587
VRNS,37.10,13.43%,5,141,466
VRDN,17.62,-0.03%,639,315
VOYG,33.89,-1.97%,607,714
VOR,15.12,1.20%,442,830
VOD,14.05,-0.49%,2,137,394
VNT,30.68,0.71%,518,894
VNOM,43.79,0.53%,575,439
VNO,37.63,0.15%,214,023
VNET,8.43,-1.46%,1,570,751
VNDA,6.04,0.59%,259,018
VLY,14.31,0.51%,1,717,503
VLRS,9.19,1.21%,200,748
VKTX,35.39,9.33%,3,245,023
VIV,13.22,1.65%,403,579
VITL,10.74,6.51%,833,918
VISN,12.56,-2.45%,1,850,479
VIR,10.08,5.30%,865,715
VIPS,13.12,-0.91%,603,981
VICI,26.56,1.78%,3,898,863
VIA,14.92,-0.13%,231,586
VGZ,2.15,-6.52%,1,282,585
VGNT,43.57,-4.09%,465,675
VG,11.11,-1.34%,2,584,259
VFS,3.12,1.14%,146,738
VFC,16.77,-1.50%,1,790,130
VET,9.80,-0.76%,583,820
VERX,10.69,1.02%,286,019
VERA,37.89,-1.41%,544,530
VELO,21.53,-11.44%,2,447,276
VCEL,40.44,-0.07%,148,855
VALE,15.32,-2.46%,13,363,349
UWMC,2.04,-0.73%,5,806,280
UUUU,15.98,-0.84%,10,876,403
UTZ,7.04,2.77%,756,813
UTI,40.57,1.37%,153,988
USAS,5.06,-5.04%,2,072,083
USAR,23.68,-1.82%,6,673,443
USA,5.66,-1.14%,724,037
UROY,2.97,1.19%,995,940
URGN,35.03,0.10%,176,624
URG,1.44,0.58%,5,070,582
UPWK,7.99,1.85%,816,987
UPST,32.00,2.17%,1,520,193
UPBD,18.77,2.46%,220,211
UPB,6.37,1.11%,183,071
UNIT,11.42,1.99%,351,538
UMH,15.14,1.10%,130,842
UMC,26.53,-3.51%,10,215,763
UMAC,22.05,-2.30%,1,509,007
ULCC,7.40,3.64%,1,327,840
UGP,4.88,-0.20%,910,916
UGI,34.59,2.37%,544,385
UEC,11.66,1.70%,4,957,114
UE,22.79,1.97%,325,972
UDR,38.17,1.13%,671,882
UCB,33.83,1.35%,268,117
UBSI,45.22,0.59%,325,889
UAMY,7.51,-3.78%,1,942,440
UAA,5.84,-1.27%,1,725,246
UA,5.64,-1.48%,949,070
U,27.63,1.81%,2,691,974
TYRA,30.48,1.14%,295,165
TXG,32.31,-1.91%,1,304,995
TWO,12.31,0.78%,798,440
TWI,7.40,-2.14%,76,019
TV,2.69,-1.31%,579,674
TUYA,1.83,-0.82%,448,715
TU,11.52,1.61%,1,432,010
TTI,10.20,-1.35%,327,805
TTEK,27.84,2.53%,1,675,850
TTD,17.81,-1.16%,9,187,283
TSSI,13.12,-1.39%,305,636
TSLX,16.48,1.42%,331,937
TSHA,6.76,3.45%,669,280
TSCO,30.06,0.84%,4,332,643
TRVI,17.98,1.52%,804,080
TRTX,8.63,1.03%,145,742
TRS,44.31,-0.10%,73,653
TROX,7.10,-3.33%,655,713
TRON,1.50,-7.10%,367,702
TRN,34.99,-0.40%,112,047
TRMD,29.15,-3.70%,3,306,819
TRMB,48.87,-0.73%,610,414
TRLV,8.41,-7.73%,1,323,235
TRIP,12.59,1.89%,1,577,053
TRIN,16.95,0.44%,366,703
TREX,46.03,-0.81%,316,225
TPG,39.78,-3.44%,963,802
TOWN,35.47,1.34%,107,116
TOST,24.57,1.29%,2,514,775
TOI,4.99,-0.50%,434,246
TNGX,28.93,1.51%,1,930,986
TNDM,14.29,-0.35%,1,219,668
TMQ,3.62,-2.30%,733,175
TME,8.25,-1.04%,4,174,751
TMC,4.91,-0.71%,1,734,428
TLS,4.31,0.43%,259,485
TLRY,4.64,1.20%,1,494,409
TLK,14.44,2.23%,408,903
TKC,6.05,-0.33%,328,689
TK,12.41,0.70%,183,351
TILE,32.64,0.88%,73,849
TIGR,4.68,-1.37%,1,792,741
TIC,8.13,0.76%,390,052
THM,2.07,-6.98%,315,325
TH,20.57,2.15%,395,476
TGB,6.75,-3.02%,2,004,766
TFSL,16.70,0.57%,167,942
TFPM,29.09,-2.56%,312,076
TFC,49.08,0.65%,2,554,917
TEVA,33.22,3.15%,1,462,699
TENX,12.81,4.57%,294,541
TENB,27.55,4.60%,460,537
TEM,49.66,3.79%,2,262,629
TE,9.76,-6.18%,17,375,723
TDUP,6.09,2.96%,273,932
TDS,39.04,0.26%,150,054
TDOC,7.72,1.85%,1,534,652
TDC,31.08,4.77%,859,279
TDAY,7.94,2.36%,322,212
TCOM,44.78,-3.54%,1,640,213
TBLA,4.51,1.46%,815,338
TBBB,42.08,0.94%,140,685
TASK,4.88,-2.30%,322,381
TAP,39.78,0.35%,713,893
TALO,14.05,-0.11%,418,612
TALK,5.19,-0.38%,2,363,513
TAL,9.35,-1.31%,1,048,742
TAK,15.80,2.10%,1,033,679
TAC,13.60,-1.84%,225,014
T,22.87,3.46%,28,363,657
SYM,38.83,-3.41%,1,394,400
SXC,8.41,0.54%,339,649
SWMR,42.20,-6.51%,150,202
SWIM,5.86,1.82%,184,431
SWBI,16.71,1.58%,519,840
SW,45.19,-0.45%,1,424,425
SVV,9.72,0.78%,182,509
SVRA,5.80,1.85%,703,345
SVM,10.83,-3.01%,1,222,918
SVC,1.67,0.60%,1,624,227
SUZ,8.05,-1.94%,1,114,946
SUPV,10.27,-0.48%,863,862
SUPN,44.79,0.70%,195,214
STWD,16.75,0.69%,1,051,008
STVN,17.02,0.50%,105,747
STUB,11.72,2.81%,1,489,125
STTK,5.40,3.02%,271,306
STOK,31.97,3.24%,722,659
STNE,10.72,-0.23%,1,112,847
STLA,6.04,-5.33%,16,124,119
STGW,6.84,2.78%,554,770
STEP,43.86,-3.53%,282,529
STAG,38.83,0.65%,462,464
STAA,28.55,-0.99%,104,446
ST,49.78,-3.72%,377,177
SSYS,8.43,-2.32%,165,696
SSRM,29.53,-3.86%,1,341,871
SSMR,13.64,-1.73%,31,978
SSL,11.12,-1.46%,1,255,538
SRTA,5.53,-3.91%,484,338
SRPT,17.53,-0.70%,774,605
SRAD,14.74,1.10%,358,259
