ticker,price,change,volume
ZYME,24.06,3.45%,304,323
ZWS,48.94,-1.41%,176,472
ZVRA,12.86,1.70%,338,678
ZURA,4.33,2.35%,506,995
ZTO,21.99,-1.08%,477,642
ZLAB,18.65,0.92%,956,107
ZIM,25.61,1.36%,467,552
ZGN,13.34,-1.30%,353,924
ZG,30.63,0.56%,559,984
ZETA,19.84,7.44%,10,197,979
ZD,45.58,0.57%,166,533
ZBIO,20.57,-1.09%,154,320
Z,30.51,0.66%,1,030,559
YUMC,41.00,-1.28%,661,494
YSWY,21.27,2.41%,141,096
YSS,27.99,-3.35%,433,669
YPF,48.04,-2.89%,508,862
YMM,7.60,-3.65%,1,398,183
YEXT,3.97,0.89%,346,395
YETI,48.51,1.19%,405,523
YELP,22.56,0.40%,231,190
XXI,5.75,0.17%,651,770
XRX,3.24,5.88%,5,374,296
XRAY,10.20,0.47%,1,390,833
XPRO,13.78,-0.66%,173,169
XPOF,6.81,2.95%,177,753
XPEV,12.93,-3.13%,4,417,757
XP,15.77,-1.41%,1,655,627
XNDU,12.41,-1.00%,1,917,435
XNCR,14.37,2.57%,316,511
XMAX,8.42,2.93%,277,996
XIFR,11.56,-1.15%,172,408
XHR,20.21,0.55%,168,887
XERS,7.22,4.71%,944,151
XE,21.26,5.51%,2,022,872
WYFI,41.01,-8.40%,2,636,200
WY,24.28,0.11%,1,266,216
WWW,16.74,-3.36%,438,504
WVE,6.14,-0.41%,875,238
WULF,29.10,2.79%,12,724,429
WU,6.99,-1.34%,3,749,379
WTTR,18.50,0.11%,376,828
WTRG,37.10,1.14%,583,268
WTI,3.34,0.91%,1,427,761
WT,18.75,0.51%,819,796
WSR,18.94,-0.08%,105,866
WSE,10.94,0.92%,457,632
WSC,28.58,-1.56%,525,488
WSBC,37.08,1.03%,356,754
WRN,2.22,-4.72%,556,199
WRD,5.81,-3.65%,1,556,691
WRBY,26.46,-1.97%,812,300
WPP,17.28,-4.16%,1,247,496
WOOF,2.49,0.00%,757,011
WNC,12.45,3.20%,262,191
