ticker,price,change,volume
ZYME,24.33,1.88%,202,434
ZWS,49.92,3.43%,441,894
ZVRA,13.03,0.23%,592,413
ZURA,4.22,-1.93%,603,805
ZTO,21.87,-0.50%,816,324
ZLAB,18.39,-0.56%,622,972
ZIM,25.21,-0.87%,570,543
ZGN,13.23,0.82%,668,910
ZG,30.95,1.28%,1,145,525
ZETA,18.77,-3.81%,6,761,949
ZD,48.18,3.84%,463,535
ZBIO,21.68,7.29%,551,020
Z,31.04,1.76%,2,390,915
YUMC,41.09,0.32%,1,026,690
YSWY,20.88,-3.42%,180,463
YSS,26.29,-7.95%,896,675
YPF,45.55,-5.18%,1,577,554
YMM,7.84,2.62%,4,361,056
YEXT,4.14,5.22%,651,814
YETI,49.69,3.59%,472,913
YELP,23.36,3.03%,424,222
XXI,5.38,-5.86%,888,879
XRX,3.13,-0.32%,1,566,006
XRAY,10.43,2.29%,2,330,323
XPRO,13.02,-2.83%,1,052,605
XPOF,6.84,0.34%,392,391
XPEV,12.49,-2.08%,3,288,078
XP,15.69,-0.19%,2,242,203
XNDU,11.77,-3.76%,1,410,834
XNCR,14.46,2.70%,447,434
XMAX,8.34,-2.99%,772,117
XIFR,11.59,0.43%,396,193
XHR,20.17,0.71%,405,742
XERS,7.45,3.40%,1,007,716
XE,19.15,-9.20%,2,991,765
WYFI,37.82,-15.50%,3,218,110
WY,25.52,4.44%,3,408,365
WWW,17.26,2.98%,368,037
WVE,6.06,0.34%,2,114,710
WULF,26.16,-9.09%,20,869,066
WU,7.24,2.99%,4,218,122
WTTR,18.19,-1.95%,822,557
WTRG,37.77,1.29%,1,078,590
WTI,3.10,-6.82%,2,388,912
WT,17.82,-2.81%,2,436,680
WSR,18.95,0.05%,225,544
WSE,10.90,-2.24%,1,225,758
WSC,28.44,2.12%,667,707
WSBC,37.98,1.88%,717,719
WRN,2.07,-6.14%,1,865,006
WRD,5.61,-2.43%,1,538,075
WRBY,26.97,5.18%,1,826,328
WPP,16.60,-2.01%,772,620
WOOF,2.59,2.69%,1,156,082
WOLF,44.49,-9.04%,3,519,586
WNC,13.02,3.37%,920,759
WMG,27.10,-1.59%,965,589
WLTH,8.13,-0.99%,679,726
WKC,31.83,-0.34%,310,335
WK,48.12,2.43%,367,805
WIX,42.42,4.93%,818,484
WIT,2.24,-2.26%,6,866,232
WHR,37.74,4.28%,1,262,150
WHK,27.02,-2.28%,180,234
WGO,28.31,0.12%,1,003,285
WEST,9.65,6.33%,519,026
WES,42.57,-2.16%,622,126
WERN,41.01,-0.04%,471,798
WEN,8.06,28.82%,182,485,051
WEAV,5.48,0.78%,569,227
WDS,19.09,-3.41%,767,531
WBI,28.33,-0.92%,1,034,805
WBD,27.13,0.95%,25,656,099
WB,7.30,-0.20%,437,784
WAY,18.89,2.58%,1,251,758
WAFD,37.63,0.99%,291,402
VZLA,3.07,-8.36%,4,232,159
VZ,45.84,-1.90%,13,740,383
VYX,7.57,8.13%,1,360,697
VVV,39.54,3.18%,956,760
VVR,3.00,0.67%,293,282
VTS,15.74,-2.48%,296,366
VTRS,15.90,0.95%,4,320,371
VTEX,3.61,3.00%,2,233,469
VSTS,13.41,1.63%,611,090
VSTM,3.95,-6.13%,1,780,507
VSNT,37.99,0.29%,707,490
VRRM,4.43,0.57%,2,485,337
VRNS,36.92,5.40%,2,317,678
VRDN,17.45,0.98%,637,688
VOYG,31.14,-7.32%,1,434,802
VOR,14.56,-1.95%,472,707
VOD,13.85,-1.42%,1,786,652
VNT,30.31,0.80%,692,041
VNOM,43.32,-0.81%,839,447
VNO,38.15,1.33%,725,566
VNET,8.17,-2.21%,1,242,957
VNDA,5.93,-0.32%,486,364
VLY,14.55,1.18%,3,072,387
VLRS,9.10,-1.09%,535,737
VKTX,37.76,8.47%,4,025,090
VIV,13.18,-0.30%,656,398
VITL,11.04,3.37%,1,171,265
VISN,12.54,0.35%,2,008,931
VIR,10.08,-0.79%,1,557,396
VIPS,13.42,1.88%,1,432,699
VICI,27.03,1.56%,15,318,498
VIAV,49.22,-1.51%,4,658,634
VIA,15.00,-0.27%,433,611
VGNT,41.52,-2.76%,966,249
VG,10.47,-6.65%,7,443,462
VFS,3.12,-1.27%,329,175
VFC,17.26,2.10%,3,805,154
VET,9.43,-4.18%,1,014,121
VERX,11.27,3.23%,580,729
VERA,39.88,4.41%,1,237,339
VELO,17.94,-13.17%,2,686,595
VCEL,41.90,3.74%,378,240
VALE,14.83,-3.11%,18,075,044
UWMC,2.05,0.99%,19,508,942
UUUU,14.86,-3.93%,8,161,616
UTZ,7.28,3.33%,1,126,967
UTI,39.36,-0.98%,253,676
USAS,4.51,-8.06%,3,426,875
USAR,21.36,-6.68%,9,576,203
USA,5.66,0.18%,1,193,202
UROY,2.74,-5.67%,1,161,601
URGN,35.04,-0.30%,304,690
URG,1.36,-3.90%,6,714,646
UPWK,8.32,1.34%,1,093,671
UPST,32.66,3.81%,3,391,234
UPBD,19.07,2.03%,684,906
UPB,6.38,0.95%,338,806
UNIT,11.43,-0.74%,695,305
UMH,15.46,2.05%,240,683
UMC,27.67,5.59%,17,571,694
UMAC,19.59,-8.93%,2,719,746
ULCC,7.36,1.52%,2,419,379
UGP,4.89,-1.01%,1,371,751
UGI,34.80,0.23%,936,358
UEC,10.91,-3.79%,4,455,837
UE,23.50,2.53%,977,143
UDR,38.51,0.61%,2,934,125
UCB,34.53,1.44%,453,032
UBSI,45.66,0.82%,693,242
UBS,49.35,-1.87%,1,374,497
UAMY,6.53,-6.92%,5,996,689
UAA,6.08,5.15%,5,354,040
UA,5.87,4.63%,1,856,733
U,27.28,-1.20%,3,055,646
TYRA,30.95,2.95%,281,604
TXG,34.71,8.91%,1,533,994
TWO,12.35,0.28%,402,698
TWI,7.43,2.08%,143,077
TV,2.74,1.29%,437,817
TUYA,1.78,-3.26%,580,811
TU,11.30,-1.62%,3,307,691
TTI,9.97,-1.60%,629,736
TTEK,28.37,1.18%,2,581,572
TTD,17.92,-0.04%,8,216,063
TSSI,12.11,-4.76%,462,508
TSLX,16.76,1.64%,426,584
TSHA,6.94,1.16%,825,013
TSCO,30.00,1.10%,5,091,916
TRVI,17.64,1.50%,1,169,264
TRTX,8.61,-0.49%,254,545
TRS,43.55,1.05%,163,782
TROX,6.76,1.27%,1,876,901
TRON,1.44,-4.97%,437,301
TRN,35.16,0.26%,186,908
TRMD,28.74,-1.37%,1,099,480
TRLV,8.37,-1.93%,2,055,579
TRIP,12.84,3.59%,2,163,557
TRIN,16.87,-0.11%,603,516
TREX,48.76,7.54%,1,151,254
TPG,39.11,-1.19%,2,458,026
TOWN,35.99,1.27%,204,955
TOST,26.15,6.69%,9,927,428
TOI,5.11,1.59%,972,734
TNGX,29.45,3.74%,2,948,293
TNDM,15.10,4.79%,1,192,126
TMQ,3.32,-6.74%,1,371,070
TME,8.20,0.06%,3,170,434
TMC,4.49,-6.74%,4,039,444
TLS,4.35,0.23%,266,841
TLRY,4.58,-0.65%,1,581,573
TLK,14.18,-1.77%,584,814
TKC,6.01,-0.41%,2,804,368
TK,12.10,-2.79%,196,466
TILE,33.90,4.59%,163,115
TIGR,4.71,1.40%,1,403,024
TIC,8.15,-0.27%,487,505
THM,1.85,-10.00%,1,486,987
TH,19.97,-2.66%,811,584
TGB,6.32,-5.53%,3,168,034
TFSL,16.97,0.55%,496,176
TFPM,27.78,-3.54%,277,058
TEVA,34.15,2.83%,4,737,861
TEO,12.80,-1.77%,478,938
TENX,13.10,-3.93%,460,715
TENB,27.83,2.07%,691,865
TE,8.38,-9.36%,18,619,969
TDUP,6.58,5.92%,862,728
TDS,37.72,-3.46%,321,612
TDOC,7.83,1.82%,2,065,605
TDC,31.61,1.45%,915,586
TDAY,7.93,-1.12%,509,297
TCOM,46.32,1.80%,1,704,019
TBLA,4.62,-0.97%,1,210,071
TBBB,42.47,0.90%,217,850
TASK,4.88,4.05%,473,541
TAP,40.83,2.82%,1,480,137
TALO,13.63,-2.36%,722,904
TALK,5.19,-0.19%,2,398,320
TAL,9.28,-1.72%,1,327,034
TAK,15.84,0.00%,1,653,839
TAC,13.82,0.95%,560,873
T,22.48,-1.47%,31,615,472
SYM,38.55,-0.05%,1,134,552
SXC,8.15,-2.63%,712,239
SWMR,38.13,-8.00%,265,685
SWIM,6.09,3.58%,488,884
SWBI,16.42,-1.50%,519,981
SW,46.41,4.63%,3,426,705
SVV,10.29,5.99%,332,265
SVRA,5.84,1.04%,887,675
SVM,10.27,-2.93%,2,303,364
SVC,1.75,2.34%,8,931,796
SUZ,8.05,0.14%,1,644,611
SUPV,9.40,-7.11%,801,114
SUPN,44.93,1.01%,412,982
STWD,16.77,0.21%,2,471,266
STVN,17.20,1.97%,221,564
STUB,11.19,-5.43%,4,208,439
STTK,6.13,13.73%,789,249
STOK,31.19,0.26%,379,188
STNE,10.94,2.01%,2,448,768
STLA,5.86,-1.76%,15,836,605
STGW,7.05,0.18%,756,448
STEP,41.69,-2.90%,757,610
STAG,39.15,0.68%,887,189
STAA,28.98,2.17%,250,040
ST,47.72,-2.23%,748,342
SSYS,8.31,-0.18%,431,734
SSRM,28.10,-3.98%,1,718,551
SSL,10.50,-5.48%,1,516,033
SRTA,5.58,0.14%,656,394
SRPT,17.07,-1.08%,1,159,049
SRAD,14.80,0.69%,949,538
SPT,6.79,3.66%,603,837
