ticker,price,change,volume
ZYME,24.33,1.88%,207,713
ZVRA,13.03,0.23%,598,627
ZURA,4.21,-2.31%,608,859
ZTO,21.87,-0.49%,820,758
ZLAB,18.35,-0.73%,629,184
ZIM,25.12,-1.20%,589,390
ZGN,13.22,0.74%,674,493
ZG,30.89,1.08%,1,153,854
ZETA,18.67,-4.31%,6,834,718
ZD,48.08,3.62%,472,312
ZBIO,21.64,7.10%,556,749
Z,31.03,1.74%,2,412,765
YUMC,41.09,0.32%,1,037,589
YSWY,20.88,-3.42%,183,093
YSS,26.12,-8.53%,959,552
YPF,45.43,-5.43%,1,593,844
YMM,7.84,2.55%,4,400,080
YEXT,4.13,5.06%,671,566
YETI,49.67,3.54%,478,063
YELP,23.34,2.96%,436,504
XXI,5.38,-5.94%,903,128
XRX,3.12,-0.49%,1,571,758
XRAY,10.42,2.17%,2,374,909
XPRO,13.05,-2.65%,1,069,549
XPOF,6.84,0.28%,393,601
XPEV,12.48,-2.19%,3,331,273
XP,15.67,-0.32%,2,266,837
XNDU,11.76,-3.84%,1,416,907
XNCR,14.47,2.77%,452,533
XMAX,8.31,-3.43%,782,218
XIFR,11.57,0.30%,406,989
XHR,20.17,0.71%,412,229
XERS,7.44,3.36%,1,020,665
XE,19.13,-9.29%,3,022,867
WYFI,38.03,-15.04%,3,260,139
WY,25.53,4.47%,3,474,827
WWW,17.29,3.16%,372,269
WVE,6.05,0.21%,2,134,882
WULF,26.01,-9.62%,21,553,017
WU,7.22,2.70%,4,332,608
WTTR,18.18,-1.99%,827,869
WTRG,37.78,1.31%,1,093,098
WTI,3.10,-6.88%,2,395,614
WT,17.79,-2.92%,2,453,105
WSR,18.95,0.04%,228,327
WSE,10.92,-2.09%,1,241,216
WSC,28.48,2.26%,693,668
WSBC,37.98,1.87%,740,199
WRN,2.06,-6.59%,2,046,275
WRD,5.59,-2.78%,1,552,356
WRBY,26.83,4.63%,1,860,747
WPP,16.60,-2.01%,780,034
WOOF,2.62,3.97%,1,187,911
WOLF,43.97,-10.10%,3,626,749
WNC,13.02,3.34%,950,868
WMG,27.05,-1.77%,977,473
WLTH,8.10,-1.40%,689,262
WKC,31.84,-0.31%,315,932
WK,48.05,2.28%,377,512
WIX,42.35,4.75%,829,989
WIT,2.23,-2.62%,7,062,874
WHR,37.77,4.37%,1,293,607
WHK,26.91,-2.68%,180,595
WGO,28.34,0.22%,1,070,339
WEST,9.65,6.29%,525,530
WES,42.58,-2.14%,637,161
WERN,41.00,-0.08%,478,859
WEN,8.05,28.70%,183,170,601
WEAV,5.46,0.37%,573,713
WDS,19.09,-3.37%,773,972
WBI,28.41,-0.63%,1,074,035
WBD,27.14,0.97%,25,784,668
WB,7.30,-0.23%,440,127
WAY,18.83,2.28%,1,268,744
WAFD,37.62,0.97%,293,154
VZLA,3.06,-8.66%,4,364,827
VZ,45.81,-1.96%,13,901,050
VYX,7.59,8.36%,1,389,113
VVV,39.53,3.17%,994,852
VVR,3.00,0.67%,293,452
VTS,15.70,-2.70%,306,209
VTRS,15.90,0.98%,4,368,879
VTEX,3.61,3.00%,2,253,835
VSTS,13.41,1.56%,618,717
VSTM,3.94,-6.34%,1,799,270
VSNT,37.89,0.03%,720,084
VRRM,4.42,0.45%,2,558,767
VRNS,36.71,4.80%,2,412,426
VRDN,17.43,0.84%,645,436
VOYG,31.02,-7.68%,1,532,422
VOR,14.56,-1.97%,476,800
VOD,13.85,-1.45%,1,797,733
VNT,30.25,0.60%,714,251
VNOM,43.31,-0.85%,847,722
VNO,38.16,1.35%,750,539
VNET,8.15,-2.46%,1,275,751
VNDA,5.93,-0.34%,490,413
VLY,14.56,1.22%,3,142,556
VLRS,9.12,-0.82%,541,230
VKTX,37.76,8.48%,4,077,157
VIV,13.17,-0.38%,669,684
VITL,11.05,3.43%,1,187,652
VISN,12.49,-0.04%,2,035,156
VIR,10.09,-0.65%,1,570,463
VIPS,13.41,1.79%,1,442,047
VICI,27.05,1.62%,15,404,138
VIAV,48.99,-1.97%,4,736,230
VIA,14.86,-1.20%,493,758
VGNT,41.47,-2.87%,975,382
VG,10.48,-6.56%,7,887,966
VFS,3.12,-1.42%,330,838
VFC,17.23,1.86%,3,856,998
VET,9.43,-4.17%,1,021,911
