ticker,price,change,volume
THM,2.06,-7.21%,282,392
TH,20.55,2.01%,311,927
TGB,6.70,-3.81%,1,819,096
TFSL,16.72,0.67%,143,836
TFPM,28.94,-3.10%,295,553
TFC,49.00,0.49%,2,113,702
TEVA,32.78,1.82%,1,064,258
TENX,12.77,4.24%,277,496
TENB,27.31,3.68%,306,699
TEM,49.15,2.72%,1,770,851
TE,9.67,-7.02%,15,244,724
TDUP,6.09,3.05%,240,925
TDS,38.98,0.10%,124,935
TDOC,7.70,1.58%,1,378,167
TDC,30.90,4.15%,758,644
TDAY,7.91,1.98%,250,125
TCOM,44.75,-3.60%,1,522,174
TBLA,4.50,1.44%,683,260
TBBB,41.94,0.60%,120,655
TASK,4.86,-2.71%,276,529
TAP,39.77,0.32%,626,086
TALO,14.06,-0.04%,333,053
TALK,5.19,-0.38%,1,874,460
TAL,9.28,-1.95%,719,372
TAK,15.77,1.91%,898,281
TAC,13.66,-1.40%,182,950
T,22.76,2.99%,23,120,257
SYM,38.59,-4.00%,1,254,567
SXC,8.34,-0.35%,261,932
SWMR,41.93,-7.11%,126,000
SWIM,5.86,1.65%,157,261
SWBI,16.52,0.43%,401,420
SW,45.06,-0.74%,1,285,685
SVV,9.64,-0.05%,134,556
SVRA,5.74,0.97%,595,136
SVM,10.73,-3.98%,1,066,252
SVC,1.66,0.00%,1,274,801
SUZ,8.01,-2.44%,984,370
SUPV,10.24,-0.78%,820,902
SUPN,44.86,0.85%,158,141
STWD,16.68,0.27%,924,360
STVN,17.02,0.45%,86,520
STUB,11.66,2.32%,1,212,790
STTK,5.41,3.24%,241,021
STOK,32.00,3.33%,460,496
STNE,10.66,-0.70%,943,906
STLA,6.00,-5.96%,14,369,641
STGW,6.84,2.63%,503,394
STEP,43.28,-4.81%,223,824
STAG,38.77,0.48%,286,728
STAA,28.41,-1.44%,93,694
ST,49.33,-4.58%,310,312
SSYS,8.37,-3.06%,132,039
SSRM,29.28,-4.68%,1,225,000
SSMR,13.28,-4.32%,15,014
SSL,11.12,-1.49%,1,206,002
SRTA,5.57,-3.22%,432,326
