ticker,price,change,volume
ZYME,24.02,3.27%,248,971
ZWS,48.82,-1.66%,137,199
ZVRA,12.79,1.11%,312,520
ZURA,4.31,1.89%,436,239
ZTO,21.96,-1.22%,430,457
ZLAB,18.63,0.81%,932,915
ZIM,25.52,1.00%,428,694
ZGN,13.34,-1.37%,303,324
ZG,30.49,0.08%,483,929
ZETA,19.66,6.44%,9,620,350
ZD,45.61,0.64%,123,333
ZBIO,20.55,-1.22%,131,474
Z,30.34,0.09%,921,262
YUMC,40.98,-1.33%,572,706
YSWY,21.27,2.40%,116,143
YSS,27.92,-3.59%,395,261
YPF,48.04,-2.89%,403,572
YMM,7.59,-3.87%,1,213,499
YEXT,3.94,0.13%,257,423
YETI,48.07,0.28%,310,741
YELP,22.54,0.32%,178,778
XXI,5.62,-2.00%,485,077
XRX,3.17,3.59%,5,219,429
XRAY,10.10,-0.44%,1,233,004
XPRO,13.72,-1.06%,143,338
XPOF,6.83,3.30%,141,924
XPEV,12.88,-3.52%,3,949,067
XP,15.70,-1.78%,1,523,443
XNDU,12.34,-1.60%,1,832,632
XNCR,14.31,2.15%,281,316
XMAX,8.44,3.18%,232,315
XIFR,11.49,-1.71%,137,914
XHR,20.19,0.45%,138,869
XERS,7.20,4.34%,851,470
XE,21.42,6.27%,1,834,090
WYFI,39.41,-11.97%,2,384,130
WY,24.26,0.06%,1,018,003
WWW,16.50,-4.73%,418,580
WVE,6.16,-0.24%,787,660
WULF,28.69,1.33%,11,534,115
WU,6.99,-1.47%,3,192,197
WTTR,18.44,-0.21%,288,039
WTRG,37.33,1.76%,517,475
WTI,3.38,1.96%,1,263,483
WT,18.56,-0.56%,642,441
WSR,18.93,-0.08%,76,161
WSE,10.86,0.23%,430,091
WSC,28.35,-2.34%,491,506
WSBC,37.12,1.16%,294,979
WRN,2.22,-4.51%,484,219
WRD,5.77,-4.31%,1,423,096
WRBY,26.51,-1.77%,703,411
WPP,17.25,-4.33%,1,072,520
WOOF,2.48,-0.40%,674,957
WOLF,49.86,-5.87%,3,034,020
WNC,12.18,1.00%,215,321
WMG,27.59,0.44%,360,840
WLTH,8.14,-0.95%,788,208
WKC,31.51,-0.52%,78,720
WK,46.41,0.94%,301,124
WIX,40.89,-2.32%,556,417
WIT,2.31,2.90%,4,527,598
WHR,37.24,1.84%,751,079
WHK,27.58,0.16%,41,386
WGO,28.36,0.14%,129,114
WEST,9.26,2.32%,122,437
WES,43.48,1.16%,226,899
WERN,40.85,-0.02%,172,801
WEN,6.20,0.57%,2,992,816
WEAV,5.23,1.37%,215,155
WDS,19.85,-2.00%,240,134
WBI,28.65,-4.44%,1,230,979
WBD,26.67,-1.06%,5,149,822
WB,7.30,-0.88%,202,168
WAY,18.26,5.49%,1,042,690
WAFD,37.13,0.90%,95,162
VZLA,3.40,-3.41%,2,213,273
VZ,46.41,2.32%,5,661,937
VYX,6.99,-0.50%,386,674
VVV,37.95,1.09%,243,332
VVR,2.98,0.17%,129,643
VTS,16.03,0.26%,68,130
VTRS,15.69,2.05%,1,881,590
VTEX,3.59,0.14%,1,374,024
VSTS,13.03,-0.61%,245,388
VSTM,4.26,0.34%,752,060
VSNT,37.25,-3.31%,392,301
VRRM,4.36,-2.46%,1,354,328
VRNS,37.32,14.09%,3,301,363
VRDN,17.57,-0.34%,550,347
VOYG,33.88,-1.98%,559,078
VOR,15.18,1.61%,322,060
VOD,14.02,-0.69%,2,033,931
VNT,30.56,0.31%,451,878
VNOM,43.87,0.70%,525,077
VNO,37.56,-0.06%,178,961
VNET,8.36,-2.22%,1,478,636
VNDA,6.00,0.00%,240,866
VLY,14.30,0.42%,1,472,720
VLRS,9.17,0.99%,162,832
VKTX,34.40,6.27%,2,428,378
VIV,13.18,1.35%,309,126
VITL,10.76,6.73%,693,540
VISN,12.52,-2.83%,1,670,887
VIR,9.97,4.18%,730,120
VIPS,13.09,-1.17%,490,106
VICI,26.55,1.75%,3,697,585
VIAV,49.88,-5.77%,1,463,807
VIA,14.84,-0.68%,189,698
VGZ,2.13,-7.17%,1,201,937
VGNT,43.10,-5.13%,403,519
VG,11.14,-1.07%,2,348,339
VFS,3.07,-0.28%,123,446
VFC,16.69,-1.97%,1,548,929
VET,9.81,-0.61%,416,512
VERX,10.56,-0.18%,246,035
VERA,37.68,-1.95%,481,215
VELO,21.51,-11.52%,2,158,375
VCEL,40.57,0.25%,132,439
VALE,15.21,-3.18%,11,417,713
UWMC,2.02,-1.46%,3,786,854
UUUU,15.80,-2.02%,10,493,091
UTZ,7.06,3.07%,692,918
UTI,40.56,1.35%,137,857
USAS,5.01,-5.91%,1,921,146
USAR,23.58,-2.24%,6,148,197
USA,5.66,-1.14%,489,346
UROY,2.96,0.68%,819,074
URGN,35.07,0.22%,150,016
URG,1.43,0.35%,4,721,729
UPWK,7.97,1.59%,691,295
UPST,31.59,0.86%,1,327,717
UPBD,18.60,1.56%,188,940
UPB,6.32,0.32%,144,500
UNIT,11.32,1.12%,282,475
UMH,15.14,1.10%,112,230
UMC,26.17,-4.85%,9,192,294
UMAC,22.16,-1.81%,1,197,701
ULCC,7.39,3.50%,1,197,133
UGP,4.86,-0.72%,816,866
UGI,34.59,2.37%,415,694
UEC,11.60,1.13%,4,618,001
UE,22.78,1.95%,263,169
UDR,38.17,1.15%,590,453
UCB,33.85,1.41%,220,957
UBSI,45.22,0.60%,295,006
UAMY,7.45,-4.42%,1,760,479
UAA,5.77,-2.37%,1,307,075
UA,5.58,-2.62%,776,555
U,27.54,1.47%,2,485,080
TYRA,30.55,1.34%,271,480
TXG,32.18,-2.32%,1,192,067
TWO,12.28,0.47%,742,153
TWI,7.35,-2.78%,58,941
TV,2.67,-2.27%,484,581
TUYA,1.81,-1.53%,388,003
TU,11.47,1.15%,1,157,612
TTI,10.19,-1.45%,208,230
TTEK,28.00,3.12%,1,526,337
TTD,17.75,-1.53%,8,610,054
TSSI,12.85,-3.38%,254,512
TSLX,16.46,1.27%,258,404
TSHA,6.73,3.06%,629,574
TSCO,30.05,0.82%,4,067,348
TRVI,17.99,1.55%,674,819
TRTX,8.60,0.64%,98,630
TRS,43.97,-0.87%,54,912
TROX,7.12,-3.01%,451,375
TRON,1.52,-6.17%,324,765
TRN,34.81,-0.90%,97,631
TRMD,29.03,-4.10%,3,127,456
TRMB,48.80,-0.87%,528,705
TRLV,8.39,-8.00%,1,159,529
TRIP,12.51,1.19%,1,513,643
TRIN,16.90,0.12%,320,023
TREX,45.97,-0.93%,255,544
TPG,39.71,-3.59%,876,306
TOWN,35.48,1.38%,89,523
TOST,24.50,0.99%,2,256,570
TOI,4.97,-0.72%,390,264
TNGX,28.91,1.44%,1,689,793
TNDM,14.18,-1.15%,799,763
TMQ,3.60,-2.76%,641,980
TME,8.14,-2.46%,2,827,206
TMC,4.89,-1.31%,1,617,930
TLS,4.28,-0.23%,244,804
TLRY,4.64,0.98%,1,360,966
TLK,14.39,1.88%,361,922
TKC,6.03,-0.74%,292,305
TK,12.41,0.76%,125,072
TILE,32.47,0.34%,60,993
TIGR,4.70,-1.10%,1,652,738
TIC,8.14,0.88%,303,793
