ticker,price,change,volume
ZYME,24.34,1.91%,214,696
ZVRA,13.07,0.52%,622,061
ZURA,4.21,-2.17%,617,982
ZTO,21.88,-0.46%,844,163
ZLAB,18.36,-0.68%,641,297
ZIM,25.13,-1.18%,603,964
ZGN,13.23,0.84%,692,010
ZG,30.92,1.17%,1,163,075
ZETA,18.68,-4.25%,6,939,192
ZD,48.22,3.92%,479,237
ZBIO,21.56,6.71%,559,986
Z,31.04,1.78%,2,442,731
YUMC,41.11,0.37%,1,055,623
YSWY,20.87,-3.47%,185,492
YSS,26.06,-8.75%,981,575
YPF,45.50,-5.28%,1,619,231
YMM,7.82,2.42%,4,488,908
YEXT,4.13,5.09%,682,744
YETI,49.63,3.46%,485,598
YELP,23.35,3.00%,445,464
XXI,5.39,-5.81%,913,294
XRX,3.13,-0.41%,1,577,307
XRAY,10.44,2.35%,2,432,137
XPRO,13.06,-2.54%,1,077,644
XPOF,6.83,0.15%,398,103
XPEV,12.48,-2.23%,3,369,233
XP,15.65,-0.41%,2,372,121
XNDU,11.79,-3.60%,1,431,638
XNCR,14.47,2.74%,461,590
XMAX,8.31,-3.37%,792,062
XIFR,11.57,0.29%,422,745
XHR,20.15,0.60%,432,903
XERS,7.45,3.54%,1,047,428
XE,19.09,-9.48%,3,066,195
WYFI,37.96,-15.19%,3,331,217
WY,25.54,4.50%,3,537,161
WWW,17.29,3.17%,377,976
WVE,6.03,-0.08%,2,186,161
WULF,26.00,-9.68%,22,168,209
WU,7.23,2.83%,4,389,125
WTTR,18.19,-1.94%,848,785
WTRG,37.82,1.42%,1,107,257
WTI,3.10,-7.06%,2,419,361
WT,17.77,-3.03%,2,481,152
WSR,18.95,0.05%,232,417
WSE,10.91,-2.15%,1,244,184
WSC,28.54,2.46%,726,596
WSBC,37.98,1.88%,758,057
WRN,2.05,-7.05%,2,214,897
WRD,5.59,-2.70%,1,564,470
WRBY,26.91,4.94%,1,894,890
WPP,16.61,-1.95%,784,182
WOOF,2.62,4.04%,1,202,182
WOLF,44.16,-9.70%,3,654,090
WNC,13.06,3.65%,967,277
WMG,27.05,-1.78%,997,481
WLTH,8.10,-1.35%,705,020
WKC,31.86,-0.25%,324,430
WK,48.08,2.33%,389,985
WIX,42.36,4.78%,847,776
WIT,2.23,-2.62%,7,174,829
WHR,37.85,4.59%,1,349,794
WHK,26.99,-2.39%,180,630
WGO,28.32,0.13%,1,119,644
WEST,9.68,6.61%,532,478
WES,42.50,-2.32%,646,327
WERN,40.98,-0.12%,487,141
WEN,8.02,28.14%,185,255,570
WEAV,5.47,0.46%,607,551
WDS,19.08,-3.42%,786,584
WBI,28.43,-0.55%,1,144,359
WBD,27.16,1.02%,25,872,024
WB,7.30,-0.27%,448,010
WAY,18.86,2.44%,1,291,254
WAFD,37.65,1.03%,296,935
VZLA,3.08,-8.01%,4,413,643
VZ,45.82,-1.95%,14,177,768
VYX,7.61,8.64%,1,416,131
VVV,39.61,3.37%,1,030,550
VVR,2.99,0.34%,306,362
VTS,15.68,-2.86%,310,790
VTRS,15.93,1.11%,4,449,243
VTEX,3.59,2.43%,2,521,358
VSTS,13.43,1.74%,632,514
VSTM,3.95,-6.27%,1,839,400
VSNT,37.97,0.22%,733,822
VRRM,4.41,0.34%,2,608,855
VRNS,36.69,4.74%,2,471,303
VRDN,17.42,0.84%,664,983
VOYG,30.74,-8.51%,1,573,621
VOR,14.55,-2.05%,487,733
VOD,13.85,-1.42%,1,835,212
VNT,30.25,0.61%,742,220
VNOM,43.34,-0.78%,863,132
VNO,38.15,1.34%,767,126
VNET,8.15,-2.52%,1,308,499
VNDA,5.93,-0.28%,505,559
VLY,14.56,1.29%,3,199,225
VLRS,9.13,-0.76%,547,418
VKTX,37.76,8.47%,4,151,290
VIV,13.16,-0.42%,681,303
VITL,11.06,3.56%,1,204,779
VISN,12.52,0.16%,2,083,956
VIR,10.05,-1.08%,1,617,873
VIPS,13.41,1.86%,1,457,019
VICI,27.09,1.78%,15,505,711
VIAV,48.90,-2.15%,4,776,308
VIA,14.99,-0.36%,506,576
VGNT,41.54,-2.72%,988,357
VG,10.45,-6.75%,8,505,427
VFS,3.12,-1.42%,338,312
VFC,17.28,2.22%,3,927,834
VET,9.43,-4.15%,1,030,449
VERX,11.26,3.07%,601,658
VERA,40.01,4.74%,1,270,550
VELO,17.85,-13.60%,2,750,353
VCEL,41.87,3.66%,393,367
VALE,14.84,-3.10%,18,739,403
UWMC,2.04,0.54%,19,703,183
UUUU,14.81,-4.23%,8,505,897
UTZ,7.30,3.48%,1,147,373
UTI,39.35,-1.00%,260,239
USAS,4.52,-7.80%,3,495,014
USAR,21.26,-7.12%,9,878,420
USA,5.66,0.27%,1,243,610
UROY,2.75,-5.51%,1,173,736
URGN,35.01,-0.39%,312,484
URG,1.35,-4.23%,7,240,757
UPWK,8.34,1.53%,1,144,264
UPST,32.68,3.86%,3,505,009
UPBD,19.14,2.41%,704,460
UPB,6.39,1.11%,353,925
UNIT,11.38,-1.17%,828,193
UMH,15.47,2.13%,248,308
