ticker,price,change,volume
ZYME,24.49,2.55%,11,159
ZWS,48.49,0.48%,12,717
ZVRA,13.23,1.78%,82,483
ZURA,4.20,-2.44%,13,279
ZTO,21.89,-0.43%,69,849
ZLAB,18.62,0.70%,120,347
ZIM,25.43,0.00%,20,394
ZGN,13.06,-0.42%,111,397
ZG,31.14,1.90%,74,686
ZETA,19.93,2.15%,1,163,150
ZD,46.84,0.95%,32,420
ZBIO,20.40,0.94%,5,986
Z,31.14,2.10%,237,796
YUMC,41.03,0.17%,75,145
YSWY,21.01,-2.83%,2,714
YSS,27.41,-4.03%,40,204
YPF,46.65,-2.89%,87,942
YMM,7.66,0.33%,250,501
YEXT,4.02,2.24%,33,484
YETI,48.67,1.45%,26,908
YELP,22.96,1.30%,62,113
XXI,5.57,-2.60%,68,471
XRX,3.14,0.00%,146,461
XRAY,10.69,4.76%,224,748
XPRO,12.90,-3.71%,63,497
XPOF,6.81,-0.15%,98,257
XPEV,12.65,-0.90%,518,013
XP,15.65,-0.48%,193,178
XNDU,11.84,-3.19%,346,369
XNCR,14.49,2.92%,34,207
XMAX,8.69,1.05%,71,652
XIFR,11.57,0.30%,12,917
XHR,20.13,0.48%,8,507
XERS,7.43,3.13%,69,590
XE,19.80,-6.12%,437,784
WYFI,41.04,-8.31%,403,370
WY,24.90,1.86%,177,534
WWW,16.89,0.75%,49,723
WVE,6.09,0.91%,204,120
WULF,27.46,-4.59%,1,711,609
WU,7.16,1.85%,350,207
WTTR,17.98,-3.07%,71,537
WTRG,37.70,1.10%,95,428
WTI,3.14,-5.71%,445,827
WT,17.97,-1.95%,64,960
WSR,18.94,0.00%,19,722
WSE,11.09,-0.54%,92,959
WSC,28.14,1.03%,22,766
WSBC,37.27,-0.03%,17,534
WRN,2.08,-5.45%,127,686
WRD,5.59,-2.78%,310,452
WRBY,25.61,-0.12%,270,733
WPP,16.87,-0.41%,60,735
WOOF,2.56,1.39%,218,237
WOLF,45.60,-6.77%,622,989
WNC,13.11,4.09%,48,611
WMG,27.48,-0.22%,51,543
WLTH,8.12,-1.04%,44,644
WKC,31.70,-0.74%,5,665
WK,48.66,3.58%,20,932
WIX,40.89,1.14%,76,667
WIT,2.28,-0.66%,254,406
WHR,37.83,4.53%,121,860
WHK,27.62,-0.09%,1,513
WGO,29.39,3.93%,20,078
WEST,9.28,2.20%,16,400
WES,43.09,-0.97%,37,640
WERN,41.45,1.02%,25,761
WEN,8.48,35.57%,58,657,556
WEAV,5.54,1.84%,22,144
WDS,19.12,-3.24%,53,585
WBI,28.43,-0.56%,63,184
WBD,26.88,-0.02%,1,975,586
WB,7.33,0.17%,52,658
WAY,18.90,2.68%,47,202
WAFD,37.26,0.00%,9,795
VZLA,3.20,-4.60%,731,782
VZ,46.49,-0.52%,996,684
VYX,7.28,4.01%,83,382
VVV,38.67,0.91%,104,252
VVR,2.98,0.00%,15,266
VTS,15.91,-1.43%,12,850
VTRS,15.94,1.17%,227,890
VTEX,3.59,2.57%,96,029
VSTS,13.38,1.33%,40,644
VSTM,4.25,0.95%,172,691
VSNT,38.31,1.14%,58,600
VRRM,4.43,0.80%,119,756
VRNS,36.22,3.41%,340,217
VRDN,17.56,1.62%,52,683
VOYG,31.78,-5.42%,73,874
VOR,14.73,-0.81%,23,823
VOD,13.91,-1.00%,229,774
VNT,30.28,0.71%,9,408
VNOM,43.13,-1.26%,39,111
VNO,38.08,1.13%,16,761
VNET,8.23,-1.61%,90,905
VNDA,6.02,1.20%,32,934
VLY,14.39,0.03%,136,441
VLRS,9.34,1.47%,42,905
VKTX,35.14,0.95%,214,138
VIV,13.20,-0.11%,70,718
VITL,10.77,0.84%,56,648
VISN,12.54,0.36%,126,713
VIR,10.24,0.84%,53,937
VIPS,13.20,0.27%,46,024
VICI,27.05,1.60%,8,836,576
VIAV,48.01,-3.92%,207,092
VIA,15.12,0.57%,9,103
VGNT,42.20,-1.18%,72,912
VG,10.94,-2.41%,589,144
VFS,3.17,0.32%,28,298
VFC,16.85,-0.35%,248,328
VET,9.40,-4.46%,66,491
VERX,11.20,2.59%,42,924
VERA,38.48,0.73%,194,682
VELO,18.93,-8.35%,419,856
VCEL,41.22,2.05%,30,293
VALE,14.93,-2.51%,1,957,798
UWMC,2.14,5.67%,1,368,924
UUUU,14.77,-4.53%,955,700
UTZ,7.20,2.11%,49,373
UTI,39.42,-0.83%,20,267
USAS,4.57,-6.84%,589,322
USAR,21.45,-6.29%,1,710,289
USA,5.68,0.44%,162,118
UROY,2.82,-3.26%,125,496
URGN,35.76,1.72%,28,658
URG,1.37,-2.99%,877,732
UPWK,8.31,1.28%,111,772
UPST,31.86,1.27%,218,945
UPBD,19.22,2.81%,68,388
UPB,6.55,3.72%,12,040
UNIT,11.45,-0.48%,40,835
UMH,15.35,1.29%,15,721
UMC,26.58,1.45%,2,426,230
UMAC,20.30,-5.63%,404,208
ULCC,7.40,2.07%,222,341
UGP,4.89,-1.01%,202,569
UGI,34.68,-0.12%,42,994
UEC,10.82,-4.59%,648,953
UE,23.08,0.68%,9,835
UDR,38.63,0.91%,84,985
UCB,34.13,0.26%,8,341
UBSI,45.26,-0.06%,34,940
UBS,49.64,-1.28%,139,724
UAMY,6.70,-4.49%,1,028,117
UAA,5.85,1.21%,216,376
UA,5.66,0.89%,56,393
U,27.78,0.61%,159,148
TYRA,30.05,-0.03%,11,079
TXG,33.85,6.21%,88,944
TWO,12.37,0.41%,8,313
TWI,7.30,0.22%,3,660
TV,2.68,-1.11%,30,649
TUYA,1.82,-1.36%,84,917
TU,11.34,-1.31%,524,398
TTI,9.94,-1.83%,56,688
TTEK,28.29,0.89%,103,241
TTD,18.11,1.03%,1,014,405
TSSI,12.29,-3.38%,76,688
TSLX,16.51,0.12%,26,058
TSHA,6.93,1.02%,48,788
TSCO,29.85,0.57%,599,014
TRVI,17.69,1.79%,141,422
TRTX,8.65,0.00%,18,661
TRS,43.49,0.89%,3,409
TROX,6.43,-3.67%,159,216
TRON,1.49,-1.97%,12,355
TRN,35.24,0.50%,8,794
TRMD,29.42,0.96%,185,061
TRLV,8.11,-4.92%,214,937
TRIP,12.60,1.69%,159,581
TRIN,16.86,-0.18%,53,573
TREX,47.97,5.81%,70,410
TPG,39.49,-0.21%,159,867
TOWN,35.62,0.24%,23,979
TOST,25.23,2.94%,1,368,338
TOI,5.34,6.06%,177,003
TNGX,29.40,3.56%,448,457
TNDM,14.76,2.44%,66,973
TMQ,3.39,-4.70%,230,869
TME,8.35,1.83%,441,743
TMC,4.59,-4.67%,483,602
TLS,4.37,0.69%,17,757
TLRY,4.59,-0.33%,178,778
TLK,14.14,-2.01%,62,603
TKC,5.95,-1.57%,43,451
TK,12.29,-1.29%,9,548
TILE,32.84,1.32%,8,704
TIGR,4.68,0.54%,370,240
TIC,8.28,1.35%,31,795
THM,1.97,-4.10%,112,317
TH,20.13,-1.90%,26,856
TGB,6.39,-4.56%,350,947
TFSL,16.91,0.18%,31,956
TFPM,28.09,-2.48%,43,528
TFC,49.83,0.33%,394,158
TEVA,33.36,0.45%,207,542
