ticker,price,change,volume
TEO,13.31,2.19%,43,337
TENX,13.48,-1.21%,22,245
TENB,27.73,1.74%,54,737
TE,8.61,-6.82%,3,353,222
TDUP,6.34,2.09%,56,336
TDS,38.94,-0.34%,45,488
TDOC,7.85,2.08%,230,376
TDC,31.35,0.60%,49,708
TDAY,8.05,0.37%,67,379
TCOM,46.06,1.23%,212,604
TBLA,4.65,-0.43%,86,919
TBBB,42.19,0.25%,31,348
TASK,4.80,2.29%,24,440
TAP,40.16,1.13%,65,019
TALO,13.62,-2.44%,72,475
TALK,5.19,-0.19%,321,509
TAL,9.31,-1.37%,86,457
TAK,15.90,0.38%,124,660
TAC,13.62,-0.54%,9,666
T,22.68,-0.55%,2,283,957
SYM,39.07,1.30%,153,304
SXC,8.20,-2.03%,30,658
SWMR,40.01,-3.47%,50,187
SWIM,5.92,0.68%,31,657
SWBI,16.31,-2.16%,46,403
SW,45.23,1.96%,206,664
SVV,9.98,2.81%,25,004
SVRA,5.80,0.35%,46,570
SVM,10.15,-4.06%,420,119
SVC,1.72,0.58%,341,855
SUZ,7.97,-0.81%,189,512
SUPV,9.88,-2.37%,47,640
SUPN,45.08,1.36%,6,924
STWD,16.85,0.66%,150,227
STVN,17.33,2.70%,44,650
STUB,11.67,-1.35%,126,323
STTK,5.43,0.65%,8,906
STOK,31.22,0.36%,15,496
STNE,10.98,2.47%,115,127
STLA,5.90,-1.04%,2,339,928
STGW,7.10,0.85%,36,481
STEP,42.04,-2.08%,28,149
STAG,38.94,0.15%,47,049
STAA,28.48,0.41%,11,975
ST,48.11,-1.43%,29,639
SSYS,8.31,-0.18%,45,901
SSRM,28.34,-3.14%,162,394
SSL,10.44,-6.03%,300,213
SRTA,5.55,-0.36%,61,919
SRPT,17.18,-0.47%,93,361
SRAD,14.89,1.29%,81,350
