ticker,price,change,volume
ZYME,24.33,1.87%,207,741
ZVRA,13.06,0.46%,610,816
ZURA,4.21,-2.31%,609,591
ZTO,21.87,-0.50%,822,116
ZLAB,18.36,-0.70%,629,551
ZIM,25.13,-1.18%,598,820
ZGN,13.22,0.72%,681,056
ZG,30.90,1.12%,1,154,563
ZETA,18.67,-4.29%,6,872,625
ZD,48.18,3.84%,472,899
ZBIO,21.60,6.93%,556,927
Z,30.98,1.57%,2,419,343
YUMC,41.09,0.32%,1,041,957
YSWY,20.88,-3.40%,183,104
YSS,26.11,-8.58%,965,710
YPF,45.47,-5.34%,1,597,302
YMM,7.83,2.50%,4,467,168
YEXT,4.13,4.97%,672,127
YETI,49.61,3.42%,479,056
YELP,23.34,2.96%,438,082
XXI,5.38,-5.94%,903,367
XRX,3.12,-0.52%,1,573,108
XRAY,10.44,2.30%,2,386,226
XPRO,13.05,-2.61%,1,070,121
XPOF,6.82,0.05%,394,496
XPEV,12.48,-2.23%,3,333,941
XP,15.67,-0.32%,2,273,327
XNDU,11.77,-3.80%,1,417,856
XNCR,14.45,2.63%,452,782
XMAX,8.31,-3.43%,785,417
XIFR,11.59,0.43%,410,087
XHR,20.17,0.68%,412,355
XERS,7.45,3.41%,1,022,907
XE,19.14,-9.27%,3,024,060
WYFI,38.24,-14.56%,3,283,637
WY,25.54,4.49%,3,490,568
WWW,17.29,3.16%,373,347
WVE,6.05,0.12%,2,148,045
WULF,26.03,-9.54%,21,601,389
WU,7.22,2.70%,4,334,266
WTTR,18.20,-1.89%,837,628
WTRG,37.77,1.30%,1,099,094
WTI,3.11,-6.76%,2,404,920
WT,17.81,-2.84%,2,461,177
WSR,18.95,0.05%,231,601
WSE,10.92,-2.09%,1,241,526
WSC,28.51,2.37%,706,052
WSBC,37.98,1.86%,751,804
WRN,2.04,-7.27%,2,168,739
WRD,5.59,-2.70%,1,553,564
WRBY,26.87,4.81%,1,871,196
WPP,16.59,-2.04%,780,775
WOOF,2.61,3.46%,1,188,733
WOLF,44.09,-9.85%,3,634,063
WNC,13.05,3.57%,959,017
WMG,27.06,-1.74%,981,486
WLTH,8.10,-1.40%,691,373
WKC,31.89,-0.17%,320,139
WK,48.03,2.23%,381,994
WIX,42.29,4.60%,837,844
WIT,2.23,-2.62%,7,090,206
WHR,37.80,4.44%,1,304,647
WHK,26.88,-2.78%,180,610
WGO,28.22,-0.22%,1,098,462
WEST,9.65,6.28%,525,692
WES,42.57,-2.16%,637,250
WERN,41.01,-0.05%,482,065
WEN,7.99,27.74%,184,033,264
WEAV,5.46,0.37%,574,303
WDS,19.10,-3.34%,779,267
WBI,28.42,-0.61%,1,076,681
WBD,27.15,1.00%,25,803,652
WB,7.30,-0.25%,440,830
WAY,18.85,2.37%,1,279,878
WAFD,37.63,0.99%,294,087
VZLA,3.07,-8.32%,4,388,250
VZ,45.81,-1.96%,13,981,209
VYX,7.59,8.36%,1,391,648
VVV,39.62,3.38%,1,001,966
VVR,3.00,0.67%,306,222
VTS,15.70,-2.72%,306,749
VTRS,15.92,1.08%,4,396,398
VTEX,3.60,2.91%,2,263,368
VSTS,13.42,1.66%,619,367
VSTM,3.95,-6.26%,1,828,584
VSNT,37.91,0.08%,724,980
VRRM,4.42,0.45%,2,566,277
VRNS,36.83,5.14%,2,423,533
VRDN,17.42,0.83%,646,595
VOYG,30.95,-7.89%,1,545,751
VOR,14.58,-1.82%,477,575
VOD,13.85,-1.42%,1,805,854
VNT,30.22,0.50%,725,439
