ticker,price,change,volume
TTTEK,31.26,-1.04%,156,146
TTTD,18.28,-1.64%,2,104,751
TTSLX,17.32,-0.69%,259,814
TTSHA,5.77,-3.23%,113,531
TTSCO,30.23,-0.92%,757,252
TTRVI,18.16,-4.77%,300,650
TTRTX,8.74,-0.06%,50,151
TTROX,5.83,-0.17%,164,725
TTRON,1.42,0.35%,26,120
TTRN,36.75,0.76%,39,014
TTRMD,29.24,2.76%,54,664
TTRLV,8.74,-0.57%,93,790
TTRIP,14.71,0.89%,265,182
TTRIN,17.68,-0.53%,195,412
TTREX,43.83,-2.88%,101,392
TTPG,42.26,-3.38%,110,865
TTOWN,36.49,-0.21%,46,224
TTOST,29.77,-1.03%,1,047,872
TTOI,5.45,1.78%,110,692
TTNGX,28.35,-0.74%,159,320
TTNDM,17.09,0.03%,103,955
TTMQ,2.93,-1.68%,123,308
TTME,9.07,-0.56%,500,435
TTMC,3.66,-2.01%,595,629
TTLS,4.56,-3.55%,47,685
TTLRY,4.22,-1.98%,632,843
TTLK,14.97,2.40%,153,376
TTKC,5.81,1.59%,244,285
TTK,10.95,2.91%,57,242
TTILE,32.91,-0.46%,27,494
TTIGR,4.69,1.74%,220,702
TTIC,6.75,-1.46%,267,870
TTHM,1.99,-1.00%,39,306
TTH,16.52,0.97%,41,579
TTGB,6.82,0.66%,333,748
TTFSL,18.22,-0.36%,87,034
TTFPM,27.26,-0.37%,35,129
TTEVA,31.63,-1.25%,340,934
TTEO,13.14,0.15%,5,454
TTENX,15.45,-2.52%,51,259
TTENB,39.14,-1.85%,132,739
TTEM,47.56,-9.36%,3,275,909
TTE,5.80,-0.60%,3,224,885
TTDUP,6.64,0.54%,104,726
TTDS,34.04,-0.82%,18,310
TTDOC,9.37,-0.61%,251,870
TTDC,30.47,-0.16%,102,670
TTDAY,8.51,0.06%,66,715
TTCOM,43.65,2.83%,857,196
TTBPH,16.93,0.02%,31,981
TTBLA,5.32,0.72%,173,336
TTBBB,41.13,0.96%,52,563
TTASK,5.78,-0.77%,47,038
TTAP,41.10,0.42%,365,697
TTALO,14.30,-4.16%,213,578
TTALK,5.22,0.19%,47,217
TTAL,10.32,0.78%,334,358
TTAK,17.08,-0.38%,394,417
TTAC,13.38,0.90%,24,063
TT,21.78,-0.14%,8,992,124
SSYM,41.35,0.24%,141,340
SSXC,8.28,-1.08%,93,599
SSWMR,37.00,1.26%,63,851
SSWIM,5.95,0.93%,92,600
SSWBI,14.83,-0.20%,71,942
SSW,43.75,-1.24%,414,468
SSVV,9.91,-0.27%,19,466
SSVRA,5.55,0.45%,77,451
SSVM,8.82,-1.07%,196,427
SSVC,8.70,1.22%,486,625
SSUZ,8.16,-0.64%,163,328
SSUPV,9.51,-2.06%,29,809
SSUPN,48.00,-0.08%,46,150
SSTWD,16.84,-0.91%,313,466
SSTUB,9.30,0.54%,774,719
SSTTK,7.22,-4.12%,127,645
SSTOK,28.44,-2.09%,81,086
SSTNE,11.20,0.49%,302,662
SSTLA,5.78,-0.11%,1,861,476
SSTGW,7.44,-0.97%,67,380
SSTEP,42.69,-1.97%,95,787
SSTDN,9.72,-6.59%,421,990
SSTAG,42.13,1.09%,215,875
SSTAA,24.73,-6.47%,1,145,746
SST,44.76,-0.64%,88,297
SSSYS,8.07,-0.86%,35,327
SSSRM,25.06,-1.99%,330,286
SSSL,11.40,0.26%,250,793
SSRTA,5.11,-0.87%,88,931
SSRPT,17.01,-1.22%,201,975
SSRAD,14.67,2.01%,535,566
SSPT,8.37,-2.90%,118,616
SSPRY,6.70,-4.29%,275,768
SSPNT,24.92,0.10%,25,921
SSPIR,11.66,-3.94%,147,642
