ticker,price,change,volume
SSTWD,16.58,-0.09%,174,905
SSTUB,9.19,-0.81%,181,142
SSTTK,7.21,5.66%,97,980
SSTOK,27.51,-0.60%,34,913
SSTNE,11.12,0.04%,243,694
SSTLA,5.72,-0.43%,1,885,191
SSTGW,7.33,-1.08%,93,290
SSTEP,42.40,0.35%,103,859
SSTDN,8.62,-4.38%,472,929
SSTAG,41.74,-0.19%,39,836
SSTAA,24.17,0.83%,253,337
SST,45.38,1.82%,47,145
SSSYS,8.21,1.58%,16,629
SSSRM,25.67,2.50%,362,309
SSSL,11.32,-1.13%,116,769
SSRTA,5.20,2.87%,275,162
SSRPT,16.93,0.59%,237,795
SSRAD,14.70,-1.37%,114,763
SSPT,8.20,-2.50%,84,626
SSPRY,6.28,-2.48%,422,852
SSPNT,24.53,-0.51%,14,798
SSPIR,11.55,5.38%,83,249
SSOUN,6.40,1.43%,1,547,657
