ticker,price,change,volume
ZYME,24.35,1.96%,211,022
ZVRA,13.05,0.41%,616,567
ZURA,4.21,-2.13%,615,133
ZTO,21.89,-0.43%,833,223
ZLAB,18.38,-0.62%,635,498
ZIM,25.13,-1.18%,601,639
ZGN,13.23,0.84%,688,299
ZG,30.92,1.19%,1,160,521
ZETA,18.70,-4.13%,6,904,738
ZD,48.15,3.76%,473,815
ZBIO,21.62,6.99%,558,461
Z,31.01,1.67%,2,432,079
YUMC,41.10,0.34%,1,047,328
YSWY,20.87,-3.47%,183,725
YSS,26.13,-8.51%,973,232
YPF,45.50,-5.29%,1,604,718
YMM,7.83,2.48%,4,475,744
YEXT,4.14,5.22%,677,960
YETI,49.63,3.46%,483,409
YELP,23.34,2.98%,441,786
XXI,5.39,-5.77%,906,095
XRX,3.12,-0.48%,1,574,539
XRAY,10.42,2.17%,2,416,956
XPRO,13.07,-2.46%,1,073,089
XPOF,6.83,0.18%,396,479
XPEV,12.48,-2.23%,3,353,413
XP,15.68,-0.25%,2,296,445
XNDU,11.81,-3.47%,1,425,357
XNCR,14.46,2.72%,457,593
XMAX,8.31,-3.31%,788,801
XIFR,11.57,0.30%,416,047
XHR,20.15,0.60%,423,081
XERS,7.47,3.68%,1,030,870
XE,19.14,-9.27%,3,034,017
WYFI,38.31,-14.41%,3,306,076
WY,25.54,4.49%,3,508,479
WWW,17.28,3.10%,376,573
WVE,6.05,0.14%,2,175,796
WULF,26.11,-9.26%,21,992,311
WU,7.22,2.77%,4,374,186
WTTR,18.19,-1.94%,842,599
WTRG,37.78,1.32%,1,102,114
WTI,3.10,-6.76%,2,407,211
WT,17.81,-2.86%,2,469,855
WSR,18.95,0.05%,232,137
WSE,10.93,-1.97%,1,242,426
WSC,28.55,2.53%,710,026
WSBC,38.01,1.94%,755,166
WRN,2.05,-7.05%,2,178,647
WRD,5.60,-2.64%,1,558,126
WRBY,26.90,4.91%,1,883,543
WPP,16.62,-1.89%,783,440
WOOF,2.62,3.97%,1,192,701
WOLF,44.17,-9.68%,3,641,340
WNC,13.06,3.65%,965,515
WMG,27.07,-1.71%,987,446
WLTH,8.10,-1.40%,698,453
WKC,31.86,-0.25%,323,664
WK,48.07,2.32%,383,816
WIX,42.31,4.64%,839,362
WIT,2.23,-2.62%,7,123,280
WHR,37.80,4.45%,1,313,310
WHK,26.88,-2.78%,180,610
WGO,28.37,0.32%,1,102,040
WEST,9.67,6.50%,526,454
WES,42.56,-2.17%,639,798
WERN,40.99,-0.10%,483,751
WEN,8.00,27.90%,184,574,315
WEAV,5.45,0.09%,589,978
WDS,19.09,-3.39%,782,382
WBI,28.42,-0.61%,1,078,404
WBD,27.16,1.04%,25,832,970
WB,7.30,-0.20%,441,566
WAY,18.86,2.44%,1,284,930
WAFD,37.64,1.02%,295,363
VZLA,3.08,-8.06%,4,404,175
VZ,45.81,-1.96%,14,025,977
VYX,7.60,8.56%,1,400,403
VVV,39.62,3.41%,1,018,748
VVR,3.00,0.67%,306,302
VTS,15.69,-2.79%,308,308
VTRS,15.92,1.11%,4,418,587
VTEX,3.59,2.57%,2,516,627
VSTS,13.41,1.61%,620,172
VSTM,3.95,-6.06%,1,832,153
VSNT,37.92,0.11%,726,784
VRRM,4.42,0.38%,2,578,690
VRNS,36.78,5.01%,2,443,281
VRDN,17.43,0.88%,649,015
VOYG,30.85,-8.18%,1,559,507
VOR,14.61,-1.62%,484,306
