ticker,price,change,volume
ZYME,24.28,1.68%,10,899
ZWS,48.71,0.94%,12,651
ZVRA,13.09,0.69%,82,043
ZURA,4.24,-1.63%,13,165
ZTO,21.90,-0.36%,66,826
ZLAB,18.66,0.90%,117,737
ZIM,25.46,0.12%,20,196
ZGN,13.06,-0.45%,110,017
ZG,31.07,1.66%,69,761
ZETA,19.97,2.33%,1,112,943
ZD,46.60,0.43%,31,807
ZBIO,20.36,0.79%,5,928
Z,31.02,1.72%,234,224
YUMC,41.01,0.12%,73,282
YSWY,21.01,-2.83%,2,684
YSS,27.52,-3.64%,33,213
YPF,46.75,-2.69%,83,727
YMM,7.66,0.33%,247,632
YEXT,4.01,2.04%,31,991
YETI,48.70,1.52%,26,272
YELP,22.88,0.92%,61,164
XXI,5.60,-2.08%,65,493
XRX,3.13,-0.32%,142,660
XRAY,10.68,4.70%,217,621
XPRO,12.91,-3.66%,63,433
XPOF,6.88,0.88%,97,820
XPEV,12.65,-0.82%,511,237
XP,15.67,-0.34%,179,492
XNDU,11.85,-3.15%,314,477
XNCR,14.51,3.02%,33,937
XMAX,8.70,1.16%,62,186
XIFR,11.56,0.22%,12,592
XHR,20.08,0.27%,8,406
XERS,7.44,3.33%,68,102
XE,19.68,-6.69%,397,996
WYFI,40.38,-9.79%,362,597
WY,24.90,1.86%,163,369
WWW,16.81,0.30%,49,473
WVE,6.11,1.16%,203,740
WULF,27.69,-3.79%,1,641,181
WU,7.16,1.92%,336,105
WTTR,18.07,-2.59%,66,966
WTRG,37.67,1.02%,88,035
WTI,3.14,-5.71%,439,774
WT,18.00,-1.80%,57,892
WSR,18.94,-0.02%,19,342
WSE,11.07,-0.72%,92,235
WSC,28.08,0.83%,21,183
WSBC,37.27,-0.03%,17,277
WRN,2.08,-5.45%,125,475
WRD,5.61,-2.52%,290,330
WRBY,25.70,0.23%,266,093
WPP,16.90,-0.25%,60,226
WOOF,2.57,1.79%,183,604
WOLF,45.87,-6.22%,562,592
WNC,13.11,4.05%,48,012
WMG,27.42,-0.42%,45,806
WLTH,8.11,-1.22%,44,562
WKC,31.70,-0.74%,5,585
WK,48.26,2.74%,18,414
WIX,40.79,0.89%,73,925
WIT,2.28,-0.66%,252,135
WHR,37.80,4.45%,108,127
WHK,27.62,-0.09%,1,513
WGO,29.28,3.54%,19,032
WEST,9.25,1.88%,15,766
WES,43.07,-1.01%,35,202
WERN,41.43,0.97%,24,353
WEN,8.52,36.21%,57,195,367
WEAV,5.54,1.84%,21,466
WDS,19.10,-3.31%,50,549
WBI,28.31,-0.98%,54,072
WBD,26.90,0.07%,1,918,388
WB,7.34,0.20%,51,786
WAY,18.97,3.02%,46,371
WAFD,37.22,-0.09%,9,646
VZLA,3.21,-4.30%,720,255
VZ,46.42,-0.66%,967,621
VYX,7.27,3.87%,81,855
VVV,38.66,0.89%,101,961
VVR,2.97,-0.17%,15,226
VTS,15.83,-1.92%,12,745
VTRS,15.94,1.24%,217,558
VTEX,3.59,2.57%,87,767
VSTS,13.36,1.23%,39,681
VSTM,4.27,1.43%,153,080
VSNT,38.35,1.23%,53,704
VRRM,4.43,0.57%,117,383
VRNS,36.24,3.46%,336,576
VRDN,17.55,1.56%,51,706
VOYG,31.80,-5.36%,73,183
VOR,14.78,-0.47%,20,741
VOD,13.91,-1.00%,214,083
VNT,30.28,0.71%,9,343
VNOM,43.10,-1.32%,37,281
VNO,38.10,1.19%,14,518
VNET,8.23,-1.56%,86,203
VNDA,6.05,1.68%,30,678
VLY,14.40,0.17%,128,666
VLRS,9.32,1.30%,42,604
VKTX,35.12,0.89%,201,523
VIV,13.20,-0.15%,52,816
VITL,10.80,1.12%,55,518
VISN,12.51,0.04%,116,003
VIR,10.23,0.69%,52,543
VIPS,13.18,0.09%,43,909
VICI,27.02,1.52%,8,819,250
VIAV,48.31,-3.33%,194,695
VIA,15.41,2.46%,8,889
VGNT,42.32,-0.89%,72,598
VG,10.95,-2.32%,571,789
VFS,3.17,0.32%,27,964
VFC,16.85,-0.35%,241,936
VET,9.40,-4.47%,66,083
VERX,11.14,2.04%,41,870
VERA,38.81,1.58%,190,041
VELO,19.02,-7.94%,400,893
VCEL,41.54,2.84%,30,257
VALE,14.94,-2.45%,1,907,248
UWMC,2.15,5.91%,1,200,507
UUUU,14.89,-3.78%,840,445
UTZ,7.22,2.34%,46,363
