ticker,price,change,volume
UNFI,47.09,-0.19%,126,142
UMH,15.37,1.39%,99,786
UMC,25.24,2.06%,4,938,296
UMAC,20.89,1.31%,1,272,693
ULCC,7.64,6.74%,2,040,714
UGP,5.79,2.19%,1,423,227
UGI,36.27,1.91%,484,695
UEC,10.31,3.88%,2,309,785
UE,22.81,-0.36%,114,680
UDR,39.78,-0.13%,443,584
UCB,35.28,2.01%,193,859
UBSI,46.14,1.85%,340,795
UAMY,6.73,0.79%,1,723,870
UAA,6.65,2.78%,1,908,243
UA,6.50,2.81%,833,654
U,30.09,2.14%,2,402,787
TYRA,32.20,-1.13%,201,265
TXG,42.32,12.95%,1,369,797
TWO,12.07,0.02%,145,960
TWI,7.21,0.98%,80,849
TV,2.70,-0.55%,250,009
TUYA,1.87,-0.27%,161,673
TU,10.42,-0.29%,1,982,610
TTI,9.52,2.02%,322,204
TTEK,30.59,-0.65%,568,708
TTD,19.52,2.37%,4,148,774
TSSI,11.48,0.99%,140,164
TSLX,16.68,-0.95%,135,607
TSHA,6.45,-0.58%,599,145
TSCO,30.17,2.01%,3,249,000
TRVI,18.49,-0.54%,483,058
TRTX,8.40,0.42%,355,396
TROX,6.22,3.39%,492,182
TRON,1.46,-0.68%,125,130
TRN,34.70,1.62%,103,958
TRMD,27.84,-4.13%,299,393
TRLV,9.05,1.80%,382,920
TRIP,13.36,1.14%,576,813
TRIN,17.44,0.81%,420,267
TREX,47.14,2.86%,404,841
TPG,43.12,3.63%,519,702
TOWN,35.85,1.17%,438,730
TOST,28.92,1.21%,6,584,667
TOI,5.79,2.48%,889,105
TNGX,30.34,-0.99%,785,763
TNDM,15.23,0.48%,478,474
TMQ,3.23,3.03%,634,641
TME,8.88,0.68%,1,878,820
TMC,4.13,2.71%,1,409,630
TLS,4.91,3.59%,177,402
TLRY,4.38,0.33%,1,490,809
TLK,13.99,-0.51%,208,145
TKC,5.64,-0.44%,717,889
TK,10.39,-5.76%,108,059
TILE,33.20,3.30%,159,530
TIGR,4.70,1.28%,930,225
TIC,7.45,-6.12%,919,364
THM,2.19,4.29%,306,247
TH,18.34,0.63%,192,203
TGB,6.90,6.64%,2,395,892
TFSL,17.69,1.99%,148,172
TFPM,28.56,3.10%,195,594
TEVA,32.67,-1.71%,1,248,445
TEO,12.66,-2.38%,59,347
TENX,17.77,0.20%,845,592
TENB,41.03,3.79%,844,144
TE,7.18,-2.27%,16,960,465
TDUP,6.72,2.67%,352,586
TDS,34.78,0.00%,466,546
TDOC,9.12,0.55%,1,071,761
TDC,34.96,-0.60%,974,611
TDAY,8.41,-0.71%,263,692
TCOM,41.35,-0.07%,881,275
TBPH,17.00,-0.03%,156,697
TBLA,5.43,-0.09%,865,161
TBBB,41.88,2.15%,194,787
TASK,5.32,2.61%,253,809
TAP,38.78,-0.02%,782,645
TALO,13.66,-3.97%,383,741
TALK,5.21,-0.19%,1,192,852
TAL,10.33,1.73%,1,224,462
TAK,16.61,-0.84%,1,092,571
TAC,14.48,-0.02%,495,664
T,20.84,-1.34%,19,105,975
SYM,42.84,2.76%,565,938
SXC,7.94,-2.46%,278,846
SWMR,41.70,0.51%,147,127
SWIM,5.97,1.62%,97,410
SWBI,15.12,-1.59%,132,365
SW,43.46,3.28%,1,383,371
SVV,9.59,1.16%,65,506
SVRA,6.23,-2.41%,599,895
SVM,9.53,4.67%,983,011
SVCO,11.59,5.65%,184,233
SVC,8.66,1.05%,1,120,091
SUZ,8.02,1.20%,889,146
SUPV,9.30,-2.69%,168,817
SUPN,48.21,-4.43%,490,914
STWD,16.47,0.12%,927,472
STUB,12.38,-2.51%,1,290,365
STTK,7.00,1.75%,242,082
STOK,32.77,0.36%,117,611
STNE,10.88,3.39%,1,602,789
STLA,5.32,-1.39%,19,043,205
STGW,7.78,1.37%,374,950
STEP,43.74,2.91%,203,611
STAG,39.05,1.17%,249,182
STAA,27.37,-2.77%,147,011
ST,45.23,3.02%,314,695
SSYS,8.66,3.28%,279,435
SSTK,8.81,-1.07%,730,307
SSRM,29.31,3.94%,972,030
SSL,10.35,0.22%,531,765
SRTA,5.18,0.29%,431,199
SRPT,20.22,0.05%,1,416,135
