ticker,price,change,volume
TOWN,35.85,0.87%,118,206
TOST,26.10,6.49%,7,115,109
TOI,5.27,4.71%,621,818
TNGX,29.40,3.56%,1,525,942
TNDM,15.00,4.09%,752,444
TMQ,3.39,-4.88%,858,719
TME,8.30,1.23%,2,150,650
TMC,4.62,-4.23%,2,298,537
TLS,4.43,1.96%,175,904
TLRY,4.62,0.30%,948,798
TLK,14.24,-1.28%,298,956
TKC,6.01,-0.58%,1,935,705
TK,12.39,-0.48%,90,768
TILE,33.96,4.78%,93,254
TIGR,4.71,1.20%,904,244
TIC,8.24,0.88%,255,425
THM,1.92,-6.10%,405,587
TH,20.20,-1.56%,452,586
TGB,6.41,-4.12%,1,913,547
TFSL,16.98,0.59%,356,508
TFPM,27.94,-2.99%,168,941
TEVA,34.04,2.49%,2,588,198
TEO,12.92,-0.84%,302,033
TENX,13.82,1.32%,257,075
TENB,27.82,2.07%,376,234
TE,8.82,-4.49%,13,093,300
TDUP,6.47,4.14%,495,615
TDS,38.37,-1.79%,189,875
TDOC,7.79,1.30%,1,417,236
TDC,31.94,2.50%,502,090
TDAY,8.04,0.28%,366,081
TCOM,46.13,1.40%,1,182,690
TBLA,4.64,-0.75%,624,069
TBBB,42.46,0.88%,155,452
TASK,4.91,4.58%,373,739
TAP,40.80,2.74%,876,083
TALO,13.53,-3.04%,470,130
TALK,5.19,-0.19%,1,097,410
TAL,9.31,-1.32%,751,359
TAK,15.77,-0.47%,948,169
TAC,13.78,0.69%,259,127
T,22.40,-1.80%,19,937,940
SYM,38.71,0.36%,715,735
SXC,8.17,-2.39%,342,831
SWMR,39.25,-5.31%,183,479
SWIM,6.20,5.36%,367,702
SWBI,16.69,0.15%,333,744
SW,46.57,4.98%,2,078,799
SVV,10.23,5.33%,135,056
SVRA,5.84,0.95%,439,854
SVM,10.33,-2.36%,1,490,420
SVC,1.74,1.75%,5,937,994
SUZ,7.99,-0.68%,1,183,119
SUPV,9.44,-6.77%,568,999
SUPN,45.09,1.37%,140,967
STWD,16.85,0.64%,1,319,945
STVN,17.02,0.90%,118,771
STUB,11.65,-1.56%,2,472,976
STTK,5.85,8.55%,284,078
STOK,31.51,1.27%,217,179
STNE,10.96,2.27%,1,667,190
STLA,5.87,-1.51%,10,090,319
STGW,7.14,1.45%,589,745
STEP,41.80,-2.63%,497,502
STAG,38.83,-0.14%,590,299
STAA,28.75,1.36%,109,681
ST,48.51,-0.61%,303,688
SSYS,8.39,0.78%,276,038
SSRM,28.20,-3.62%,1,057,070
SSL,10.49,-5.58%,1,262,389
SRTA,5.57,-0.09%,361,112
SRPT,17.16,-0.56%,629,646
SRAD,14.90,1.36%,506,579
SPT,6.84,4.43%,336,829
SPRY,10.72,4.23%,657,116
