ticker,price,change,volume
VRDN,17.54,1.27%,75,131
VOYG,29.57,-2.60%,399,521
VOR,14.73,1.71%,104,706
VOD,13.80,-0.09%,365,995
VNT,30.75,1.65%,61,853
VNOM,43.62,0.69%,95,909
VNO,38.19,0.54%,57,475
VNET,7.57,-7.12%,1,103,554
VNDA,5.96,1.02%,58,680
VLY,14.81,1.37%,402,283
VLRS,9.60,4.01%,61,000
VKTX,38.56,1.82%,735,499
VIV,13.21,0.49%,70,664
VITL,10.64,-4.23%,240,360
VISN,12.60,0.39%,341,279
VIR,9.99,0.45%,81,888
VIPS,12.98,-3.10%,196,543
VICI,26.60,-0.44%,1,878,900
VIAV,48.36,-2.13%,542,194
VIA,14.91,-1.23%,292,859
VGNT,43.03,1.93%,43,756
VG,10.31,-1.86%,1,128,865
VFS,3.08,-1.60%,41,567
VFC,17.34,0.73%,529,461
VET,9.35,-0.80%,122,899
VERX,11.11,-0.15%,74,666
VERA,39.98,1.19%,237,952
VELO,17.56,-2.71%,1,699,091
VCEL,42.68,2.37%,59,265
VALE,14.89,0.30%,3,019,734
UWMC,2.11,4.46%,3,511,624
UUUU,14.60,-2.86%,1,222,317
UTZ,7.43,1.02%,100,493
UTI,39.26,-0.28%,25,529
USAS,4.59,0.77%,619,635
USAR,20.31,-5.18%,2,958,311
USA,5.72,1.33%,292,647
UROY,2.73,-1.80%,389,000
URGN,35.81,1.10%,21,109
URG,1.34,-1.11%,1,233,074
UPWK,8.06,-1.89%,272,909
UPST,32.29,-1.10%,486,384
UPBD,19.92,1.67%,94,263
UPB,6.34,-0.16%,29,488
UNIT,11.34,0.18%,68,860
UMH,15.39,0.36%,24,796
UMC,27.68,-1.18%,5,083,176
UMAC,18.57,-4.87%,670,466
ULCC,8.05,8.28%,649,243
UGP,4.89,0.31%,205,126
UGI,35.10,0.73%,39,906
UEC,10.63,-2.47%,1,063,554
UE,23.42,0.80%,36,385
UDR,39.08,1.80%,279,133
UCB,34.88,0.94%,23,486
UBSI,46.01,0.72%,143,615
UAMY,6.39,-2.82%,1,115,274
UAA,6.22,2.72%,717,905
UA,6.02,2.38%,320,394
U,26.03,-4.13%,592,135
TYRA,31.44,3.52%,77,136
TXG,35.74,3.28%,294,133
TWO,12.39,0.12%,52,369
TWI,7.71,2.66%,35,316
TV,2.73,-0.36%,16,408
TUYA,1.75,-1.40%,148,314
TU,11.10,-1.16%,504,307
TTI,10.14,1.55%,202,879
TTEK,28.76,0.65%,123,221
TTD,17.37,-1.85%,2,802,197
TSSI,11.44,-4.71%,108,132
TSLX,16.47,-1.20%,46,364
TSHA,6.43,-7.28%,3,444,093
TSCO,30.78,2.40%,919,026
TRVI,17.63,0.63%,62,321
TRTX,8.60,0.29%,64,310
TRS,44.31,1.63%,14,799
TROX,6.50,-5.11%,282,641
TRON,1.40,-1.75%,104,037
TRN,36.07,2.12%,19,240
TRMD,28.59,-0.38%,253,333
TRLV,8.16,-4.02%,311,531
TRIP,12.88,-0.78%,301,957
TRIN,16.95,0.65%,124,218
TREX,49.62,1.50%,91,094
TPG,40.15,3.63%,175,103
TOWN,36.10,0.33%,19,082
TOST,26.36,1.31%,1,460,222
TOI,5.23,-0.38%,90,301
TNGX,30.75,5.60%,416,680
TNDM,15.69,4.46%,302,412
TMQ,3.25,-2.30%,307,162
TME,8.05,-1.65%,801,143
TMC,4.44,-2.71%,658,109
TLS,4.14,-4.49%,223,151
TLRY,4.45,-2.94%,525,702
TLK,14.22,-0.11%,86,535
TKC,5.94,-1.00%,718,371
TK,11.90,-1.29%,30,654
TILE,34.94,2.04%,32,863
TIGR,4.64,-0.32%,1,049,104
TIC,8.23,-0.30%,84,076
THM,1.87,-0.85%,122,001
TH,20.20,0.97%,78,120
TGB,6.45,1.33%,577,028
TFSL,17.31,1.58%,58,495
TFPM,28.17,0.37%,57,363
TEVA,34.15,-0.20%,321,708
TEO,12.71,-0.24%,26,951
TENX,12.92,-0.08%,33,547
TENB,27.75,-0.61%,119,645
TE,8.10,-4.98%,5,188,650
TDUP,6.57,0.38%,88,806
TDS,37.58,0.07%,24,071
TDOC,7.83,0.26%,470,298
TDC,31.50,-0.60%,111,301
TDAY,8.02,0.12%,74,977
TCOM,39.37,-14.98%,4,601,398
TBLA,4.57,-1.66%,162,385
TBBB,41.75,-0.67%,7,237
TASK,4.89,0.23%,74,163
TAP,40.89,0.89%,160,200
TALO,13.69,-0.11%,58,471
TALK,5.19,0.00%,50,852
TAL,8.97,-2.13%,377,225
TAK,15.64,-0.48%,373,184
TAC,13.83,1.02%,109,073
T,22.51,0.62%,3,129,307
SYM,39.88,1.14%,275,894
SXC,8.18,0.31%,58,585
SWMR,37.37,-2.26%,44,622
SWIM,6.20,2.56%,51,236
SWBI,15.76,-2.22%,96,005
SW,46.90,0.73%,993,156
SVV,10.35,1.17%,32,704
SVRA,5.86,0.60%,134,717
SVM,10.44,0.38%,428,752
SVC,1.73,-1.70%,1,400,550
SUZ,8.15,0.50%,148,665
SUPV,9.30,-0.53%,49,457
SUPN,45.13,-0.01%,8,678
STWD,16.82,1.26%,456,674
STVN,18.19,5.53%,18,055
STUB,11.36,0.78%,397,396
STTK,6.07,1.00%,119,441
STOK,31.07,2.22%,59,364
STNE,10.76,-0.53%,149,925
STLA,5.91,1.20%,2,866,390
STGW,7.12,0.71%,71,630
STEP,41.26,0.19%,55,706
STAG,39.36,0.64%,113,453
STAA,29.33,1.42%,27,938
ST,49.12,1.91%,87,539
SSYS,8.39,0.54%,63,751
SSRM,28.91,1.97%,372,055
SSL,10.05,-4.33%,108,156
SRTA,5.45,-1.18%,52,702
SRPT,16.51,-1.12%,195,543
SRAD,14.52,-1.76%,127,117
SPT,6.64,-0.97%,69,473
SPRY,7.52,-28.65%,1,207,935
SPNT,23.59,0.62%,16,159
SPIR,16.09,-6.04%,133,130
SOUN,6.14,-3.23%,3,284,591
