ticker,price,change,volume
ZYME,24.36,2.03%,108,128
ZVRA,13.15,1.16%,305,255
ZURA,4.22,-1.86%,324,226
ZTO,21.99,0.05%,503,115
ZLAB,18.44,-0.29%,417,784
ZIM,25.59,0.63%,283,337
ZGN,13.20,0.61%,452,591
ZG,31.21,2.13%,825,353
ZETA,19.13,-1.95%,4,604,109
ZD,48.26,4.01%,288,964
ZBIO,21.61,6.95%,176,614
Z,31.23,2.39%,1,687,819
YUMC,41.21,0.61%,718,386
YSWY,20.40,-5.64%,96,092
YSS,26.42,-7.50%,585,731
YPF,45.65,-4.99%,883,662
YMM,7.86,2.88%,2,297,977
YEXT,4.20,6.74%,406,003
YETI,49.84,3.90%,266,935
YELP,23.49,3.64%,286,851
XXI,5.46,-4.55%,478,085
XRX,3.14,0.04%,1,022,432
XRAY,10.49,2.89%,1,521,435
XPRO,13.00,-2.99%,590,040
XPOF,6.97,2.20%,318,906
XPEV,12.59,-1.34%,2,047,447
XP,15.68,-0.25%,1,343,136
XNDU,11.89,-2.78%,1,012,592
XNCR,14.64,3.98%,254,458
XMAX,8.44,-1.82%,517,498
XIFR,11.67,1.13%,208,941
XHR,19.95,-0.38%,260,678
XERS,7.48,3.90%,574,654
XE,19.38,-8.12%,1,886,596
WYFI,42.88,-4.19%,1,961,977
WY,25.44,4.08%,2,241,539
WWW,17.31,3.25%,219,732
WVE,6.07,0.50%,1,421,873
WULF,27.88,-3.14%,9,909,804
WU,7.20,2.46%,2,875,005
WTTR,18.31,-1.32%,419,781
WTRG,37.56,0.72%,712,822
WTI,3.11,-6.76%,1,738,829
WT,18.05,-1.55%,812,316
WSR,18.94,0.03%,139,500
WSE,11.07,-0.72%,525,962
WSC,28.63,2.80%,355,107
WSBC,37.95,1.81%,366,372
WRN,2.07,-5.91%,1,204,915
WRD,5.72,-0.61%,1,168,703
WRBY,26.86,4.75%,1,119,253
WPP,16.52,-2.48%,641,676
WOOF,2.59,2.58%,837,531
WOLF,46.30,-5.34%,2,308,478
WNC,13.45,6.75%,484,279
WMG,27.24,-1.07%,520,758
WLTH,8.16,-0.55%,455,002
WKC,31.73,-0.66%,144,393
