ticker,price,change,volume
WK,48.57,3.38%,219,262
WIX,42.28,4.58%,438,271
WIT,2.31,0.87%,3,489,857
WHR,38.02,5.06%,699,305
WHK,27.12,-1.91%,103,029
WGO,29.89,5.70%,303,923
WEST,9.70,6.88%,246,828
WES,42.58,-2.13%,371,411
WERN,41.37,0.82%,247,148
WEN,7.84,25.26%,140,226,459
WEAV,5.51,1.19%,277,362
WDS,19.05,-3.60%,441,225
WBI,28.84,0.87%,675,126
WBD,27.08,0.74%,14,450,447
WB,7.33,0.20%,326,509
WAY,18.97,3.04%,828,948
WAFD,37.63,0.99%,131,927
VZLA,3.15,-5.82%,2,778,671
VZ,45.58,-2.47%,9,120,803
VYX,7.43,6.21%,598,332
VVV,39.32,2.61%,502,124
VVR,3.00,0.67%,169,409
VTS,15.59,-3.41%,193,635
VTRS,15.98,1.43%,2,324,412
VTEX,3.64,4.14%,1,133,300
VSTS,13.54,2.58%,423,527
VSTM,4.17,-0.95%,1,049,407
VSNT,38.31,1.15%,388,393
VRRM,4.43,0.68%,1,137,135
VRNS,36.88,5.28%,1,451,004
VRDN,17.53,1.45%,408,736
VOYG,31.48,-6.32%,1,045,742
VOR,14.81,-0.27%,211,538
VOD,13.87,-1.25%,1,213,885
VNT,30.46,1.30%,242,420
VNOM,43.28,-0.92%,494,270
VNO,37.45,-0.53%,387,752
VNET,8.30,-0.78%,816,506
VNDA,5.98,0.50%,244,548
VLY,14.55,1.15%,1,684,279
VLRS,9.31,1.20%,214,825
VKTX,37.04,6.40%,2,145,135
VIV,13.17,-0.38%,378,655
VITL,11.09,3.83%,795,881
VISN,12.57,0.60%,1,251,109
VIR,10.05,-1.09%,1,072,176
VIPS,13.39,1.68%,842,608
VICI,26.95,1.26%,13,388,470
VIAV,49.36,-1.22%,1,815,808
VIA,15.15,0.74%,180,600
VGNT,42.05,-1.52%,582,688
VG,10.69,-4.66%,3,578,078
VFS,3.13,-0.79%,238,801
VFC,17.33,2.51%,2,783,007
VET,9.44,-4.01%,834,695
VERX,11.17,2.29%,359,422
VERA,39.67,3.86%,780,225
VELO,18.73,-9.37%,1,680,953
VCEL,41.79,3.47%,235,378
VALE,14.88,-2.84%,11,440,666
UWMC,2.13,4.93%,12,497,704
UUUU,15.19,-1.78%,5,730,874
UTZ,7.36,4.40%,584,309
UTI,39.77,0.05%,180,635
USAS,4.61,-6.02%,2,255,286
USAR,21.94,-4.13%,6,734,251
USA,5.69,0.71%,569,896
UROY,2.82,-3.26%,695,086
URGN,35.42,0.77%,147,339
URG,1.38,-2.13%,3,599,127
UPWK,8.42,2.58%,674,683
UPST,33.32,5.91%,2,371,607
UPBD,18.95,1.39%,465,420
UPB,6.40,1.27%,169,305
UNIT,11.40,-1.00%,398,196
UMH,15.43,1.82%,152,751
UMC,28.58,9.06%,13,457,442
UMAC,20.31,-5.58%,1,733,900
ULCC,7.51,3.52%,1,629,390
UGP,4.86,-1.52%,822,880
UGI,34.69,-0.08%,544,980
UEC,11.15,-1.63%,3,022,396
UE,23.25,1.45%,582,014
UDR,38.51,0.59%,956,789
UCB,34.52,1.41%,290,733
UBSI,45.60,0.68%,366,098
UBS,49.47,-1.62%,945,135
UAMY,6.78,-3.21%,3,451,853
UAA,6.11,5.71%,3,197,379
UA,5.92,5.53%,977,833
U,27.60,-0.03%,1,954,985
TYRA,30.94,2.93%,124,775
TXG,34.22,7.37%,721,938
TWO,12.37,0.44%,158,002
TWI,7.49,2.88%,93,072
TV,2.73,0.92%,267,736
TUYA,1.79,-2.72%,422,369
TU,11.32,-1.48%,2,336,375
TTI,10.12,-0.10%,397,016
TTEK,28.52,1.72%,1,714,975
TTD,18.01,0.45%,4,375,486
TSSI,12.32,-3.11%,256,804
TSLX,16.71,1.33%,250,164
TSHA,6.95,1.32%,464,035
TSCO,29.97,0.96%,3,075,332
TRVI,17.53,0.86%,502,459
TRTX,8.66,0.17%,133,626
TRS,43.91,1.88%,67,938
TROX,6.60,-1.19%,1,113,175
TRON,1.44,-4.94%,288,606
TRN,35.55,1.38%,114,014
TRMD,29.53,1.36%,767,460
TRLV,8.26,-3.17%,1,576,226
TRIP,12.87,3.90%,1,498,153
TRIN,16.87,-0.12%,322,761
TREX,49.33,8.81%,665,162
TPG,39.25,-0.82%,1,689,268
TOWN,35.83,0.83%,120,843
TOST,26.12,6.59%,7,138,817
TOI,5.28,4.87%,623,740
TNGX,29.36,3.43%,1,537,378
TNDM,14.97,3.89%,755,471
TMQ,3.39,-4.81%,877,837
TME,8.30,1.26%,2,155,198
TMC,4.62,-4.22%,2,309,877
TLS,4.43,1.96%,178,260
TLRY,4.62,0.33%,954,304
TLK,14.24,-1.28%,300,325
TKC,6.01,-0.58%,1,939,463
TK,12.39,-0.48%,91,475
TILE,33.96,4.78%,93,328
TIGR,4.70,1.18%,905,758
TIC,8.24,0.92%,255,933
THM,1.92,-6.10%,406,441
TH,20.16,-1.75%,456,013
TGB,6.41,-4.19%,1,922,157
TFSL,16.97,0.50%,358,013
TFPM,27.92,-3.06%,172,190
TEVA,34.16,2.85%,2,631,291
TEO,12.97,-0.43%,305,400
TENX,13.70,0.44%,263,673
TENB,27.80,1.99%,378,308
TE,8.84,-4.33%,13,244,938
TDUP,6.47,4.12%,495,810
TDS,38.33,-1.89%,191,411
TDOC,7.79,1.24%,1,420,457
TDC,31.95,2.54%,504,529
TDAY,8.05,0.33%,367,372
TCOM,46.12,1.37%,1,189,718
TBLA,4.63,-0.77%,625,612
TBBB,42.45,0.86%,155,712
TASK,4.91,4.58%,374,242
TAP,40.85,2.88%,884,465
TALO,13.54,-2.99%,473,467
TALK,5.19,-0.19%,1,108,881
TAL,9.30,-1.48%,760,359
TAK,15.77,-0.44%,955,646
TAC,13.79,0.73%,260,315
T,22.42,-1.71%,20,109,192
SYM,38.79,0.57%,718,237
SXC,8.16,-2.47%,355,563
SWMR,39.20,-5.43%,183,895
SWIM,6.20,5.36%,368,017
SWBI,16.72,0.30%,336,556
SW,46.62,5.09%,2,090,799
SVV,10.22,5.25%,135,862
SVRA,5.84,1.12%,453,831
SVM,10.33,-2.36%,1,501,245
SVC,1.74,1.46%,6,136,381
SUZ,7.99,-0.68%,1,187,165
SUPV,9.44,-6.67%,570,051
SUPN,45.10,1.39%,148,199
STWD,16.84,0.61%,1,368,802
STVN,17.04,1.00%,118,806
STUB,11.63,-1.67%,2,492,900
STTK,5.87,8.82%,290,746
STOK,31.53,1.35%,235,084
STNE,10.97,2.29%,1,673,203
STLA,5.88,-1.34%,10,101,753
STGW,7.14,1.49%,590,146
STEP,41.69,-2.88%,502,305
STAG,38.79,-0.23%,593,165
STAA,28.75,1.36%,110,217
ST,48.52,-0.60%,307,461
SSYS,8.38,0.76%,276,228
SSRM,28.30,-3.30%,1,079,144
SSL,10.50,-5.49%,1,282,145
SRTA,5.57,-0.09%,361,900
SRPT,17.18,-0.43%,638,615
SRAD,14.92,1.52%,508,894
SPT,6.85,4.57%,338,162
SPRY,10.66,3.70%,665,817
