ticker,price,change,volume
TOWN,35.01,0.86%,42,218
TOST,24.49,-0.71%,1,459,108
TOI,5.13,-2.51%,175,475
TNGX,28.51,1.93%,1,352,752
TNDM,14.87,-2.82%,399,377
TMQ,3.70,-2.37%,686,670
TME,8.34,-4.45%,2,298,470
TMC,5.07,-1.17%,1,067,957
TLS,4.32,-4.31%,118,811
TLRY,4.74,0.32%,815,607
TLK,14.30,-3.93%,299,607
TKC,6.03,-1.23%,145,244
TK,12.38,3.90%,60,941
TILE,32.76,0.61%,44,009
TIGR,4.70,-0.32%,846,616
TIC,8.23,-2.20%,222,281
THM,2.16,-2.04%,143,675
TH,19.82,-1.71%,211,939
TGB,6.89,-3.57%,790,220
TFSL,16.61,1.13%,117,402
TFPM,29.53,-1.73%,74,571
TFC,48.78,0.94%,1,205,073
TEVA,31.91,1.37%,1,626,045
TENX,12.13,1.09%,220,742
TENB,26.83,-0.17%,278,244
TEM,48.06,-5.46%,2,000,620
TE,9.94,6.26%,17,880,195
TDUP,6.07,1.00%,338,826
TDS,39.94,0.87%,166,231
TDOC,7.88,-2.35%,931,857
TDC,29.68,-3.87%,533,905
TDAY,7.70,-2.22%,98,427
TCOM,45.48,0.84%,1,501,584
TBLA,4.51,-4.01%,720,465
TBBB,41.80,-0.71%,58,245
TASK,4.90,-0.30%,253,384
TAP,39.31,-0.23%,349,724
TALO,13.85,0.60%,176,974
TALK,5.20,-0.19%,497,427
TAL,9.30,1.14%,2,247,286
TAK,15.56,-0.47%,381,343
TAC,13.82,0.58%,193,794
T,22.28,1.25%,13,454,165
SYM,39.60,-5.00%,549,049
SXC,8.54,-1.16%,153,199
SWMR,42.01,0.53%,95,580
SWIM,5.70,-2.15%,75,355
SWBI,15.58,-3.11%,437,263
SW,44.88,1.53%,745,071
SVV,10.15,0.00%,107,543
SVRA,5.53,0.64%,278,931
SVM,11.19,-1.15%,927,409
SVC,1.70,0.88%,1,121,388
SUZ,8.26,-1.52%,394,657
SUPV,10.74,-5.62%,303,584
SUPN,44.22,-0.36%,37,836
STWD,16.79,0.53%,683,102
STVN,17.41,-0.74%,34,203
STUB,11.48,-1.71%,1,053,781
STTK,5.13,3.64%,123,432
STOK,31.34,1.09%,150,226
STNE,10.81,2.08%,554,474
STLA,6.41,1.03%,5,008,718
STGW,6.68,-0.37%,145,080
STEP,44.97,-0.51%,114,460
STAG,38.31,1.35%,153,800
STAA,28.53,-2.01%,82,776
SSYS,8.86,-0.62%,153,930
SSRM,30.34,-1.97%,700,170
SSMR,13.23,-3.39%,9,233
SSL,11.27,4.69%,731,442
SRTA,5.80,-1.43%,299,461
SRRK,49.19,3.93%,124,712
SRPT,17.73,1.14%,356,191
