ticker,price,change,volume
ZYME,23.13,-0.02%,74,789
ZWS,49.72,-0.52%,64,798
ZVRA,12.73,-1.36%,308,776
ZURA,4.06,8.27%,207,653
ZTO,22.22,0.98%,230,595
ZLAB,18.16,-0.11%,262,964
ZIM,24.96,2.53%,453,861
ZGN,13.54,-2.38%,117,231
ZG,31.51,-3.01%,161,127
ZETA,18.59,-1.64%,2,294,838
ZD,45.58,-0.98%,67,088
ZBIO,20.81,5.22%,123,235
Z,31.17,-2.91%,812,916
YUMC,42.04,-2.06%,724,184
YSWY,20.77,1.55%,53,548
YSS,28.67,-6.92%,603,347
YPF,49.46,-1.96%,242,851
YMM,7.86,0.71%,1,323,420
YICCU,10.06,-0.20%,13,541
YEXT,3.87,1.92%,255,919
YETI,48.32,-1.33%,67,476
YELP,22.67,-0.92%,105,668
XXI,5.85,5.95%,409,987
XRX,3.05,0.90%,906,309
XRAY,10.30,-0.34%,1,430,555
XPRO,13.67,-1.11%,109,703
XPEV,13.48,2.01%,2,375,218
XP,15.86,3.66%,1,191,824
XNDU,12.78,-4.41%,1,185,965
XNCR,13.61,7.67%,133,419
XMAX,8.18,-0.61%,560,486
XIFR,11.74,-0.64%,180,949
XHR,20.34,1.58%,79,564
XERS,6.94,-0.18%,315,156
XE,19.97,-7.37%,1,131,278
WYFI,42.47,10.34%,1,952,543
WY,24.47,0.62%,884,481
WWW,17.19,-2.35%,72,053
WVE,6.26,1.54%,510,342
WULF,28.77,-0.72%,6,912,178
WU,7.11,-0.14%,1,105,448
WTTR,17.86,0.88%,152,296
WTRG,36.98,0.76%,280,952
WTI,3.26,1.64%,971,493
WT,18.59,1.56%,600,306
WSR,18.93,-0.11%,1,582,197
WSE,10.93,0.84%,476,175
WSC,28.96,0.42%,182,698
WSBC,36.71,1.16%,214,995
WRN,2.29,-3.59%,351,041
WRD,6.18,-2.76%,1,234,196
WRBY,26.11,0.56%,692,654
WPP,18.17,1.11%,132,098
WOOF,2.56,-2.29%,660,959
WNC,11.91,4.84%,152,521
WMG,27.37,-2.84%,168,675
WLTH,8.45,0.06%,209,767
WKC,31.53,1.30%,144,916
WK,46.51,-1.81%,116,321
WIX,42.56,0.16%,232,169
WIT,2.21,-7.68%,2,116,660
WHR,38.70,-0.41%,428,562
WHK,27.46,0.31%,7,250
WGO,28.12,-1.92%,72,394
WEST,8.83,-2.25%,122,272
WES,42.69,-0.62%,156,747
WERN,40.92,0.57%,74,200
WEN,6.46,-5.00%,3,100,868
WEAV,5.16,-0.87%,182,657
WDS,20.22,0.84%,228,673
WBI,29.28,-11.78%,1,437,729
WBD,26.55,1.32%,4,030,160
WB,7.39,0.89%,547,316
WAY,18.05,-2.27%,175,632
WAFD,36.88,1.11%,47,754
VZLA,3.53,-0.70%,1,023,118
VZ,45.54,0.37%,3,407,884
VYX,7.18,-4.21%,393,476
VVV,37.77,-0.79%,130,153
VVR,2.98,0.17%,112,690
VTS,15.98,-0.16%,77,788
VTRS,15.15,-1.40%,1,544,211
VTEX,3.62,0.42%,304,049
VSTS,12.91,0.25%,193,307
VSTM,4.20,1.94%,459,574
VSNT,38.24,0.07%,310,465
VRRM,4.29,-3.46%,936,548
VRNS,33.28,-0.29%,145,725
VRDN,17.65,6.13%,550,126
VOYG,33.50,-10.83%,906,245
VOR,14.89,2.76%,161,332
VOD,14.01,-2.04%,1,058,224
VNT,29.92,0.03%,175,803
VNOM,43.31,0.22%,279,629
VNO,37.57,-0.63%,206,077
VNET,8.51,-2.74%,2,855,477
VNDA,5.92,2.05%,180,189
VLY,14.26,1.21%,725,436
VLRS,9.09,1.34%,78,438
VKTX,32.60,7.31%,1,050,332
VIV,12.94,2.74%,198,452
VITL,9.98,-4.13%,1,195,978
VISN,12.89,1.85%,896,774
VIR,9.43,2.95%,264,862
VIPS,13.15,-1.39%,356,835
VICI,26.35,0.29%,2,058,788
VIAV,49.29,4.49%,1,732,698
VIA,15.50,1.37%,170,092
VGZ,2.30,-3.97%,636,967
VGNT,46.68,1.71%,104,681
VG,10.97,-0.45%,2,887,484
VFS,3.04,-0.16%,105,597
VFC,17.00,-1.88%,883,658
VET,9.77,-0.56%,201,618
VERX,10.70,-3.78%,350,121
VERA,37.83,7.81%,324,850
VELO,25.36,-15.05%,1,598,369
VCEL,39.56,-1.34%,77,592
VALE,15.78,2.36%,4,910,073
UWMC,2.11,-4.95%,5,938,069
UUUU,16.07,-2.96%,3,527,778
UTZ,7.05,0.07%,370,424
UTI,39.78,-1.41%,84,259
USAS,5.34,-0.36%,1,137,048
USAR,24.01,-2.55%,7,559,245
USA,5.74,-1.03%,381,396
UROY,2.91,-1.19%,557,129
URGN,34.47,2.67%,87,405
URG,1.42,-5.00%,5,510,314
UPWK,7.94,-1.37%,525,002
UPST,31.73,-2.17%,898,893
UPBD,18.29,-0.14%,125,112
UPB,6.41,2.56%,105,454
UNIT,11.49,-1.25%,241,299
UMH,15.00,-0.37%,106,777
UMC,27.94,16.03%,11,364,036
UMAC,22.60,-9.53%,1,750,577
ULCC,7.38,2.20%,946,086
UGP,4.89,1.77%,639,163
UGI,33.80,-0.03%,119,344
UEC,11.56,-3.79%,2,844,065
UE,22.42,0.69%,162,830
UDR,37.36,-0.53%,475,708
UCB,33.23,1.16%,100,734
UBSI,45.08,1.50%,103,902
UAMY,7.57,-3.57%,1,883,550
UAA,5.90,-2.64%,1,278,384
UA,5.71,-2.71%,330,304
U,26.79,-2.51%,997,660
TYRA,28.65,1.16%,79,068
TXG,34.96,0.59%,1,013,871
TWO,12.26,-0.53%,427,808
TWI,7.58,0.13%,53,271
TV,2.85,-4.85%,151,126
TUYA,1.87,0.23%,228,109
TU,11.44,-0.82%,1,059,251
TTI,10.10,-1.37%,179,512
TTEK,26.96,-1.47%,1,144,420
TTD,17.92,-3.19%,3,508,708
TSSI,13.36,-1.50%,218,503
TSLX,16.39,-1.32%,198,294
TSHA,6.53,1.73%,621,553
TSCO,29.91,-1.09%,1,558,764
TRVI,17.30,0.49%,1,202,654
TRTX,8.57,-0.29%,52,490
TRS,44.42,1.47%,47,227
TROX,7.23,-2.33%,306,385
TRON,1.54,-5.21%,358,709
TRN,35.04,1.65%,28,435
TRMD,30.06,2.21%,184,839
TRMB,49.13,-0.05%,448,912
TRLV,9.49,-5.99%,446,406
TRIP,12.67,-2.28%,771,914
TRIN,16.97,0.86%,524,340
TREX,46.86,-0.57%,98,960
TPG,41.19,-2.05%,221,365
