ticker,price,change,volume
ZYME,24.89,2.41%,32,043
ZVRA,13.31,1.72%,161,070
ZURA,4.41,3.52%,118,299
ZTO,21.51,-2.03%,269,846
ZLAB,18.50,0.71%,89,128
ZIP,3.73,12.62%,224,894
ZIM,25.33,-0.98%,105,391
ZGN,13.01,-0.76%,106,087
ZG,30.45,-0.15%,170,615
ZETA,18.21,-3.34%,1,692,254
ZD,48.28,0.22%,34,050
ZBIO,22.59,3.65%,34,240
Z,30.38,-0.54%,360,486
YUMC,40.53,-1.27%,134,257
YSWY,20.09,-2.97%,20,187
YSS,24.04,-2.04%,184,047
YPF,45.07,-1.20%,152,069
YMM,7.65,-2.02%,531,309
YEXT,4.14,-0.36%,104,132
YELP,23.39,0.13%,36,651
XXI,5.28,-2.09%,234,468
XRX,3.20,1.91%,426,272
XRAY,10.88,3.37%,350,860
XPRO,13.34,1.91%,64,879
XPOF,6.97,-0.85%,46,548
XPEV,12.18,-2.40%,1,442,357
XP,15.91,2.25%,390,423
XNDU,11.56,-1.99%,304,070
XNCR,14.75,2.08%,59,446
XMAX,8.32,-0.18%,39,511
XIFR,11.97,2.48%,84,442
XHR,20.45,1.16%,40,313
XERS,7.51,1.44%,501,654
XE,18.25,-4.42%,697,726
WYFI,36.28,-6.29%,814,183
WY,25.75,1.76%,385,822
WWW,17.64,0.57%,23,341
WVE,5.94,-0.17%,321,948
WULF,25.89,-4.02%,3,323,541
WU,7.30,0.76%,587,062
WTTR,18.71,1.74%,109,003
WTRG,38.40,1.64%,147,967
WTI,3.14,0.48%,465,058
WT,18.02,1.07%,152,443
WSR,18.95,-0.04%,23,819
WSE,11.00,0.55%,122,088
WSC,29.42,1.98%,151,383
WSBC,38.44,1.53%,124,816
WRN,2.11,0.96%,313,852
WRD,5.33,-4.82%,1,089,509
WRBY,27.68,3.11%,353,953
WPP,16.95,2.29%,72,393
WOOF,2.66,2.70%,330,672
WOLF,43.86,-4.38%,1,038,147
WNC,13.89,6.03%,115,095
WMG,26.81,-0.45%,154,806
WLTH,7.85,-2.73%,297,270
WKC,32.00,1.27%,25,404
WK,47.15,-1.42%,48,691
WIX,42.42,-0.42%,101,866
WIT,2.15,-1.89%,598,111
WHR,38.20,0.90%,172,357
WGO,30.66,12.43%,485,394
WEST,9.90,2.27%,202,980
