ticker,price,change,volume
WES,42.44,0.78%,72,734
WERN,42.12,2.76%,128,801
WEN,7.49,-4.71%,40,758,989
WEAV,5.41,-0.37%,42,959
WDS,18.90,-0.87%,56,273
WBI,28.79,1.68%,117,511
WBD,27.22,0.09%,1,675,602
WB,7.24,-0.74%,335,145
WAY,19.02,0.13%,107,820
WAFD,38.02,0.74%,40,464
VZLA,3.12,0.16%,569,427
VZ,45.94,0.56%,2,150,394
VYX,7.68,2.47%,207,441
VVV,40.07,1.16%,100,515
VVR,3.01,0.00%,132,127
VTS,15.49,-1.23%,60,833
VTRS,16.28,2.23%,577,768
VTEX,3.64,-0.95%,234,175
VSTS,13.81,2.41%,50,594
VSTM,3.88,0.65%,321,296
VSNT,37.77,-1.02%,155,450
VRRM,4.32,-1.59%,524,983
VRNS,37.58,0.76%,283,191
VRDN,17.63,1.79%,89,159
VOYG,29.57,-2.60%,416,965
VOR,14.88,2.75%,108,441
VOD,13.82,0.07%,377,585
VNT,30.93,2.25%,66,874
VNOM,43.62,0.68%,101,511
VNO,38.27,0.76%,100,822
VNET,7.64,-6.31%,1,135,145
VNDA,5.99,1.44%,60,947
VLY,14.89,1.92%,466,610
VLRS,9.57,3.74%,64,932
VKTX,38.82,2.51%,749,265
VIV,13.26,0.84%,91,671
VITL,10.70,-3.65%,273,048
VISN,12.61,0.52%,382,079
VIR,10.05,1.01%,85,902
VIPS,13.16,-1.79%,245,332
VICI,26.60,-0.46%,1,903,620
VIAV,48.28,-2.28%,574,158
VIA,14.91,-1.24%,296,207
VGNT,43.23,2.39%,44,272
VG,10.35,-1.47%,1,321,357
VFS,3.09,-1.44%,41,883
VFC,17.41,1.07%,561,164
VET,9.35,-0.74%,130,241
VERX,11.23,0.90%,77,586
VERA,40.25,1.87%,250,739
VELO,17.68,-2.05%,1,778,652
VCEL,43.23,3.69%,74,115
VALE,14.95,0.77%,3,327,497
UWMC,2.12,4.95%,3,556,317
UUUU,14.65,-2.53%,1,322,694
UTZ,7.43,1.10%,103,518
UTI,39.44,0.18%,31,980
USAS,4.62,1.43%,655,272
USAR,20.43,-4.62%,3,059,473
USA,5.73,1.33%,338,150
UROY,2.74,-1.26%,400,326
URGN,35.83,1.17%,23,851
URG,1.34,-0.74%,1,378,876
UPWK,8.12,-1.22%,289,903
UPST,32.54,-0.34%,530,288
UPBD,19.98,1.99%,99,151
UPB,6.36,0.16%,29,801
UNIT,11.35,0.23%,73,975
UMH,15.37,0.26%,25,995
UMC,27.79,-0.79%,5,284,161
UMAC,18.72,-4.10%,684,757
ULCC,7.99,7.47%,678,820
UGP,4.91,0.51%,308,780
UGI,35.13,0.80%,41,623
UEC,10.78,-1.10%,1,102,710
UE,23.28,0.22%,52,551
UDR,39.08,1.80%,292,716
UCB,35.09,1.56%,50,666
UBSI,46.27,1.29%,154,233
UAMY,6.47,-1.60%,1,149,633
UAA,6.25,3.14%,824,007
UA,6.03,2.55%,339,104
U,26.25,-3.30%,622,297
TYRA,31.27,2.95%,78,365
TXG,36.01,4.08%,309,438
TWO,12.39,0.16%,53,263
TWI,7.75,3.20%,36,585
TV,2.74,0.00%,17,149
TUYA,1.76,-0.84%,163,887
TU,11.12,-0.98%,512,330
TTI,10.13,1.54%,205,455
TTEK,28.94,1.26%,131,111
TTD,17.58,-0.71%,3,127,276
TSSI,11.43,-4.75%,129,926
TSLX,16.50,-1.02%,48,290
TSHA,6.44,-7.26%,3,479,759
TSCO,30.85,2.63%,983,535
TRVI,17.73,1.17%,65,982
TRTX,8.61,0.47%,68,011
TRS,44.42,1.88%,15,076
TROX,6.54,-4.53%,339,560
TRON,1.42,-0.70%,138,685
TRN,36.15,2.35%,21,918
TRMD,28.50,-0.70%,263,751
TRLV,8.16,-4.00%,325,562
TRIP,12.98,0.01%,320,590
TRIN,16.95,0.65%,134,555
TREX,49.93,2.15%,98,234
TPG,40.17,3.68%,179,639
TOWN,36.22,0.67%,22,790
TOST,26.48,1.77%,1,508,279
TOI,5.26,0.19%,101,558
TNGX,30.76,5.63%,462,679
TNDM,15.78,5.06%,309,118
TMQ,3.28,-1.65%,319,594
TME,8.11,-0.86%,1,036,002
TMC,4.47,-1.97%,802,069
TLS,4.18,-3.70%,225,937
TLRY,4.52,-1.55%,574,048
TLK,14.27,0.32%,89,234
TKC,5.95,-0.75%,748,296
TK,11.85,-1.78%,32,466
TILE,35.26,2.98%,36,615
TIGR,4.68,0.32%,1,064,882
TIC,8.32,0.73%,88,117
THM,1.88,-0.26%,129,379
TH,20.33,1.60%,80,534
TGB,6.49,1.81%,609,292
TFSL,17.40,2.11%,66,780
TFPM,28.36,1.03%,58,396
TEVA,34.27,0.15%,344,604
TEO,12.72,-0.15%,29,623
TENX,12.92,-0.10%,33,744
TENB,27.85,-0.25%,126,817
TE,8.18,-4.11%,5,340,888
TDUP,6.57,0.38%,98,737
TDS,37.69,0.37%,26,892
TDOC,7.81,0.06%,482,906
TDC,31.65,-0.14%,114,334
TDAY,8.05,0.44%,79,570
TCOM,39.41,-14.88%,4,738,919
TBLA,4.59,-1.29%,172,674
TBBB,41.75,-0.67%,7,648
TASK,4.93,0.92%,78,551
TAP,40.94,1.01%,169,460
TALO,13.69,-0.18%,62,114
TALK,5.19,0.00%,55,837
TAL,8.98,-1.98%,400,280
TAK,15.66,-0.35%,400,572
TAC,13.85,1.21%,111,476
T,22.62,1.14%,3,393,896
SYM,40.09,1.67%,291,215
SXC,8.16,0.18%,63,509
SWMR,37.28,-2.48%,45,407
SWIM,6.26,3.47%,54,825
SWBI,15.78,-2.11%,100,602
SW,47.18,1.33%,1,035,323
SVV,10.36,1.27%,35,447
SVRA,5.88,0.92%,151,812
SVM,10.51,1.01%,448,741
SVC,1.73,-1.70%,1,433,036
SUZ,8.18,0.86%,157,169
SUPV,9.33,-0.21%,52,648
SUPN,45.40,0.56%,11,293
STWD,16.85,1.48%,470,623
STVN,18.22,5.66%,23,639
STUB,11.52,2.22%,437,311
STTK,6.04,0.56%,123,792
STOK,31.34,3.13%,61,433
STNE,10.85,0.23%,183,063
STLA,5.94,1.71%,3,006,640
STGW,7.14,0.99%,72,752
STEP,41.39,0.51%,57,709
STAG,39.33,0.58%,123,951
STAA,29.39,1.61%,29,777
ST,49.26,2.20%,89,426
SSYS,8.43,1.05%,65,234
SSRM,29.11,2.68%,390,186
SSL,10.07,-4.10%,110,444
SRTA,5.49,-0.27%,71,109
SRPT,16.68,-0.09%,210,617
SRAD,14.56,-1.49%,129,358
SPT,6.69,-0.15%,78,740
SPRY,7.58,-28.08%,1,227,284
SPNT,23.52,0.32%,18,895
SPIR,16.17,-5.60%,134,865
