ticker,price,change,volume
TTI,10.24,2.58%,247,349
TTEK,29.04,1.60%,162,775
TTD,17.57,-0.72%,3,837,984
TSSI,11.69,-2.58%,145,749
TSLX,16.45,-1.32%,59,229
TSHA,6.44,-7.27%,4,034,768
TSCO,30.97,3.03%,1,250,554
TRVI,17.84,1.86%,124,522
TRTX,8.59,0.18%,114,233
TRS,44.62,2.34%,20,615
TROX,6.64,-2.99%,426,563
TRON,1.41,-1.05%,155,509
TRN,36.19,2.45%,29,628
TRMD,28.63,-0.24%,344,240
TRLV,8.14,-4.24%,393,225
TRIP,13.01,0.22%,368,512
TRIN,16.96,0.70%,154,201
TREX,49.78,1.85%,127,301
TPG,40.67,4.99%,283,991
TOWN,36.29,0.85%,29,940
TOST,26.62,2.31%,1,912,453
TOI,5.26,0.23%,124,262
TNGX,31.10,6.82%,679,624
TNDM,15.81,5.26%,344,993
TMQ,3.34,0.15%,384,795
TME,8.14,-0.52%,1,287,082
TMC,4.50,-1.23%,914,733
TLS,4.22,-2.84%,242,303
TLRY,4.52,-1.53%,690,369
TLK,14.28,0.35%,99,588
TKC,5.96,-0.71%,771,711
TK,11.89,-1.40%,39,050
TILE,35.31,3.13%,47,335
TIGR,4.68,0.54%,1,150,469
TIC,8.34,0.97%,100,217
THM,1.90,0.52%,147,704
TH,20.80,3.92%,137,713
TGB,6.55,2.83%,733,064
TFSL,17.36,1.87%,90,663
TFPM,28.52,1.62%,64,582
TEVA,34.28,0.18%,459,626
TEO,12.83,0.72%,31,446
TENX,12.99,0.48%,39,487
TENB,28.15,0.83%,172,609
TE,8.40,-1.47%,6,347,388
TDUP,6.64,1.61%,116,785
TDS,37.53,-0.04%,33,004
TDOC,7.89,0.96%,556,631
TDC,31.96,0.85%,178,407
TDAY,8.04,0.38%,106,960
TCOM,39.44,-14.82%,5,148,888
TBLA,4.59,-1.40%,199,784
TBBB,42.07,0.10%,11,812
TASK,4.84,-0.72%,98,335
TAP,40.80,0.67%,217,690
TALO,13.74,0.22%,79,165
TALK,5.20,0.19%,75,672
TAL,9.03,-1.39%,450,824
TAK,15.72,-0.03%,479,959
TAC,13.97,2.05%,131,022
T,22.55,0.78%,4,155,954
SYM,40.16,1.85%,354,952
SXC,8.16,0.18%,91,224
SWMR,37.46,-2.01%,56,851
SWIM,6.28,3.88%,92,175
SWBI,15.95,-1.05%,134,167
SW,47.49,2.00%,1,358,119
SVV,10.41,1.79%,56,506
SVRA,5.95,2.06%,181,902
SVM,10.60,1.97%,536,386
SVC,1.72,-2.27%,1,454,379
SUZ,8.20,1.17%,223,141
SUPV,9.39,0.37%,61,649
SUPN,44.99,-0.34%,30,250
STWD,16.78,1.03%,590,157
STVN,18.09,4.92%,30,688
STUB,11.57,2.71%,666,167
STTK,6.11,1.75%,137,505
STOK,31.33,3.08%,78,185
STNE,10.82,0.05%,395,589
STLA,5.93,1.54%,3,811,060
STGW,7.15,1.07%,86,480
STEP,41.68,1.22%,80,432
STAG,39.09,-0.05%,154,735
STAA,29.82,3.11%,50,468
ST,49.83,3.39%,110,980
SSYS,8.41,0.90%,77,706
SSRM,29.30,3.35%,464,062
SSL,10.14,-3.43%,138,518
SRTA,5.54,0.54%,123,511
SRPT,16.37,-1.93%,281,137
SRAD,14.54,-1.64%,147,511
SPT,6.66,-0.52%,97,916
SPRY,7.67,-27.23%,1,586,809
SPNT,23.49,0.22%,26,405
SPIR,16.54,-3.44%,161,875
