ticker,price,change,volume
WDS,18.95,-0.58%,61,637
WBI,28.63,1.12%,120,422
WBD,27.24,0.15%,1,904,744
WB,7.26,-0.48%,338,370
WAY,19.02,0.12%,111,262
WAFD,38.12,1.01%,43,462
VZLA,3.12,0.32%,604,098
VZ,46.06,0.83%,2,307,767
VYX,7.62,1.65%,216,877
VVV,40.21,1.51%,115,475
VVR,3.01,0.00%,132,410
VTS,15.47,-1.35%,71,980
VTRS,16.30,2.29%,613,929
VTEX,3.65,-0.82%,253,307
VSTS,13.88,2.89%,55,970
VSTM,3.87,0.39%,334,260
VSNT,37.72,-1.15%,166,850
VRRM,4.33,-1.37%,542,630
VRNS,37.60,0.82%,299,978
VRDN,17.64,1.85%,104,265
VOYG,29.61,-2.46%,428,542
VOR,14.89,2.83%,116,536
VOD,13.85,0.25%,390,982
VNT,31.08,2.73%,71,684
VNOM,43.63,0.72%,107,010
VNO,38.20,0.59%,108,683
VNET,7.66,-5.95%,1,178,865
VNDA,5.97,1.27%,61,751
VLY,14.91,2.05%,494,691
VLRS,9.65,4.55%,75,918
VKTX,39.10,3.25%,815,511
VIV,13.28,0.99%,96,855
VITL,10.69,-3.79%,303,265
VISN,12.64,0.72%,442,430
VIR,10.09,1.36%,97,639
VIPS,13.14,-1.94%,285,505
VICI,26.60,-0.43%,1,967,042
VIAV,48.99,-0.85%,603,433
VIA,15.01,-0.60%,299,407
VGNT,43.04,1.93%,49,892
VG,10.39,-1.19%,1,809,600
VFS,3.10,-1.12%,44,234
VFC,17.40,1.06%,614,153
VET,9.35,-0.74%,139,828
VERX,11.20,0.67%,91,230
VERA,40.23,1.82%,257,340
VELO,17.86,-1.05%,1,867,410
VCEL,43.42,4.15%,85,590
VALE,14.91,0.47%,3,536,639
UWMC,2.13,5.45%,3,666,867
UUUU,14.67,-2.40%,1,406,931
UTZ,7.43,1.02%,115,309
UTI,39.68,0.79%,32,162
USAS,4.66,2.30%,692,350
USAR,20.47,-4.46%,3,367,061
USA,5.74,1.59%,365,880
UROY,2.74,-1.46%,406,234
URGN,36.00,1.64%,41,438
URG,1.34,-0.74%,1,570,061
UPWK,8.19,-0.36%,311,971
UPST,32.71,0.18%,581,400
UPBD,20.02,2.19%,110,056
UPB,6.38,0.51%,32,242
UNIT,11.33,0.08%,76,381
UMH,15.36,0.23%,27,884
UMC,27.69,-1.12%,5,968,853
UMAC,18.69,-4.23%,712,611
ULCC,8.10,9.08%,737,067
UGP,4.91,0.51%,378,182
UGI,35.19,0.96%,44,764
UEC,10.80,-0.96%,1,169,088
UE,23.28,0.22%,74,477
UDR,39.21,2.14%,429,251
UCB,35.19,1.85%,63,719
UBSI,46.42,1.62%,174,824
UAMY,6.61,0.61%,1,248,616
UAA,6.25,3.14%,923,179
UA,6.05,2.89%,373,641
U,26.15,-3.70%,698,830
TYRA,31.36,3.26%,83,899
TXG,35.56,2.79%,327,388
TWO,12.39,0.16%,72,020
TWI,7.77,3.41%,39,079
TV,2.74,0.18%,18,189
TUYA,1.76,-0.84%,167,710
TU,11.13,-0.89%,570,762
TTI,10.17,1.90%,210,824
TTEK,29.06,1.67%,148,016
TTD,17.63,-0.40%,3,519,647
TSSI,11.46,-4.50%,135,174
TSLX,16.47,-1.20%,52,756
TSHA,6.45,-7.04%,3,837,393
TSCO,31.02,3.21%,1,100,880
TRVI,17.74,1.23%,101,005
TRTX,8.61,0.53%,86,351
TRS,44.73,2.58%,16,490
TROX,6.62,-3.28%,390,414
TRON,1.40,-1.82%,150,113
TRN,36.27,2.68%,25,530
TRMD,28.48,-0.78%,282,120
TRLV,8.19,-3.65%,369,231
TRIP,13.03,0.42%,342,768
TRIN,16.96,0.71%,145,682
TPG,40.24,3.86%,187,450
TOWN,36.35,1.03%,26,517
TOST,26.68,2.55%,1,630,156
TOI,5.26,0.29%,108,897
TNGX,30.85,5.96%,561,160
TNDM,15.70,4.53%,330,296
TMQ,3.30,-0.92%,355,285
TME,8.10,-0.93%,1,130,494
TMC,4.47,-2.08%,848,664
TLS,4.19,-3.52%,232,412
TLRY,4.51,-1.63%,630,987
TLK,14.28,0.39%,95,482
TKC,5.95,-0.75%,760,239
TK,11.86,-1.66%,35,347
TILE,35.28,3.04%,41,017
TIGR,4.66,0.00%,1,076,976
TIC,8.33,0.85%,91,355
THM,1.89,0.00%,137,049
TH,20.47,2.31%,90,549
TGB,6.53,2.51%,679,201
TFSL,17.48,2.55%,76,805
TFPM,28.44,1.34%,62,843
TEVA,34.25,0.09%,380,264
TEO,12.79,0.43%,30,594
TENX,13.00,0.54%,37,729
TENB,27.89,-0.12%,138,815
TE,8.24,-3.45%,5,729,732
TDUP,6.57,0.43%,106,501
TDS,37.70,0.40%,29,937
TDOC,7.89,0.96%,505,776
TDC,31.81,0.38%,154,298
TDAY,8.05,0.50%,91,768
TCOM,39.56,-14.56%,4,976,195
TBLA,4.59,-1.40%,175,564
TBBB,42.08,0.11%,8,760
TASK,4.90,0.41%,86,009
TAP,40.90,0.91%,196,579
TALO,13.70,-0.06%,66,415
TALK,5.19,0.00%,65,128
TAL,9.02,-1.50%,427,658
TAK,15.73,0.03%,447,468
TAC,13.89,1.46%,123,467
T,22.60,1.05%,3,716,423
SYM,40.13,1.77%,325,579
SXC,8.19,0.55%,73,447
SWMR,37.52,-1.86%,48,296
SWIM,6.29,3.97%,77,219
SWBI,15.82,-1.86%,119,451
SW,47.56,2.16%,1,116,239
SVV,10.38,1.48%,41,711
SVRA,5.94,1.90%,162,238
SVM,10.59,1.83%,481,937
SVC,1.73,-1.70%,1,440,909
SUZ,8.20,1.08%,177,508
SUPV,9.34,-0.11%,54,169
SUPN,45.00,-0.31%,21,588
STWD,16.86,1.51%,499,148
STVN,18.19,5.54%,26,163
STUB,11.45,1.61%,545,280
STTK,6.10,1.50%,131,031
STOK,31.20,2.67%,63,497
STNE,10.84,0.18%,235,286
STLA,5.94,1.78%,3,349,627
STGW,7.13,0.85%,78,202
STEP,41.62,1.07%,74,637
STAG,39.24,0.32%,139,677
STAA,29.61,2.40%,31,907
ST,49.53,2.77%,96,494
SSYS,8.41,0.90%,68,605
SSRM,29.12,2.72%,424,948
SSL,10.10,-3.76%,118,509
SRTA,5.48,-0.56%,94,105
SRPT,16.61,-0.51%,234,298
SRAD,14.56,-1.49%,136,491
SPT,6.69,-0.15%,89,416
SPRY,7.55,-28.36%,1,375,077
SPNT,23.54,0.43%,22,330
SPIR,16.41,-4.20%,149,062
SOUN,6.20,-2.21%,3,617,995
