ticker,price,change,volume
VICI,26.61,-0.39%,1,916,826
VIAV,48.87,-1.09%,580,548
VIA,15.06,-0.28%,298,435
VGNT,43.22,2.38%,44,979
VG,10.39,-1.14%,1,377,423
VFS,3.10,-1.12%,42,389
VFC,17.42,1.13%,567,536
VET,9.35,-0.76%,131,278
VERX,11.22,0.81%,81,008
VERA,40.30,2.00%,251,442
VELO,17.66,-2.19%,1,800,786
VCEL,43.22,3.67%,77,319
VALE,14.98,0.94%,3,426,344
UWMC,2.12,4.95%,3,569,084
UUUU,14.62,-2.73%,1,347,767
UTZ,7.41,0.88%,107,659
UTI,39.37,0.01%,31,986
USAS,4.65,1.97%,661,138
USAR,20.38,-4.86%,3,120,753
USA,5.74,1.59%,360,358
UROY,2.73,-1.62%,403,440
URGN,35.85,1.21%,24,097
URG,1.34,-1.11%,1,530,798
UPWK,8.15,-0.79%,300,114
UPST,32.42,-0.72%,543,900
UPBD,19.98,1.99%,100,369
UPB,6.37,0.39%,30,263
UNIT,11.35,0.23%,74,098
UMH,15.37,0.26%,26,138
UMC,27.75,-0.95%,5,499,621
UMAC,18.72,-4.10%,695,492
ULCC,8.02,7.94%,683,071
UGP,4.91,0.72%,330,572
UGI,35.14,0.83%,42,032
UEC,10.77,-1.19%,1,122,841
UE,23.28,0.22%,64,696
UDR,39.13,1.92%,345,588
UCB,35.14,1.71%,52,425
UBSI,46.34,1.44%,158,088
UAMY,6.40,-2.61%,1,174,121
UAA,6.25,3.08%,844,818
UA,6.03,2.55%,342,530
U,26.25,-3.31%,639,635
TYRA,31.28,2.98%,78,758
TXG,35.88,3.70%,315,323
TWO,12.39,0.16%,69,059
TWI,7.75,3.21%,37,158
TV,2.74,0.18%,17,386
TUYA,1.76,-0.84%,164,801
TU,11.14,-0.77%,525,323
TTI,10.16,1.80%,207,183
TTEK,29.02,1.55%,133,770
TTD,17.56,-0.76%,3,217,766
TSSI,11.46,-4.50%,131,266
TSLX,16.50,-1.02%,49,407
TSHA,6.49,-6.56%,3,607,923
TSCO,31.02,3.21%,1,004,306
TRVI,17.76,1.37%,71,214
TRTX,8.60,0.35%,68,053
TRS,44.65,2.41%,15,774
TROX,6.55,-4.38%,367,839
TRON,1.41,-1.08%,139,250
TRN,36.16,2.38%,23,140
TRMD,28.50,-0.68%,265,886
TRLV,8.17,-3.92%,329,520
TRIP,13.00,0.18%,327,009
TRIN,16.95,0.68%,137,935
TREX,49.78,1.83%,99,982
TPG,40.33,4.11%,180,545
TOWN,36.14,0.44%,23,791
TOST,26.55,2.04%,1,549,482
TOI,5.26,0.29%,106,208
TNGX,30.74,5.56%,484,097
TNDM,15.72,4.66%,321,542
TMQ,3.28,-1.65%,331,548
TME,8.10,-0.92%,1,083,097
TMC,4.47,-1.86%,808,857
TLS,4.20,-3.23%,227,889
TLRY,4.51,-1.83%,586,232
TLK,14.29,0.42%,91,528
TKC,5.95,-0.75%,748,943
TK,11.84,-1.82%,33,192
TILE,35.24,2.92%,37,817
TIGR,4.68,0.32%,1,072,544
TIC,8.33,0.85%,88,630
THM,1.89,0.00%,130,279
TH,20.38,1.85%,84,160
TGB,6.49,1.88%,646,955
TFSL,17.38,1.97%,67,534
TFPM,28.42,1.23%,60,058
TEVA,34.26,0.12%,352,762
TEO,12.77,0.24%,29,802
TENX,12.89,-0.30%,33,896
TENB,27.93,0.05%,129,682
TE,8.18,-4.16%,5,461,227
TDUP,6.58,0.61%,99,832
TDS,37.71,0.42%,27,526
TDOC,7.87,0.77%,486,120
TDC,31.72,0.11%,121,051
TDAY,8.05,0.45%,85,470
TCOM,39.45,-14.79%,4,828,554
TBLA,4.59,-1.29%,173,523
TBBB,41.97,-0.15%,7,773
TASK,4.93,0.92%,78,644
TAP,40.95,1.04%,174,696
TALO,13.69,-0.17%,62,899
TALK,5.20,0.19%,57,033
TAL,9.02,-1.58%,403,399
TAK,15.69,-0.16%,430,279
TAC,13.86,1.28%,112,047
T,22.59,1.01%,3,467,616
SYM,40.06,1.60%,304,110
SXC,8.16,0.18%,64,121
SWMR,37.51,-1.87%,46,350
SWIM,6.26,3.47%,57,995
SWBI,15.75,-2.30%,101,020
SW,47.31,1.62%,1,052,449
SVV,10.39,1.56%,36,826
SVRA,5.94,1.89%,154,613
SVM,10.53,1.25%,455,206
SVC,1.73,-1.99%,1,433,567
SUZ,8.19,0.92%,162,847
SUPV,9.37,0.21%,53,587
SUPN,45.43,0.64%,11,451
STWD,16.85,1.46%,480,460
STVN,18.05,4.68%,24,650
STUB,11.48,1.91%,473,427
STTK,6.13,2.00%,124,592
STOK,31.35,3.16%,61,834
STNE,10.88,0.55%,205,108
STLA,5.95,1.88%,3,141,789
STGW,7.14,1.06%,74,806
STEP,41.40,0.53%,58,135
STAG,39.35,0.61%,129,880
STAA,29.49,1.97%,30,654
ST,49.55,2.80%,92,447
SSYS,8.43,1.08%,65,608
SSRM,29.16,2.86%,400,702
SSL,10.07,-4.05%,111,396
SRTA,5.49,-0.37%,75,430
SRPT,16.56,-0.84%,214,378
SRAD,14.57,-1.42%,130,244
SPT,6.70,0.00%,80,843
SPRY,7.53,-28.56%,1,247,555
SPNT,23.46,0.07%,19,266
SPIR,16.24,-5.22%,137,784
