ticker,price,change,volume
WGO,28.28,-0.14%,69,159
WEST,9.26,2.32%,69,944
WES,43.33,0.83%,105,967
WERN,41.08,0.54%,91,287
WEN,6.20,0.57%,2,331,836
WEAV,5.23,1.36%,147,483
WDS,19.90,-1.80%,123,405
WBI,29.52,-1.53%,763,330
WBD,26.81,-0.54%,2,468,902
WB,7.32,-0.52%,119,951
WAY,18.38,6.18%,733,622
WAFD,37.03,0.62%,59,769
VZLA,3.39,-3.55%,1,084,976
VZ,45.97,1.33%,3,131,958
VYX,7.08,0.86%,227,686
VVV,37.96,1.13%,128,084
VVR,2.99,0.34%,80,929
VTS,15.94,-0.31%,46,204
VTRS,15.59,1.33%,1,075,312
VTEX,3.59,0.28%,533,590
VSTS,13.02,-0.72%,174,955
VSTM,4.30,1.29%,563,937
VSNT,37.80,-1.90%,190,127
VRRM,4.39,-1.79%,760,869
VRNS,34.84,6.51%,744,883
VRDN,17.32,-1.78%,307,077
VOYG,33.69,-2.53%,428,317
VOR,15.08,0.94%,211,094
VOD,14.06,-0.46%,745,118
VNT,30.42,-0.15%,210,568
VNOM,44.05,1.12%,221,364
VNO,37.69,0.29%,83,157
VNET,8.45,-1.11%,1,111,816
VNDA,6.04,0.68%,153,047
VLY,14.24,0.04%,715,364
VLRS,9.02,-0.72%,87,768
VKTX,35.08,8.37%,1,707,915
VIV,13.26,2.00%,179,153
VITL,10.63,5.45%,390,566
VISN,12.65,-1.82%,882,758
VIR,9.87,3.18%,279,343
VIPS,13.22,-0.19%,244,390
VICI,26.49,1.51%,3,125,580
VIA,15.04,0.64%,111,336
VGZ,2.13,-7.17%,943,290
VGNT,43.75,-3.69%,270,588
VG,11.11,-1.29%,1,566,358
VFS,3.07,-0.41%,95,287
VFC,16.79,-1.43%,879,915
VET,9.80,-0.76%,190,391
VERX,10.58,0.01%,148,834
VERA,37.79,-1.67%,275,107
VELO,22.33,-8.12%,1,516,475
VCEL,40.51,0.09%,81,801
VALE,15.21,-3.18%,5,970,949
UWMC,2.05,-0.24%,2,054,033
UUUU,16.05,-0.44%,8,196,550
UTZ,7.05,2.99%,328,843
UTI,40.64,1.54%,87,980
USAS,5.05,-5.26%,1,170,849
USAR,24.46,1.42%,4,486,634
USA,5.68,-0.61%,358,138
UROY,2.94,0.17%,344,314
URGN,34.96,-0.09%,61,648
URG,1.45,1.40%,3,521,535
UPWK,7.98,1.75%,406,967
UPST,32.02,2.23%,746,393
UPBD,18.67,1.91%,101,233
UPB,6.41,1.73%,73,465
UNIT,11.35,1.34%,183,404
UMH,15.10,0.90%,64,052
UMC,26.33,-4.24%,6,144,197
UMAC,22.28,-1.28%,909,889
ULCC,7.30,2.31%,727,836
UGP,4.89,-0.10%,580,358
UGI,34.44,1.92%,100,929
UEC,11.69,1.92%,3,595,784
UE,22.74,1.75%,154,507
UDR,38.03,0.76%,302,200
UCB,33.68,0.90%,135,810
UBSI,45.01,0.12%,186,519
UAMY,7.56,-3.02%,1,212,755
UAA,5.77,-2.37%,622,099
UA,5.60,-2.27%,502,628
U,27.62,1.77%,1,671,697
TYRA,30.83,2.30%,117,791
TXG,32.71,-0.70%,651,952
TWO,12.23,0.12%,539,900
TWI,7.44,-1.55%,38,748
TV,2.70,-0.92%,333,092
TUYA,1.82,-1.36%,187,241
TU,11.44,0.84%,667,333
TTI,10.31,-0.29%,133,312
TTEK,28.00,3.13%,744,634
TTD,17.69,-1.83%,6,913,045
TSSI,13.11,-1.39%,170,257
TSLX,16.51,1.60%,93,332
TSHA,6.74,3.22%,339,188
TSCO,30.17,1.19%,1,792,355
TRVI,17.59,-0.65%,229,742
TRTX,8.60,0.76%,61,474
TRS,43.94,-0.96%,27,834
TROX,7.21,-1.73%,240,032
TRON,1.52,-5.86%,223,060
TRN,34.83,-0.87%,57,938
TRMD,28.98,-4.28%,2,537,011
TRMB,49.15,-0.15%,314,901
TRLV,8.48,-7.02%,712,888
TRIP,12.48,0.94%,592,600
TRIN,16.87,-0.08%,215,059
TREX,46.20,-0.43%,120,743
TPG,40.05,-2.77%,479,445
TOWN,35.31,0.89%,55,563
TOST,24.43,0.72%,1,631,942
TOI,5.08,1.40%,275,877
TNGX,28.69,0.67%,934,080
TNDM,13.96,-2.65%,463,157
TMQ,3.62,-2.16%,417,756
TME,8.27,-0.78%,1,604,451
TMC,4.93,-0.40%,1,166,378
TLS,4.28,-0.35%,174,448
TLRY,4.68,1.85%,994,784
TLK,14.32,1.45%,238,190
TKC,6.02,-0.82%,108,821
TK,12.43,0.89%,93,918
TILE,32.44,0.26%,42,067
TIGR,4.71,-0.84%,683,013
TIC,8.23,2.04%,212,115
THM,2.08,-6.53%,128,443
TH,20.50,1.79%,111,591
TGB,6.64,-4.53%,893,300
TFSL,16.66,0.30%,79,897
TFPM,28.87,-3.32%,243,084
TFC,49.03,0.54%,1,054,956
TEVA,32.82,1.93%,539,329
TENX,12.84,4.78%,159,741
TENB,26.87,2.01%,147,238
TEM,48.68,1.73%,1,064,441
TE,9.90,-4.83%,10,060,144
TDUP,6.08,2.88%,151,164
TDS,39.11,0.43%,86,175
TDOC,7.81,3.00%,1,014,087
TDC,30.76,3.68%,346,180
TDAY,7.93,2.13%,168,963
TCOM,44.72,-3.66%,995,510
TBLA,4.49,1.24%,438,867
TBBB,42.28,1.40%,85,342
TASK,4.95,-0.80%,123,722
TAP,39.54,-0.24%,343,591
TALO,14.11,0.37%,194,606
TALK,5.20,-0.29%,1,577,786
TAL,9.35,-1.25%,396,123
TAK,15.76,1.84%,510,205
TAC,13.65,-1.44%,98,267
T,22.56,2.06%,11,424,584
SYM,38.62,-3.94%,664,307
SXC,8.31,-0.67%,152,188
SWMR,42.86,-5.06%,75,216
SWIM,5.84,1.48%,101,887
SWBI,16.46,0.05%,195,321
SW,45.28,-0.23%,713,167
SVV,9.73,0.96%,54,204
SVRA,5.80,2.01%,264,304
SVM,10.65,-4.70%,665,579
SVC,1.67,0.60%,867,260
SUZ,8.05,-2.01%,387,192
SUPV,10.05,-2.62%,248,135
SUPN,45.19,1.59%,110,824
STWD,16.74,0.60%,599,025
STVN,16.83,-0.65%,57,248
STUB,11.66,2.28%,658,194
STTK,5.43,3.63%,128,835
STOK,31.89,2.98%,408,686
STNE,10.65,-0.86%,498,032
STLA,6.07,-4.86%,7,214,127
STGW,6.88,3.23%,333,971
STEP,44.42,-2.29%,107,857
STAG,38.89,0.80%,184,036
STAA,28.99,0.55%,42,569
ST,49.41,-4.43%,158,922
SSYS,8.48,-1.80%,73,854
SSRM,28.89,-5.96%,844,342
SSMR,13.66,-1.59%,6,197
SSL,11.27,-0.22%,548,809
SRTA,5.66,-1.65%,217,188
SRPT,17.30,-2.01%,393,448
SRAD,14.68,0.69%,198,224
SPT,6.49,1.48%,158,899
