ticker,price,change,volume
ZYME,24.09,3.59%,303,508
ZWS,48.94,-1.42%,174,828
ZVRA,12.88,1.78%,338,023
ZURA,4.33,2.32%,506,994
ZTO,21.99,-1.09%,477,608
ZLAB,18.67,1.03%,955,997
ZIM,25.61,1.36%,466,668
ZGN,13.35,-1.29%,351,734
ZG,30.66,0.64%,556,296
ZETA,19.84,7.42%,10,192,085
ZD,45.58,0.56%,166,388
ZBIO,20.56,-1.17%,152,814
Z,30.51,0.66%,1,026,639
YUMC,40.99,-1.30%,656,585
YSWY,21.27,2.41%,141,085
YSS,27.94,-3.52%,433,511
YPF,48.04,-2.89%,490,093
YMM,7.61,-3.61%,1,395,983
YEXT,3.99,1.27%,344,962
YETI,48.40,0.97%,402,949
YELP,22.61,0.64%,229,266
XXI,5.76,0.26%,650,789
XRX,3.23,5.56%,5,355,787
XRAY,10.19,0.44%,1,382,200
XPRO,13.78,-0.64%,173,086
XPOF,6.81,2.97%,177,718
XPEV,12.96,-2.91%,4,394,630
XP,15.77,-1.34%,1,652,561
XNDU,12.40,-1.12%,1,910,874
XNCR,14.37,2.57%,316,096
XMAX,8.42,2.94%,275,001
XIFR,11.55,-1.18%,169,200
XHR,20.21,0.55%,168,523
XERS,7.22,4.71%,942,589
XE,21.42,6.27%,2,010,987
WYFI,41.31,-7.72%,2,630,476
WY,24.28,0.14%,1,260,719
WWW,16.75,-3.32%,437,712
WVE,6.16,-0.18%,871,126
WULF,29.09,2.76%,12,634,316
WU,6.99,-1.41%,3,740,914
WTTR,18.53,0.25%,374,629
WTRG,37.10,1.15%,580,864
WTI,3.33,0.60%,1,423,296
WT,18.76,0.54%,808,624
WSR,18.93,-0.08%,105,684
WSE,10.96,1.12%,455,709
WSC,28.59,-1.51%,523,316
WSBC,37.06,0.98%,355,133
WRN,2.22,-4.51%,554,689
WRD,5.80,-3.73%,1,543,565
WRBY,26.44,-2.02%,807,760
WPP,17.28,-4.16%,1,236,663
WOOF,2.50,0.35%,755,821
WNC,12.43,3.07%,258,855
WMG,27.66,0.70%,414,559
WLTH,8.18,-0.49%,860,086
WKC,31.66,-0.06%,109,842
WK,46.44,0.99%,422,907
WIX,41.05,-1.94%,614,270
WIT,2.30,2.46%,5,757,595
WHR,37.31,2.04%,851,165
WHK,27.58,0.16%,43,780
WGO,28.41,0.30%,152,684
WEST,9.25,2.21%,139,711
WES,43.19,0.50%,315,448
WERN,41.01,0.36%,198,604
WEN,6.22,0.81%,3,280,417
WEAV,5.30,2.62%,414,644
WDS,19.85,-2.02%,292,038
WBI,28.71,-4.24%,1,314,533
WBD,26.77,-0.65%,6,425,108
WB,7.32,-0.61%,239,173
WAY,18.34,5.95%,1,168,404
WAFD,37.13,0.91%,116,822
VZLA,3.43,-2.56%,2,471,523
VZ,46.58,2.70%,6,890,037
VYX,7.01,-0.09%,543,121
VVV,38.12,1.53%,279,523
VVR,2.99,0.34%,151,394
VTS,16.07,0.47%,79,485
VTRS,15.77,2.54%,2,196,808
VTEX,3.53,-1.40%,1,548,039
VSTS,13.05,-0.46%,274,121
VSTM,4.28,0.69%,820,859
VSNT,37.68,-2.20%,558,845
VRRM,4.43,-0.78%,1,818,714
VRNS,37.19,13.70%,4,925,986
VRDN,17.60,-0.17%,636,887
VOYG,34.01,-1.62%,602,282
VOR,15.16,1.47%,441,393
VOD,14.06,-0.46%,2,131,615
VNT,30.68,0.73%,517,112
VNOM,43.77,0.48%,573,563
VNO,37.65,0.17%,212,883
VNET,8.43,-1.46%,1,566,722
VNDA,6.03,0.58%,257,907
VLY,14.31,0.46%,1,683,914
VLRS,9.18,1.10%,198,637
VKTX,35.43,9.45%,3,230,795
VIV,13.23,1.75%,400,835
VITL,10.74,6.54%,831,272
VISN,12.56,-2.45%,1,848,381
VIR,10.09,5.38%,862,780
VIPS,13.12,-0.87%,597,281
VICI,26.56,1.80%,3,882,004
VIA,14.93,-0.07%,230,652
VGZ,2.14,-6.74%,1,268,729
VGNT,43.70,-3.81%,461,926
VG,11.10,-1.42%,2,564,426
VFS,3.12,1.14%,146,728
VFC,16.77,-1.50%,1,777,163
VET,9.76,-1.17%,474,851
VERX,10.69,1.04%,285,066
VERA,37.90,-1.39%,542,973
VELO,21.65,-10.94%,2,431,441
VCEL,40.54,0.17%,148,013
VALE,15.33,-2.45%,13,274,575
UWMC,2.04,-0.49%,5,769,171
UUUU,15.98,-0.84%,10,850,783
UTZ,7.03,2.70%,754,775
UTI,40.61,1.47%,152,102
USAS,5.07,-4.78%,2,062,127
USAR,23.75,-1.53%,6,647,660
USA,5.67,-0.87%,568,302
UROY,2.98,1.32%,994,373
URGN,35.03,0.13%,175,970
URG,1.45,1.40%,5,003,965
UPWK,7.98,1.85%,814,818
UPST,31.98,2.11%,1,517,700
UPBD,18.83,2.76%,220,075
UPB,6.36,0.95%,182,202
UNIT,11.42,1.98%,349,395
UMH,15.14,1.11%,129,497
UMC,26.58,-3.35%,10,162,365
UMAC,22.12,-1.98%,1,500,622
ULCC,7.42,3.92%,1,324,187
UGP,4.88,-0.20%,909,196
UGI,34.60,2.38%,533,658
UEC,11.67,1.74%,4,937,705
UE,22.78,1.92%,324,317
UDR,38.15,1.10%,664,905
UCB,33.83,1.35%,267,798
UBSI,45.19,0.53%,324,315
UAMY,7.51,-3.65%,1,932,124
UAA,5.84,-1.18%,1,717,015
UA,5.65,-1.38%,946,918
U,27.63,1.81%,2,684,987
TYRA,30.50,1.19%,294,494
TXG,32.37,-1.73%,1,295,657
TWO,12.31,0.70%,789,737
TWI,7.37,-2.49%,75,995
TV,2.69,-1.42%,578,950
TUYA,1.83,-0.82%,447,613
TU,11.52,1.63%,1,430,658
TTI,10.23,-1.11%,327,193
TTEK,27.92,2.82%,1,670,685
TTD,17.84,-1.00%,9,142,976
TSSI,13.15,-1.12%,305,201
TSLX,16.48,1.38%,329,646
TSHA,6.76,3.53%,666,687
TSCO,30.07,0.88%,4,308,104
TRVI,17.99,1.58%,801,712
TRTX,8.63,1.03%,144,715
TRS,44.32,-0.09%,73,363
TROX,7.09,-3.34%,653,678
TRON,1.51,-6.48%,359,585
TRN,34.99,-0.41%,110,959
TRMD,28.98,-4.26%,3,299,830
TRMB,48.85,-0.76%,604,843
TRLV,8.40,-7.89%,1,316,573
TRIP,12.60,1.94%,1,574,230
TRIN,16.95,0.44%,365,958
TREX,46.10,-0.64%,313,564
TPG,39.83,-3.29%,959,753
TOWN,35.48,1.38%,106,494
TOST,24.58,1.31%,2,505,133
TOI,4.99,-0.50%,432,886
TNGX,28.88,1.32%,1,919,819
TNDM,14.24,-0.70%,1,214,838
TMQ,3.63,-1.89%,729,951
TME,8.26,-1.02%,4,147,063
TMC,4.93,-0.51%,1,731,578
TLS,4.30,0.23%,259,198
TLRY,4.65,1.31%,1,484,710
TLK,14.43,2.23%,408,318
TKC,6.05,-0.41%,328,387
TK,12.40,0.67%,164,223
TILE,32.61,0.77%,73,379
TIGR,4.68,-1.37%,1,745,462
TIC,8.11,0.50%,389,246
THM,2.08,-6.53%,309,281
TH,20.59,2.26%,393,660
TGB,6.76,-2.80%,2,000,651
TFSL,16.71,0.61%,167,509
TFPM,29.11,-2.51%,310,904
TFC,49.06,0.61%,2,537,314
TEVA,33.24,3.21%,1,431,457
TENX,12.83,4.73%,292,059
TENB,27.51,4.44%,458,626
TEM,49.49,3.42%,2,257,958
TE,9.81,-5.71%,16,495,026
TDUP,6.09,3.12%,272,389
TDS,39.05,0.29%,148,574
TDOC,7.72,1.80%,1,529,524
TDC,31.07,4.73%,856,528
TDAY,7.95,2.50%,321,932
TCOM,44.79,-3.52%,1,637,549
TBLA,4.50,1.45%,802,189
TBBB,42.17,1.15%,140,529
TASK,4.88,-2.29%,321,948
TAP,39.76,0.30%,711,532
TALO,14.03,-0.18%,413,532
TALK,5.19,-0.38%,2,344,483
TAL,9.35,-1.27%,1,047,383
TAK,15.78,2.04%,1,016,030
TAC,13.60,-1.78%,224,465
T,22.86,3.44%,28,151,029
SYM,38.83,-3.41%,1,393,645
SXC,8.41,0.44%,329,385
SWMR,42.21,-6.49%,150,023
SWIM,5.87,1.96%,183,079
SWBI,16.70,1.52%,515,979
SW,45.18,-0.46%,1,418,165
SVV,9.72,0.83%,182,048
SVRA,5.80,1.85%,698,761
SVM,10.83,-3.04%,1,212,437
SVC,1.66,0.00%,1,615,409
SUZ,8.06,-1.89%,1,083,223
SUPV,10.26,-0.58%,859,101
SUPN,44.80,0.72%,195,001
STWD,16.75,0.66%,1,043,641
STVN,17.01,0.41%,105,307
STUB,11.70,2.65%,1,480,775
STTK,5.38,2.58%,264,593
STOK,32.05,3.49%,712,245
STNE,10.73,-0.11%,1,111,324
STLA,6.05,-5.25%,16,091,915
STGW,6.85,2.85%,552,007
STEP,43.90,-3.43%,281,457
STAG,38.84,0.67%,458,916
STAA,28.55,-0.98%,103,989
ST,49.79,-3.69%,370,657
SSYS,8.44,-2.15%,165,207
SSRM,29.60,-3.65%,1,337,008
SSMR,13.35,-3.82%,24,450
SSL,11.14,-1.37%,1,254,213
SRTA,5.55,-3.57%,478,506
SRPT,17.54,-0.64%,771,919
SRAD,14.74,1.09%,357,687
