ticker,price,change,volume
ZYME,24.01,3.22%,244,658
ZWS,48.86,-1.57%,126,866
ZVRA,12.79,1.11%,299,494
ZURA,4.31,1.96%,419,440
ZTO,21.98,-1.15%,414,830
ZLAB,18.60,0.67%,896,628
ZIM,25.53,1.03%,416,951
ZGN,13.33,-1.43%,289,845
ZG,30.42,-0.14%,462,320
ZETA,19.72,6.77%,7,906,478
ZD,45.46,0.30%,101,219
ZBIO,20.76,-0.19%,119,236
Z,30.31,0.01%,867,233
YUMC,41.06,-1.12%,525,137
YSWY,21.32,2.64%,113,901
YSS,27.84,-3.85%,367,882
YPF,48.07,-2.83%,379,335
YMM,7.60,-3.65%,988,388
YEXT,3.94,-0.09%,240,514
YETI,47.84,-0.22%,271,751
YELP,22.44,-0.11%,165,510
XXI,5.65,-1.54%,456,525
XRX,3.19,4.25%,5,141,664
XRAY,10.10,-0.54%,1,166,116
XPRO,13.73,-1.01%,136,934
XPOF,6.82,3.18%,137,513
XPEV,12.86,-3.67%,3,709,056
XP,15.65,-2.13%,1,446,744
XNDU,12.38,-1.28%,1,537,387
XNCR,14.30,2.03%,268,817
XMAX,8.32,1.77%,201,097
XIFR,11.50,-1.66%,127,575
XHR,20.32,1.09%,131,339
XERS,7.20,4.37%,800,149
XE,21.42,6.28%,1,778,613
WYFI,39.77,-11.17%,2,280,336
WY,24.21,-0.16%,933,549
WWW,16.38,-5.45%,390,766
WVE,6.13,-0.63%,724,112
WULF,28.82,1.80%,11,196,391
WU,6.98,-1.55%,2,831,361
WTTR,18.47,-0.06%,253,849
WTRG,37.25,1.54%,491,185
WTI,3.38,2.11%,1,116,259
WT,18.62,-0.21%,582,977
WSR,18.93,-0.08%,73,885
WSE,10.91,0.66%,385,178
WSC,28.39,-2.22%,478,440
WSBC,37.13,1.19%,275,409
WRN,2.21,-4.94%,464,175
WRD,5.78,-4.23%,1,340,268
WRBY,26.37,-2.32%,677,053
WPP,17.31,-3.99%,800,851
WOOF,2.48,-0.40%,647,839
WNC,12.21,1.24%,205,348
WMG,27.52,0.20%,342,279
WLTH,8.10,-1.42%,743,606
WKC,31.56,-0.39%,73,421
WK,46.51,1.16%,253,923
WIX,40.90,-2.28%,535,478
WIT,2.32,3.35%,4,196,873
WHR,37.13,1.53%,722,927
WHK,27.52,-0.02%,40,506
WGO,28.35,0.12%,123,090
WEST,9.25,2.26%,117,900
WES,43.49,1.20%,212,661
WERN,40.95,0.23%,161,546
WEN,6.22,0.81%,2,887,396
WEAV,5.22,1.26%,197,230
WDS,19.86,-1.95%,216,625
WBI,28.95,-3.42%,1,197,676
WBD,26.65,-1.13%,4,573,543
WB,7.30,-0.82%,187,651
WAY,18.25,5.40%,981,268
WAFD,37.17,1.00%,88,755
VZLA,3.38,-3.84%,2,036,416
VZ,46.29,2.05%,5,145,299
VYX,6.99,-0.50%,358,008
VVV,37.89,0.93%,224,970
VVR,2.99,0.34%,122,018
VTS,16.04,0.32%,63,115
VTRS,15.69,1.98%,1,711,788
VTEX,3.58,-0.14%,1,117,977
VSTS,13.04,-0.54%,238,398
VSTM,4.27,0.44%,737,105
VSNT,37.20,-3.45%,370,144
VRRM,4.35,-2.68%,1,289,018
VRNS,36.04,10.18%,1,887,115
VRDN,17.48,-0.86%,489,830
VOYG,34.01,-1.62%,541,181
VOR,15.10,1.04%,304,580
VOD,14.05,-0.51%,1,915,228
VNT,30.49,0.10%,424,836
VNOM,43.94,0.86%,499,295
VNO,37.59,0.03%,159,002
VNET,8.40,-1.80%,1,431,105
VNDA,6.00,0.03%,226,997
VLY,14.29,0.38%,1,353,617
VLRS,9.15,0.77%,146,081
VKTX,34.24,5.79%,2,293,192
VIV,13.20,1.58%,283,793
VITL,10.74,6.55%,657,099
VISN,12.52,-2.76%,1,554,508
VIR,9.98,4.31%,709,850
VIPS,13.14,-0.73%,410,213
VICI,26.52,1.67%,3,603,743
VIAV,49.86,-5.82%,1,376,040
VIA,14.79,-1.01%,178,403
VGZ,2.13,-7.17%,1,148,037
VGNT,43.32,-4.65%,373,069
VG,11.16,-0.84%,2,247,696
VFS,3.07,-0.38%,120,390
VFC,16.65,-2.23%,1,436,198
VET,9.81,-0.66%,398,023
VERX,10.56,-0.14%,221,637
VERA,37.69,-1.93%,462,985
VELO,21.43,-11.85%,2,024,269
VCEL,40.41,-0.15%,127,185
VALE,15.24,-2.96%,8,831,004
UWMC,2.02,-1.46%,3,626,739
UUUU,15.75,-2.30%,9,363,378
UTZ,7.07,3.14%,675,623
UTI,40.47,1.12%,133,585
USAS,5.00,-6.17%,1,804,314
USAR,23.64,-1.99%,5,841,152
USA,5.66,-0.96%,430,897
UROY,2.95,0.34%,772,446
URGN,34.72,-0.76%,128,059
URG,1.43,0.26%,4,346,492
UPWK,7.97,1.59%,645,453
UPST,31.62,0.96%,1,243,586
UPBD,18.62,1.66%,180,922
UPB,6.32,0.32%,134,204
UNIT,11.30,0.91%,271,617
UMH,15.14,1.10%,103,553
UMC,26.28,-4.45%,8,835,775
UMAC,22.19,-1.68%,1,131,501
ULCC,7.38,3.29%,1,148,479
UGP,4.87,-0.41%,790,477
UGI,34.60,2.40%,207,995
UEC,11.57,0.92%,4,493,771
UE,22.78,1.92%,249,224
UDR,38.15,1.07%,543,404
UCB,33.85,1.40%,203,969
UBSI,45.19,0.53%,271,597
UAMY,7.45,-4.42%,1,684,927
UAA,5.77,-2.37%,1,219,402
UA,5.59,-2.44%,751,706
U,27.64,1.84%,2,306,895
TYRA,30.76,2.07%,225,924
TXG,32.11,-2.52%,990,676
TWO,12.28,0.49%,670,770
TWI,7.35,-2.76%,57,948
TV,2.68,-1.65%,449,933
TUYA,1.81,-1.63%,331,212
TU,11.45,1.01%,1,091,350
TTI,10.22,-1.13%,197,920
TTEK,27.95,2.95%,1,437,942
TTD,17.73,-1.61%,8,388,979
TSSI,12.88,-3.16%,244,286
TSLX,16.44,1.17%,207,458
TSHA,6.71,2.69%,585,371
TSCO,30.11,1.02%,3,954,013
TRVI,17.98,1.52%,645,869
TRTX,8.59,0.53%,91,655
TRS,43.83,-1.18%,49,663
TROX,7.16,-2.52%,417,629
TRON,1.52,-5.86%,315,719
TRN,34.87,-0.75%,93,956
TRMD,29.00,-4.21%,3,011,158
TRMB,48.87,-0.73%,500,585
TRLV,8.40,-7.89%,1,101,168
TRIP,12.51,1.21%,1,493,221
TRIN,16.89,0.03%,304,631
TREX,45.94,-0.99%,224,266
TPG,39.70,-3.62%,829,543
TOWN,35.46,1.31%,84,210
TOST,24.47,0.88%,2,164,895
TOI,5.00,-0.20%,379,136
TNGX,28.92,1.47%,1,503,305
