ticker,price,change,volume
TTV,2.75,1.70%,116,228
TTUYA,1.81,0.62%,188,587
TTU,10.59,1.46%,1,720,286
TTTI,9.22,-2.74%,245,780
TTTEK,31.53,1.36%,557,083
TTTD,19.52,3.09%,4,412,743
TTSSI,10.89,0.53%,215,474
TTSLX,17.46,1.80%,223,976
TTSHA,5.91,3.65%,642,577
TTSCO,31.09,1.77%,2,381,759
TTRVI,17.44,-2.62%,359,438
TTRTX,8.62,1.23%,113,755
TTROX,6.01,-2.84%,505,033
TTRON,1.46,-0.68%,217,537
TTRN,35.87,-0.99%,98,617
TTRMD,28.96,-1.58%,132,654
TTRLV,8.86,-2.21%,254,356
TTRIP,14.55,3.93%,561,814
TTRIN,17.59,-0.34%,391,425
TTREX,44.24,0.16%,1,089,304
TTPG,45.59,5.65%,785,188
TTOWN,36.24,1.34%,172,883
TTOST,31.18,3.95%,3,884,610
TTOI,5.84,-7.04%,925,352
TTNGX,29.92,0.92%,624,229
TTNDM,15.82,1.82%,274,994
TTMQ,3.12,-2.96%,362,786
TTME,9.06,3.19%,3,604,897
TTMC,4.05,-2.99%,1,485,845
TTLS,4.87,-0.79%,193,579
TTLRY,4.46,1.78%,1,613,903
TTLK,14.17,0.35%,152,794
TTKC,5.92,0.37%,280,447
TTK,10.81,-1.17%,73,365
TTILE,33.43,1.49%,42,908
TTIGR,4.76,3.14%,624,698
TTIC,7.41,4.37%,236,072
TTHM,2.14,-3.85%,158,789
TTH,17.21,-0.63%,114,727
TTGB,7.55,-5.33%,1,765,054
TTFSL,17.83,0.76%,100,482
TTFPM,27.29,-2.12%,113,423
TTEVA,31.77,-0.16%,860,073
TTEO,13.85,0.02%,42,015
TTENX,15.58,0.14%,176,971
TTENB,41.03,-3.81%,836,200
TTE,6.53,-4.46%,12,635,205
TTDUP,6.70,5.60%,238,321
TTDS,34.43,0.50%,344,272
TTDOC,9.78,5.50%,1,570,559
TTDC,31.84,1.35%,598,074
TTDAY,8.47,0.53%,131,159
TTCOM,43.17,1.79%,715,491
TTBPH,16.95,0.18%,62,275
TTBLA,5.43,-1.18%,1,232,436
TTBBB,40.55,0.23%,199,542
TTASK,5.92,2.06%,237,885
TTAP,39.71,2.19%,504,378
TTALO,13.69,-3.32%,223,276
TTALK,5.23,0.19%,499,631
TTAL,10.59,2.78%,868,491
TTAK,16.40,0.06%,1,714,156
TTAC,13.67,-1.86%,195,530
TT,21.44,0.78%,16,722,229
SSYM,43.74,0.18%,347,480
SSXC,8.48,-0.99%,180,233
SSWMR,38.05,-8.53%,148,441
SSWIM,6.05,-0.08%,379,251
SSWBI,15.01,-1.16%,145,081
SSW,43.85,2.18%,659,864
SSVV,10.02,3.41%,330,840
SSVRA,5.74,0.79%,298,246
SSVM,9.20,-1.93%,730,746
SSVCO,10.08,-1.34%,110,027
SSVC,8.64,1.11%,489,016
SSUZ,8.17,0.25%,1,174,205
SSUPV,9.94,2.96%,230,092
SSUPN,46.87,0.45%,125,879
SSTWD,16.73,0.70%,1,487,402
SSTUB,10.68,0.05%,998,176
SSTTK,6.41,1.83%,599,996
SSTOK,29.39,0.88%,128,781
SSTNE,11.29,-0.05%,2,543,074
SSTLA,5.90,3.69%,9,106,588
SSTGW,7.78,2.44%,157,127
SSTEP,46.08,6.13%,339,817
SSTAG,39.70,0.92%,438,534
SSTAA,27.93,2.15%,102,343
SST,44.47,-0.45%,231,410
SSSYS,8.35,0.24%,105,566
SSSRM,26.65,-4.17%,1,256,155
SSSL,10.73,-0.37%,409,530
SSRTA,5.42,2.65%,226,341
SSRPT,17.22,-4.11%,1,115,642
SSRAD,15.43,2.66%,428,014
SSPT,8.76,3.24%,545,568
SSPRY,7.27,-4.47%,754,512
SSPNT,24.39,-1.37%,127,331
