ticker,price,change,volume
TTEO,13.85,0.02%,41,915
TTENX,15.56,0.03%,174,962
TTENB,41.03,-3.81%,834,994
TTE,6.53,-4.53%,12,478,741
TTDUP,6.69,5.55%,238,252
TTDS,34.44,0.51%,344,229
TTDOC,9.78,5.50%,1,568,417
TTDC,31.81,1.24%,596,659
TTDAY,8.46,0.48%,130,988
TTCOM,43.19,1.83%,711,749
TTBPH,16.95,0.18%,62,240
TTBLA,5.43,-1.17%,1,232,100
TTBBB,40.51,0.12%,199,528
TTASK,5.91,1.90%,237,880
TTAP,39.71,2.18%,503,578
TTALO,13.69,-3.33%,222,993
TTALK,5.23,0.19%,497,933
TTAL,10.59,2.77%,866,035
TTAK,16.40,0.06%,1,713,107
TTAC,13.67,-1.87%,195,141
TT,21.44,0.78%,16,552,561
SSYM,43.60,-0.14%,341,031
SSXC,8.48,-1.00%,180,129
SSWMR,38.10,-8.41%,148,141
SSWIM,6.05,-0.08%,379,215
SSWBI,15.02,-1.12%,145,018
SSW,43.86,2.21%,659,133
SSVV,10.02,3.41%,330,740
SSVRA,5.74,0.81%,297,845
SSVM,9.20,-1.92%,727,850
SSVCO,10.08,-1.34%,109,947
SSVC,8.64,1.11%,485,104
SSUZ,8.17,0.22%,1,173,855
SSUPV,9.94,2.96%,230,092
SSUPN,46.86,0.43%,125,497
SSTWD,16.73,0.69%,1,486,267
SSTUB,10.68,0.05%,998,030
SSTTK,6.41,1.83%,599,569
SSTOK,29.38,0.86%,128,403
SSTNE,11.29,-0.09%,2,541,826
SSTLA,5.90,3.76%,9,080,206
SSTGW,7.78,2.49%,157,053
SSTEP,46.12,6.22%,339,240
SSTAG,39.71,0.95%,437,030
SSTAA,27.93,2.15%,102,308
SST,44.43,-0.54%,231,168
SSSYS,8.35,0.26%,105,400
SSSRM,26.64,-4.21%,1,254,647
SSSL,10.71,-0.55%,408,612
SSRTA,5.41,2.56%,224,808
SSRPT,17.22,-4.12%,1,113,369
SSRAD,15.44,2.72%,427,556
SSPT,8.74,3.13%,543,392
SSPRY,7.27,-4.44%,754,200
SSPNT,24.40,-1.33%,127,245
