ticker,price,change,volume
STVN,17.44,-0.54%,34,198
STUB,11.53,-1.25%,1,047,290
STTK,5.13,3.64%,123,431
STOK,31.34,1.10%,149,536
STNE,10.80,1.96%,532,359
STLA,6.40,0.95%,5,004,574
STGW,6.69,-0.30%,144,590
STEP,44.95,-0.54%,113,662
STAG,38.31,1.35%,153,647
STAA,28.45,-2.30%,82,751
SSYS,8.87,-0.56%,153,050
SSRM,30.21,-2.40%,695,689
SSMR,13.23,-3.35%,9,203
SSL,11.30,4.92%,722,929
SRTA,5.78,-1.62%,299,261
SRRK,49.31,4.19%,123,844
SRPT,17.75,1.27%,353,955
