ticker,price,change,volume
UUEC,9.35,0.81%,695,073
UUE,23.75,0.19%,25,612
UUDR,39.74,-0.05%,211,754
UUCB,36.30,-0.41%,56,719
UUBSI,47.37,-0.44%,74,115
UUAMY,5.19,-4.95%,888,297
UUAA,7.41,-0.27%,605,559
UUA,7.24,-0.55%,250,702
UU,30.16,4.04%,1,257,864
TTYRA,32.01,-0.37%,28,886
TTXG,44.03,0.65%,278,140
TTWO,12.10,0.04%,47,599
TTWI,7.49,-2.19%,20,283
TTV,2.74,1.29%,59,872
TTUYA,1.74,-0.29%,39,825
TTU,10.29,-1.06%,616,198
TTTI,9.25,-0.11%,56,552
TTTEK,31.26,-1.03%,154,694
TTTD,18.30,-1.59%,2,094,095
TTSLX,17.33,-0.65%,259,813
TTSHA,5.78,-2.94%,111,878
TTSCO,30.22,-0.95%,742,195
TTRVI,18.36,-3.72%,261,165
TTRTX,8.74,-0.06%,49,849
TTROX,5.84,0.00%,144,071
TTRON,1.43,0.70%,25,720
TTRN,36.74,0.75%,38,869
TTRMD,29.24,2.78%,54,601
TTRLV,8.76,-0.32%,93,480
TTRIP,14.69,0.75%,257,546
TTRIN,17.69,-0.48%,194,454
TTREX,43.83,-2.89%,99,701
TTPG,42.37,-3.13%,107,807
TTOWN,36.49,-0.21%,44,547
TTOST,29.81,-0.90%,1,013,856
TTOI,5.45,1.87%,110,689
TTNGX,28.42,-0.49%,157,046
TTNDM,17.10,0.11%,100,791
TTMQ,2.94,-1.17%,122,857
TTME,9.07,-0.49%,494,529
TTMC,3.68,-1.47%,589,902
TTLS,4.59,-3.04%,47,100
TTLRY,4.23,-1.63%,620,434
TTLK,14.97,2.43%,152,617
TTKC,5.82,1.66%,243,305
TTK,10.94,2.82%,55,952
TTILE,32.88,-0.55%,27,479
TTIGR,4.68,1.62%,216,420
TTIC,6.77,-1.21%,263,013
TTHM,2.01,-0.25%,38,808
TTH,16.51,0.92%,41,384
TTGB,6.86,1.25%,317,409
TTFSL,18.23,-0.30%,86,112
TTFPM,27.33,-0.11%,34,270
TTEVA,31.67,-1.12%,340,206
TTEO,13.14,0.15%,5,445
TTENX,15.49,-2.30%,51,029
TTENB,39.22,-1.65%,130,820
TTEM,47.90,-8.71%,3,238,644
TTE,5.87,0.51%,3,189,418
TTDUP,6.64,0.68%,103,425
TTDS,34.03,-0.85%,18,064
TTDOC,9.38,-0.54%,249,634
TTDC,30.54,0.07%,95,697
TTDAY,8.51,0.06%,66,366
TTCOM,43.53,2.56%,839,330
TTBPH,16.93,0.03%,31,770
TTBLA,5.33,0.95%,163,743
TTBBB,40.91,0.42%,51,636
TTASK,5.78,-0.77%,46,998
TTAP,41.06,0.32%,362,506
TTALO,14.30,-4.19%,210,216
TTALK,5.22,0.19%,44,307
TTAL,10.33,0.88%,333,286
TTAK,17.07,-0.47%,382,951
TTAC,13.39,0.97%,23,138
TT,21.73,-0.39%,8,763,797
SSYM,41.40,0.36%,140,376
SSXC,8.31,-0.78%,90,862
SSWMR,36.95,1.12%,63,595
SSWIM,5.95,1.03%,92,317
SSWBI,14.88,0.10%,70,551
SSW,43.73,-1.29%,412,048
SSVV,9.91,-0.27%,19,395
SSVRA,5.55,0.54%,77,261
SSVM,8.87,-0.58%,194,161
SSVC,8.69,1.10%,483,280
SSUZ,8.15,-0.67%,162,837
SSUPV,9.50,-2.21%,26,819
SSUPN,48.03,-0.02%,45,807
SSTWD,16.83,-0.97%,309,387
SSTUB,9.31,0.70%,770,154
SSTTK,7.23,-3.99%,127,522
SSTOK,28.35,-2.39%,80,933
SSTNE,11.23,0.67%,297,757
SSTLA,5.78,-0.17%,1,848,216
SSTGW,7.43,-1.00%,67,292
SSTEP,42.85,-1.62%,87,566
SSTDN,9.82,-5.58%,417,284
SSTAG,42.15,1.12%,215,428
SSTAA,24.58,-7.02%,1,139,215
SST,44.86,-0.43%,82,803
SSSYS,8.08,-0.74%,34,861
SSSRM,25.16,-1.60%,312,862
SSSL,11.41,0.40%,248,802
SSRTA,5.12,-0.59%,87,097
SSRPT,17.06,-0.93%,194,540
SSRAD,14.67,2.02%,527,667
SSPT,8.38,-2.84%,117,014
SSPRY,6.74,-3.68%,262,080
SSPNT,24.91,0.02%,24,754
SSPIR,11.71,-3.55%,131,521
