ticker,price,change,volume
VIV,12.78,1.55%,91,007
VITL,10.30,-1.06%,641,606
VISN,12.81,1.18%,312,441
VIR,9.50,3.71%,109,948
VIPS,13.24,-0.68%,180,993
VICI,26.36,0.31%,1,294,046
VIAV,49.39,4.71%,1,152,344
VIA,16.01,4.68%,52,942
VGZ,2.31,-3.35%,277,859
VGNT,46.58,1.51%,51,626
VG,11.16,1.32%,1,500,639
VFS,3.06,0.49%,81,461
VFC,16.99,-1.99%,355,269
VET,9.83,0.00%,115,779
VERX,11.06,-0.54%,184,898
VERA,37.28,6.23%,165,381
VELO,26.39,-11.62%,864,437
VCEL,40.66,1.40%,25,379
VALE,15.69,1.72%,2,194,885
UWMC,2.20,-0.90%,2,524,206
UUUU,16.28,-1.67%,2,146,951
UTZ,7.01,-0.51%,202,458
UTI,40.35,0.00%,50,311
USAS,5.39,0.47%,774,630
USAR,25.82,4.77%,4,538,253
USA,5.78,-0.43%,140,418
UROY,2.93,-0.51%,284,533
URGN,34.43,2.57%,47,347
URG,1.47,-2.00%,3,320,116
UPWK,8.00,-0.62%,224,685
UPST,33.04,1.88%,447,920
UPBD,18.63,1.69%,69,199
UPB,6.42,2.72%,35,941
UNIT,11.40,-2.10%,141,861
UMH,15.03,-0.20%,28,932
UMC,27.77,15.32%,6,303,958
UMAC,24.39,-2.36%,545,255
ULCC,7.38,2.15%,663,122
UGP,4.86,1.15%,372,758
UGI,33.85,0.10%,67,753
UEC,11.64,-3.12%,1,696,456
UE,22.27,0.01%,66,125
UDR,37.28,-0.75%,203,009
UCB,33.27,1.29%,37,912
UBSI,45.08,1.48%,49,512
UAMY,7.80,-0.57%,887,106
UAA,5.97,-1.57%,536,876
UA,5.78,-1.53%,151,187
U,27.58,0.36%,474,566
TYRA,28.55,0.83%,32,093
TXG,35.73,2.81%,357,080
TWO,12.31,-0.04%,138,447
TWI,7.61,0.53%,36,555
TV,2.88,-3.83%,64,771
TUYA,1.89,1.34%,139,275
TU,11.46,-0.69%,497,261
TTI,10.16,-0.82%,49,574
TTEK,27.27,-0.31%,177,627
TTD,18.61,0.54%,1,669,426
TSSI,13.88,2.36%,132,552
TSLX,16.69,0.51%,75,046
TSHA,6.63,3.20%,444,052
TSCO,30.26,0.06%,818,719
TRVI,17.96,4.36%,546,648
TRTX,8.64,0.41%,25,907
TRS,44.05,0.64%,13,313
TROX,7.18,-2.97%,214,413
TRON,1.68,3.37%,114,320
TRN,34.74,0.78%,15,721
TRMD,29.92,1.73%,80,091
TRMB,49.62,0.93%,308,632
TRLV,9.58,-5.17%,253,951
TRIP,12.90,-0.54%,414,055
TRIN,17.07,1.40%,368,605
TREX,46.85,-0.60%,49,267
TPG,42.11,0.14%,113,399
TOWN,35.09,1.09%,16,473
TOST,24.94,1.14%,772,053
TOI,5.23,-0.57%,77,803
TNGX,28.53,2.00%,813,165
TNDM,15.23,-0.42%,176,693
TMQ,3.79,0.00%,375,362
TME,8.44,-3.38%,1,597,108
TMC,5.16,0.59%,548,280
TLS,4.53,0.22%,57,809
TLRY,4.82,1.80%,463,528
TLK,14.38,-3.39%,230,579
TKC,6.04,-1.13%,69,835
TK,12.25,2.85%,29,492
TILE,32.69,0.41%,21,715
TIGR,4.76,1.17%,523,628
TIC,8.35,-0.83%,132,974
THM,2.16,-2.04%,95,581
TH,20.06,-0.52%,53,104
TGB,6.98,-2.24%,392,898
TFSL,16.63,1.25%,76,876
TFPM,29.46,-1.96%,42,042
TFC,48.97,1.33%,695,526
TEVA,31.68,0.63%,742,727
TENX,12.13,1.10%,136,125
TENB,27.33,1.73%,133,399
TE,10.39,11.07%,10,647,601
TDUP,6.28,4.48%,180,769
TDS,39.68,0.22%,34,967
TDOC,8.04,-0.37%,455,728
TDC,30.53,-1.14%,166,144
TDAY,7.84,-0.51%,44,626
TCOM,45.92,1.82%,554,041
TBLA,4.66,-0.74%,320,317
TBBB,42.17,0.18%,21,378
TASK,4.97,1.22%,125,182
TAP,39.18,-0.56%,179,656
TALO,13.94,1.23%,83,754
TALK,5.19,-0.38%,109,607
TAL,9.12,-0.79%,370,707
TAK,15.45,-1.15%,181,558
TAC,13.97,1.67%,67,995
T,22.26,1.16%,5,732,150
SYM,40.91,-1.85%,253,366
SXC,8.52,-1.33%,99,723
SWMR,43.03,2.97%,56,570
SWIM,5.78,-0.69%,44,783
SWBI,15.49,-3.67%,348,743
SW,44.85,1.48%,430,953
SVV,10.22,0.69%,60,719
SVRA,5.64,2.64%,157,451
SVM,11.22,-0.93%,561,744
SVC,1.68,-0.30%,598,475
SUZ,8.25,-1.67%,151,079
SUPV,10.82,-4.94%,105,635
SUPN,44.40,0.03%,20,938
STWD,16.74,0.22%,441,132
STVN,17.92,2.17%,15,434
STUB,11.75,0.63%,464,736
STTK,5.22,5.56%,62,815
STOK,31.49,1.58%,61,899
STNE,10.87,2.66%,303,779
STLA,6.40,0.95%,2,681,189
STGW,6.84,1.94%,75,352
STEP,46.29,2.40%,31,714
STAG,37.80,0.00%,55,080
STAA,28.68,-1.49%,41,509
SSYS,9.12,2.30%,82,604
SSRM,30.32,-2.05%,385,905
SSMR,13.30,-2.85%,5,121
SSL,11.32,5.11%,527,846
SRTA,5.82,-0.94%,180,391
SRRK,49.04,3.61%,47,857
SRPT,17.75,1.25%,197,468
SRAD,15.18,0.80%,142,794
