ticker,price,change,volume
ZZYME,23.98,-0.87%,146,617
ZZWS,47.81,0.17%,346,841
ZZVRA,12.45,-2.51%,413,278
ZZURA,5.36,-1.65%,331,988
ZZTO,24.30,1.59%,238,189
ZZNTL,5.22,2.05%,801,044
ZZLAB,20.06,-0.69%,121,385
ZZIP,3.98,0.58%,146,060
ZZIM,24.35,0.21%,165,262
ZZGN,13.87,-0.20%,190,228
ZZG,33.05,-1.96%,462,799
ZZETA,21.73,0.23%,2,655,313
ZZBIO,30.37,2.84%,235,938
ZZ,33.24,-1.98%,1,019,827
YYUMC,43.90,0.07%,341,580
YYSWY,20.42,-2.24%,65,760
YYSS,17.33,-3.32%,265,556
YYPF,49.72,0.07%,340,553
YYMM,9.43,3.12%,3,720,378
YYEXT,5.44,1.88%,329,791
YYELP,26.70,1.81%,151,953
XXXI,5.34,-0.09%,316,804
XXRX,2.63,-4.87%,876,150
XXRAY,13.65,-2.81%,1,373,799
XXPRO,16.08,-2.46%,226,976
XXPEV,13.43,-0.71%,2,679,283
XXP,16.99,1.89%,1,193,653
XXNDU,10.78,7.96%,536,168
XXNCR,19.30,10.48%,1,285,154
XXMAX,8.51,-0.06%,124,177
XXIFR,12.14,0.96%,202,894
XXHR,21.17,0.83%,123,774
XXFOR,3.77,-1.44%,231,915
XXERS,8.73,-0.80%,708,574
XXE,15.29,9.06%,1,915,409
WWYFI,26.80,6.56%,1,047,009
WWY,24.02,-1.92%,1,362,167
WWWW,18.54,0.93%,140,689
WWVE,5.78,-0.77%,517,996
WWULF,18.93,4.23%,18,023,142
WWU,8.64,-2.71%,4,359,529
WWTTR,20.52,0.95%,505,272
WWTRG,39.27,-1.06%,351,801
WWTI,3.48,-0.14%,1,652,617
WWT,20.51,2.28%,877,657
WWSR,18.99,0.00%,0
WWSE,12.40,-1.74%,417,443
WWSC,26.78,-1.63%,450,068
WWSBC,40.56,-0.59%,166,991
WWRN,2.14,0.47%,557,004
WWRD,5.98,0.00%,811,613
WWRBY,24.83,-5.98%,1,083,797
WWOOF,2.67,0.38%,457,998
WWOLF,29.70,-0.65%,1,279,382
WWNC,13.41,-0.20%,289,943
WWMG,28.48,0.53%,790,641
WWLTH,9.31,0.58%,208,511
WWKC,36.19,-0.85%,232,182
WWIT,1.86,0.00%,2,181,910
WWHR,37.34,-2.34%,1,036,688
WWGO,30.56,-0.47%,155,020
WWEST,7.37,-3.98%,90,500
WWES,46.71,1.61%,186,208
WWERN,46.60,1.22%,690,071
WWEN,7.76,0.06%,2,332,819
WWEAV,7.20,-0.35%,359,860
WWDS,21.70,-0.11%,604,701
WWBI,35.24,1.51%,243,727
WWBD,26.68,-0.69%,4,531,126
WWB,8.02,3.55%,365,486
WWAY,22.32,0.22%,562,392
WWAFD,37.08,-2.73%,253,800
VVZLA,3.14,2.28%,2,018,919
VVZ,43.43,-0.37%,7,613,262
VVYX,8.27,0.77%,447,434
VVVV,39.81,-0.40%,342,220
VVVR,2.96,0.17%,168,518
VVTS,15.77,-0.88%,103,121
VVTRS,17.15,-0.84%,2,092,133
