ticker,price,change,volume
VVTEX,4.25,1.16%,346,210
VVSTS,16.62,0.73%,639,730
VVSTM,5.80,-3.90%,902,474
VVSNT,36.25,0.97%,312,670
VVSH,37.79,-0.06%,1,798,301
VVRRM,4.11,-0.24%,1,002,316
VVRNS,48.05,1.07%,330,307
VVRDN,18.94,5.07%,831,910
VVOYG,25.61,-1.10%,465,557
VVOR,17.30,-4.37%,236,557
VVOD,15.44,-1.94%,2,166,600
VVNT,29.97,-1.26%,233,384
VVNOM,44.84,1.04%,444,017
VVNO,39.91,-1.08%,238,919
VVNET,7.74,4.80%,1,188,915
VVNDA,5.34,-1.83%,279,643
VVLY,14.73,-1.44%,1,824,560
VVLRS,7.84,2.31%,130,503
VVKTX,37.19,0.30%,774,810
VVIV,14.05,0.71%,133,309
VVITL,13.75,1.46%,397,417
VVISN,12.05,-0.66%,1,653,078
VVIR,9.33,-1.06%,434,720
VVIPS,14.69,1.31%,430,505
VVICI,26.83,-0.13%,1,424,361
VVIAV,39.67,3.95%,1,686,405
VVIA,18.31,1.92%,176,888
VVGNT,40.64,1.57%,203,114
VVG,14.24,3.22%,9,415,094
VVFS,3.13,-0.48%,182,801
VVFC,16.98,-0.03%,1,776,275
VVET,9.81,-0.15%,371,600
VVERX,12.97,1.33%,588,927
VVERA,37.79,-1.84%,381,710
VVELO,10.09,-4.72%,691,571
VVCEL,45.88,-1.62%,183,464
VVALE,14.20,0.04%,6,569,766
UUWMC,1.91,-5.45%,10,726,935
UUUUU,11.60,0.92%,2,328,040
UUTZ,7.41,2.77%,642,262
UUTI,39.08,-3.05%,133,603
UUSAS,3.77,-0.36%,1,584,168
UUSAR,15.08,-3.65%,6,205,622
UUSA,5.74,-0.09%,386,796
UUROY,2.76,-1.96%,1,210,393
UURGN,41.29,2.63%,274,215
UURG,1.20,-2.72%,3,931,906
UUPWK,9.35,3.15%,1,513,065
UUPST,29.18,-1.12%,1,412,236
UUPBD,21.93,-1.04%,209,442
UUPB,6.92,-1.28%,155,548
UUNIT,11.20,1.45%,231,264
UUNFI,48.56,-1.10%,105,562
UUMH,15.48,-1.34%,68,255
UUMC,20.65,-2.82%,5,918,121
UUMAC,17.43,2.95%,783,316
UULCC,6.30,1.04%,1,067,014
UUGP,6.32,1.20%,3,562,610
UUGI,36.56,-0.16%,185,533
UUEC,9.56,3.02%,2,482,719
UUE,23.57,-0.55%,150,984
UUDR,39.64,-0.30%,652,064
UUCB,36.16,-0.80%,203,653
UUBSI,47.14,-0.92%,268,048
UUAMY,5.24,-3.95%,2,211,630
UUAA,7.29,-1.89%,1,961,074
UUA,7.12,-2.13%,712,691
UU,30.45,5.04%,3,065,806
TTYRA,31.69,-1.37%,121,799
TTXG,42.72,-2.32%,1,179,228
TTWO,12.10,0.07%,119,848
TTWI,7.54,-1.57%,54,015
TTV,2.78,2.40%,281,555
TTUYA,1.75,0.29%,90,893
TTU,10.38,-0.24%,1,880,753
TTTI,9.04,-2.38%,250,246
TTTEK,31.39,-0.63%,641,371
TTTD,18.95,1.94%,5,016,849
TTSLX,16.95,-2.81%,325,376
TTSHA,5.73,-3.87%,390,804
TTSCO,30.33,-0.57%,2,556,307
TTRVI,17.95,-5.87%,1,163,482
TTRTX,8.66,-0.97%,197,399
TTROX,6.01,3.00%,841,944
TTRON,1.48,4.23%,190,336
TTRN,36.53,0.18%,112,436
TTRMD,29.12,2.37%,153,338
TTRLV,8.86,0.82%,238,503
TTRIP,14.65,0.48%,871,675
TTRIN,17.50,-1.55%,659,152
TTREX,43.99,-2.53%,348,092
TTPG,43.02,-1.65%,457,385
TTOWN,36.40,-0.45%,186,741
TTOST,30.59,1.71%,2,891,754
TTOI,5.47,2.24%,310,325
TTNGX,27.83,-2.55%,395,981
TTNDM,17.63,3.22%,670,622
TTMQ,3.02,1.17%,631,941
TTME,9.25,1.47%,1,752,751
TTMC,3.71,-0.89%,1,712,941
TTLS,4.61,-2.64%,170,724
TTLRY,4.26,-0.93%,1,359,298
TTLK,14.96,2.36%,365,217
TTKC,5.82,1.67%,826,379
TTK,10.96,3.03%,229,496
TTILE,32.80,-0.79%,75,065
TTIGR,4.72,2.39%,544,453
TTIC,6.76,-1.24%,827,453
TTHM,2.00,-0.75%,371,657
TTH,16.40,0.22%,177,526
TTGB,6.97,2.82%,1,547,345
TTFSL,18.22,-0.36%,272,254
TTFPM,27.66,1.10%,141,878
TTEVA,31.36,-2.10%,849,851
TTEO,13.10,-0.16%,44,956
TTENX,15.68,-1.10%,286,379
TTENB,39.42,-1.15%,624,593
TTEM,48.20,-8.14%,5,978,955
TTE,5.96,2.11%,19,202,714
TTDUP,6.69,1.43%,334,997
TTDS,34.17,-0.44%,99,075
TTDOC,9.55,1.26%,923,085
TTDC,30.84,1.04%,557,258
TTDAY,8.52,0.18%,316,439
TTCOM,44.45,4.71%,1,821,972
TTBPH,16.92,-0.03%,130,003
TTBLA,5.39,2.18%,704,024
TTBBB,41.09,0.85%,196,482
TTASK,5.92,1.55%,155,859
TTAP,41.43,1.23%,916,739
TTALO,14.39,-3.55%,727,810
TTALK,5.22,0.19%,335,934
TTAL,10.40,1.51%,1,075,921
TTAK,17.07,-0.50%,1,720,896
TTAC,13.51,1.85%,288,933
TT,21.86,0.25%,38,957,249
SSYM,41.14,-0.27%,402,873
SSXC,8.36,-0.13%,285,816
SSWMR,37.76,3.34%,144,128
SSWIM,6.05,2.68%,228,707
SSWBI,14.93,0.49%,145,764
SSW,43.25,-2.38%,1,125,262
SSVV,9.93,-0.10%,85,204
SSVRA,5.47,-1.00%,307,358
SSVM,8.83,-0.99%,726,314
SSVC,8.86,3.08%,1,509,294
SSUZ,8.27,0.67%,701,808
SSUPV,9.58,-1.29%,86,761
SSUPN,47.98,-0.12%,260,136
SSTWD,16.67,-1.96%,1,115,500
SSTUB,9.39,1.47%,1,982,690
SSTTK,6.78,-9.96%,423,350
SSTOK,27.98,-3.68%,154,567
SSTNE,11.26,0.94%,981,486
SSTLA,5.78,-0.17%,5,824,350
SSTGW,7.48,-0.41%,168,913
SSTEP,43.31,-0.54%,358,789
SSTDN,9.33,-10.29%,1,181,071
SSTAG,41.74,0.14%,736,948
SSTAA,24.18,-8.55%,1,834,222
SST,45.01,-0.10%,591,452
SSSYS,8.13,-0.07%,213,650
SSSRM,25.24,-1.29%,1,263,552
SSSL,11.51,1.23%,695,814
SSRTA,5.07,-1.55%,290,177
SSRPT,17.16,-0.35%,612,638
SSRAD,14.97,4.10%,1,063,727
SSPT,8.60,-0.17%,290,685
SSPRY,6.77,-3.34%,1,681,465
SSPNT,24.97,0.30%,105,367
SSPIR,11.27,-7.13%,976,057
