ticker,price,change,volume
ZZYME,24.11,1.47%,131,151
ZZWS,47.78,-0.04%,204,819
ZZVRA,12.39,2.95%,346,246
ZZURA,5.49,4.37%,166,646
ZZTO,24.00,-0.64%,227,141
ZZNTL,5.28,5.30%,891,176
ZZLAB,20.38,-0.68%,175,416
ZZIP,3.92,-1.75%,233,061
ZZIM,24.77,1.89%,359,482
ZZGN,14.07,0.90%,528,946
ZZG,31.59,-3.81%,341,116
ZZETA,21.28,-0.26%,2,135,225
ZZBIO,33.15,7.98%,240,384
ZZ,31.78,-3.77%,861,902
YYUMC,43.02,-2.08%,537,492
YYSWY,19.84,-1.54%,73,121
YYSS,18.29,4.99%,398,777
YYMM,9.10,-1.62%,2,582,639
YYEXT,5.23,-4.02%,278,591
YYELP,25.66,-2.54%,208,044
XXXI,4.76,-10.43%,3,784,193
XXRX,2.74,5.14%,1,253,523
XXRAY,13.68,1.63%,1,540,426
XXPRO,16.29,1.70%,83,563
XXPEV,13.16,-0.19%,2,833,540
XXP,16.61,-1.12%,879,120
XXNDU,11.03,1.75%,437,159
XXNCR,20.20,7.41%,564,709
XXMAX,8.58,1.30%,104,543
XXIFR,12.18,0.54%,285,976
XXHR,21.31,1.02%,135,688
XXFOR,3.68,0.14%,98,462
XXERS,8.82,2.62%,478,231
XXE,16.47,5.19%,1,796,679
WWYFI,27.50,1.35%,1,674,526
WWY,23.65,-1.31%,910,748
WWWW,18.55,-0.40%,137,257
WWVE,5.83,1.73%,336,903
WWULF,20.14,6.76%,15,484,191
WWU,8.50,-1.82%,4,228,767
WWTTR,20.48,0.35%,663,957
WWTRG,38.90,-1.24%,387,938
WWTI,3.63,3.56%,1,661,756
WWT,20.92,3.34%,707,646
WWSR,18.99,0.00%,0
WWSE,12.40,0.12%,404,274
WWSC,26.35,1.00%,775,170
WWSBC,40.46,-0.18%,270,840
WWRN,2.22,3.97%,551,838
WWRD,5.90,-0.87%,754,616
WWRBY,24.80,0.85%,743,700
WWOOF,2.70,-0.23%,294,090
WWOLF,31.68,7.83%,1,244,960
WWNC,13.37,0.74%,165,691
WWMG,28.17,0.38%,340,361
WWLTH,9.13,-2.66%,204,386
WWKC,36.55,2.38%,179,589
WWIT,1.87,1.08%,1,940,810
WWHR,36.39,-1.41%,697,887
WWGO,30.54,0.11%,113,381
WWEST,7.55,3.55%,56,587
WWES,46.61,0.00%,298,587
WWERN,46.82,1.11%,726,299
WWEN,7.76,-1.15%,1,822,316
WWEAV,6.82,-4.69%,322,606
WWDS,22.14,2.26%,233,862
WWBI,34.90,0.44%,144,418
WWBD,25.82,-0.15%,9,011,291
WWB,8.01,0.10%,325,737
WWAY,21.34,-3.37%,1,028,848
WWAFD,36.92,0.23%,238,198
VVZLA,3.24,2.86%,2,709,116
VVZ,43.38,-0.29%,7,325,758
VVYX,7.99,-1.26%,512,154
VVVV,39.51,-0.08%,552,435
VVVR,3.00,0.00%,124,819
VVTS,15.81,0.27%,64,493
VVTRS,17.33,1.97%,2,116,100
VVTEX,4.11,-2.03%,216,423
VVSTS,15.84,-1.86%,319,277
VVSTM,5.89,2.43%,536,529
VVSNT,36.04,0.24%,472,798
VVSH,39.54,5.80%,1,788,242
VVRRM,4.07,-0.12%,831,558
VVRNS,46.18,-2.68%,465,716
VVRDN,18.74,0.95%,249,872
VVOYG,26.70,6.98%,453,693
VVOR,19.11,9.51%,447,097
VVOD,15.24,-1.01%,1,565,450
VVNT,30.36,1.92%,273,246
VVNOM,44.64,0.63%,279,072
VVNO,39.75,0.02%,342,528
VVNET,7.82,1.85%,715,277
VVNDA,5.45,2.35%,250,870
VVLY,14.64,-0.21%,3,029,628
VVLRS,7.97,2.55%,204,641
VVKTX,37.78,3.85%,655,831
VVIV,13.99,-0.25%,335,631
VVITL,13.35,-2.98%,439,347
VVISN,12.22,2.56%,1,487,239
VVIR,9.48,2.71%,815,639
VVIPS,14.64,0.31%,800,982
VVICI,26.61,-0.84%,1,310,960
VVIAV,42.76,8.43%,987,645
VVIA,17.67,-4.94%,426,036
VVGNT,42.00,4.95%,281,462
VVG,14.07,-1.51%,7,342,536
VVFS,3.22,3.37%,202,299
VVFC,16.89,0.03%,1,817,005
VVET,10.04,3.11%,434,513
VVERX,11.97,-7.12%,835,576
VVERA,36.81,-0.49%,336,446
VVELO,10.93,9.52%,802,874
VVCEL,45.74,-0.29%,133,996
VVALE,14.23,0.95%,7,388,175
UUWMC,1.88,-0.53%,6,816,226
UUUUU,12.29,4.69%,3,060,415
UUTZ,14.11,89.40%,47,140,186
UUTI,37.53,-0.99%,223,377
UUSAS,4.07,8.11%,1,533,994
UUSAR,15.86,4.17%,4,728,793
UUSA,5.81,0.69%,734,615
UUROY,2.88,4.53%,1,329,959
UURGN,42.54,3.45%,505,357
UURG,1.31,8.26%,3,054,576
UUPWK,9.15,-1.98%,1,263,460
UUPST,29.70,3.06%,1,217,486
UUPBD,21.95,1.22%,182,953
UUPB,7.03,0.69%,67,325
UUNIT,11.19,2.14%,495,280
UUMH,15.52,-0.49%,85,515
UUMC,21.19,4.38%,6,414,345
UUMAC,19.26,10.82%,1,679,694
UULCC,6.24,0.40%,1,184,123
UUGP,6.19,-0.57%,1,350,500
UUGI,36.39,-0.93%,235,028
UUEC,9.66,2.82%,4,043,141
UUE,23.49,-0.15%,191,977
UUDR,39.62,-0.30%,465,486
UUCB,35.06,-2.69%,473,053
UUBSI,46.95,-0.49%,371,989
UUAMY,5.74,7.18%,2,276,660
UUAA,7.32,0.55%,2,515,217
UUA,7.17,0.56%,965,548
UU,30.13,1.08%,2,589,561
TTYRA,31.47,1.34%,113,933
TTXG,45.88,6.15%,603,785
TTWO,12.11,0.05%,170,321
TTWI,7.72,2.13%,51,869
TTV,2.82,2.36%,283,336
TTUYA,1.72,-1.03%,243,298
TTU,10.10,-1.79%,2,847,333
TTTI,9.05,2.03%,207,452
TTTEK,30.78,-1.57%,552,363
TTTD,18.17,-2.49%,4,281,503
TTSLX,17.17,0.53%,168,528
TTSHA,5.69,1.97%,497,232
TTSCO,29.90,-1.34%,3,590,230
TTRVI,17.61,5.01%,844,311
TTRTX,8.66,-0.06%,110,059
TTROX,6.49,9.04%,914,192
TTRON,1.53,5.14%,234,977
TTRN,37.03,1.59%,102,281
TTRMD,29.83,2.58%,300,500
TTRLV,8.96,2.28%,149,748
TTRIP,13.85,-3.87%,1,480,258
TTRIN,18.03,1.92%,544,014
TTREX,42.92,-0.61%,848,608
TTPG,43.00,0.07%,384,626
TTOWN,36.16,-0.69%,176,069
TTOST,30.37,-1.56%,3,071,290
TTOI,5.38,-2.18%,425,086
TTNGX,28.91,4.97%,739,377
TTNDM,17.62,-2.66%,685,849
TTMQ,3.17,6.38%,705,343
TTME,8.94,-2.45%,1,951,749
TTMC,3.97,6.85%,1,672,303
TTLS,4.41,-3.43%,200,867
TTLRY,4.28,1.06%,1,544,879
TTLK,14.98,0.13%,477,069
TTKC,5.91,1.53%,305,578
TTK,11.16,3.74%,456,355
TTILE,32.33,0.89%,73,179
TTIGR,4.80,2.67%,1,549,629
TTIC,7.04,7.61%,642,160
TTHM,2.18,9.00%,348,099
TTH,16.94,3.39%,309,368
TTGB,7.59,8.15%,1,650,107
TTFSL,18.11,-0.63%,244,131
TTFPM,28.39,3.65%,124,322
TTEVA,31.52,1.68%,1,238,138
TTEO,13.38,1.59%,23,513
TTENX,15.56,-0.77%,260,349
TTENB,35.11,-7.02%,1,839,746
TTEM,49.36,1.96%,2,586,537
TTE,6.18,2.40%,18,584,967
TTDUP,6.56,-0.46%,286,311
TTDS,33.60,-0.56%,368,668
TTDOC,9.64,-0.16%,1,165,477
TTDC,30.04,-1.83%,497,232
TTDAY,8.50,0.99%,230,649
TTCOM,43.72,-1.07%,858,887
TTBPH,16.87,0.33%,289,164
TTBLA,5.16,-3.05%,707,965
TTBBB,41.24,-0.00%,200,946
TTASK,5.84,0.34%,87,239
TTAP,40.90,-1.72%,721,692
TTALO,14.71,3.45%,389,909
TTALK,5.22,0.10%,191,127
TTAL,10.27,-0.42%,495,741
TTAK,17.19,0.82%,2,435,872
TTAC,13.94,1.63%,200,098
TT,21.98,0.13%,50,639,970
SSYM,42.32,3.65%,284,667
SSXC,8.60,2.93%,240,966
SSWMR,44.83,14.71%,346,155
SSWIM,5.89,-3.52%,304,364
SSWBI,15.05,0.27%,89,719
SSW,43.49,0.82%,1,106,872
SSVV,9.60,-1.64%,116,693
SSVRA,5.97,8.83%,968,443
SSVM,9.47,6.26%,1,138,279
SSVC,8.79,0.34%,759,821
SSUZ,8.28,0.48%,308,620
SSUPV,9.90,2.57%,72,358
SSUPN,47.70,0.60%,80,415
SSTWD,16.64,0.21%,708,237
SSTUB,9.09,-2.00%,1,032,936
SSTTK,7.34,7.70%,316,514
SSTOK,27.62,-0.21%,130,294
SSTNE,11.14,0.13%,1,274,701
SSTLA,5.80,0.78%,5,830,834
SSTGW,7.24,-2.23%,271,968
SSTEP,42.92,1.59%,285,246
SSTDN,9.33,3.44%,1,104,022
SSTAG,41.73,-0.22%,320,233
SSTAA,24.36,1.65%,885,147
SST,46.38,4.07%,349,100
SSSYS,8.29,2.60%,75,437
SSSRM,26.64,6.34%,1,497,852
SSSL,11.48,0.22%,368,704
SSRTA,5.17,2.17%,625,749
SSRPT,16.53,-1.79%,850,222
SSRAD,14.69,-1.50%,620,561
SSPT,8.10,-3.63%,355,822
SSPRY,6.26,-2.72%,2,188,517
SSPNT,24.37,-1.16%,123,519
SSPIR,11.52,5.11%,474,648
SSOUN,6.46,2.35%,17,264,358
SSONY,21.11,-0.17%,1,356,126
