ticker,price,change,volume
TMC,4.92,-0.63%,1,737,827
TLS,4.30,0.23%,259,556
TLRY,4.64,1.20%,1,498,917
TLK,14.44,2.23%,410,321
TKC,6.05,-0.41%,329,179
TK,12.40,0.68%,183,392
TILE,32.65,0.88%,74,385
TIGR,4.68,-1.37%,1,796,031
TIC,8.09,0.25%,394,328
THM,2.07,-6.98%,315,818
TH,20.58,2.16%,396,339
TGB,6.76,-2.86%,2,014,901
TFSL,16.70,0.54%,169,864
TFPM,29.16,-2.34%,313,087
TFC,49.07,0.63%,2,577,443
TEVA,33.16,3.00%,1,627,319
TENX,12.81,4.54%,296,378
TENB,27.57,4.67%,464,674
TEM,49.47,3.38%,2,273,419
TE,9.73,-6.45%,17,470,801
TDUP,6.07,2.71%,276,421
TDS,39.01,0.19%,150,661
TDOC,7.71,1.72%,1,543,020
TDC,31.01,4.52%,866,416
TDAY,7.95,2.47%,322,420
TCOM,44.79,-3.52%,1,646,006
TBLA,4.51,1.69%,828,256
TBBB,41.99,0.73%,140,819
TASK,4.88,-2.30%,322,514
TAP,39.75,0.28%,719,996
TALO,14.03,-0.18%,419,845
TALK,5.20,-0.29%,2,447,980
TAL,9.35,-1.32%,1,050,879
TAK,15.80,2.10%,1,059,524
TAC,13.60,-1.84%,226,318
T,22.86,3.46%,28,504,411
SYM,38.80,-3.49%,1,396,429
SXC,8.41,0.51%,340,752
SWMR,42.02,-6.91%,150,440
SWIM,5.87,1.97%,184,635
SWBI,16.74,1.76%,542,797
SW,45.08,-0.69%,1,439,049
SVV,9.71,0.72%,185,094
SVRA,5.80,1.85%,709,717
SVM,10.84,-2.99%,1,226,728
SVC,1.66,0.00%,1,631,084
SUZ,8.05,-2.01%,1,125,590
SUPV,10.27,-0.48%,867,765
SUPN,44.80,0.72%,195,329
STWD,16.75,0.68%,1,052,628
STVN,17.01,0.41%,107,135
STUB,11.72,2.76%,1,493,006
STTK,5.39,2.83%,272,821
STOK,31.85,2.84%,724,209
STNE,10.72,-0.23%,1,116,375
STLA,6.05,-5.25%,16,149,202
STGW,6.86,2.94%,554,834
STEP,43.78,-3.70%,283,560
STAG,38.87,0.75%,471,627
STAA,28.51,-1.11%,105,201
ST,49.72,-3.84%,378,698
SSYS,8.43,-2.38%,166,761
SSRM,29.61,-3.60%,1,348,372
SSMR,13.48,-2.85%,33,092
SSL,11.13,-1.42%,1,270,172
SRTA,5.50,-4.36%,559,760
SRPT,17.51,-0.79%,777,117
SRAD,14.75,1.17%,363,354
