ticker,price,change,volume
TREX,47.78,2.17%,120,276
TPG,42.97,0.80%,139,410
TOWN,35.81,0.66%,112,027
TOST,29.32,1.61%,1,708,306
TOI,5.58,-4.62%,403,084
TNGX,29.59,-3.05%,912,096
TNDM,15.17,-1.30%,150,519
TMQ,3.21,-1.23%,298,720
TME,8.94,0.96%,1,657,718
TMC,4.14,-0.12%,655,441
TLS,4.95,0.30%,105,550
TLRY,4.48,2.00%,1,327,143
TLK,13.84,-1.56%,158,907
TKC,5.76,1.86%,530,784
TK,10.93,2.53%,60,014
TILE,33.83,1.77%,47,513
TIGR,4.62,-1.80%,438,519
TIC,7.43,-1.03%,252,627
THM,2.17,-0.68%,138,386
TH,17.75,-3.77%,82,201
TGB,7.25,3.53%,871,211
TFSL,17.60,0.14%,116,243
TFPM,28.24,-0.96%,121,687
TEVA,33.17,0.20%,1,226,162
TEO,13.34,2.25%,18,251
TENX,17.37,-5.19%,316,500
TENB,40.26,-2.68%,401,315
TE,6.97,-3.93%,5,861,288
TDUP,6.72,2.28%,170,861
TDS,34.58,-0.39%,76,739
TDOC,9.27,0.60%,465,529
TDC,34.47,-1.04%,343,330
TDAY,8.33,-1.30%,142,360
TCOM,42.53,2.64%,698,327
TBPH,17.00,0.15%,178,928
TBLA,5.58,0.04%,272,228
TBBB,42.07,1.01%,60,640
TASK,5.32,0.85%,80,955
TAP,39.68,2.44%,336,624
TALO,13.44,-2.08%,287,776
TALK,5.22,0.00%,341,294
TAL,10.43,1.02%,647,979
TAK,16.54,-0.44%,286,874
TAC,14.36,-1.12%,159,519
T,21.16,0.57%,9,216,131
SYM,43.58,1.00%,388,227
SXC,8.19,1.17%,162,454
SWMR,41.82,-5.75%,126,596
SWIM,6.16,2.92%,77,060
SWBI,15.71,1.32%,83,851
SW,44.58,3.70%,696,406
SVV,9.81,2.19%,30,844
SVRA,6.01,-4.53%,262,690
SVM,9.58,-0.06%,474,425
SVCO,10.73,-5.13%,47,946
SVC,8.84,1.03%,928,888
SUZ,8.16,2.19%,560,318
SUPV,9.73,4.85%,97,858
SUPN,47.61,-2.33%,92,778
STWD,16.58,0.77%,386,443
STUB,10.86,-5.71%,1,999,954
STTK,6.42,-8.62%,425,223
STOK,30.89,-5.91%,95,309
STNE,11.23,2.51%,950,627
STLA,5.55,4.13%,6,650,079
STGW,7.72,-0.32%,125,606
STEP,43.97,0.66%,104,383
STAG,38.87,-0.13%,136,557
STAA,27.76,-0.76%,33,378
ST,45.21,1.01%,95,860
SSYS,8.60,-1.02%,83,669
SSTK,8.54,-2.14%,255,591
SSRM,28.69,-1.58%,627,743
SSL,10.32,-0.29%,503,147
SRTA,5.11,-0.39%,326,668
