ticker,price,change,volume
VSTM,4.21,2.19%,452,376
VSNT,38.26,0.12%,307,643
VRRM,4.29,-3.38%,919,343
VRNS,33.26,-0.34%,140,969
VRDN,17.70,6.43%,545,052
VOYG,33.60,-10.57%,883,028
VOR,14.86,2.55%,158,767
VOD,14.02,-1.99%,1,029,357
VNT,29.83,-0.28%,169,858
VNOM,43.33,0.28%,259,950
VNO,37.54,-0.71%,196,755
VNET,8.48,-3.14%,2,825,665
VNDA,5.93,2.21%,179,171
VLY,14.24,1.06%,708,175
VLRS,9.11,1.56%,76,891
VKTX,32.81,8.00%,1,019,913
VIV,12.92,2.64%,193,633
VITL,9.98,-4.18%,1,189,274
VISN,12.91,2.01%,831,638
VIR,9.42,2.84%,227,772
VIPS,13.14,-1.46%,349,477
VICI,26.35,0.29%,2,037,864
VIAV,49.20,4.30%,1,661,596
VIA,15.60,2.01%,164,957
VGZ,2.29,-4.18%,555,935
VGNT,46.76,1.89%,104,397
VG,10.98,-0.32%,2,818,438
VFS,3.04,-0.16%,105,225
VFC,17.00,-1.90%,829,304
VET,9.79,-0.43%,199,084
VERX,10.68,-3.96%,338,237
VERA,37.96,8.16%,318,932
VELO,25.38,-15.00%,1,575,748
VCEL,39.53,-1.42%,77,348
VALE,15.75,2.14%,4,802,031
UWMC,2.11,-4.95%,5,792,464
UUUU,16.11,-2.72%,3,491,264
UTZ,7.06,0.18%,357,186
UTI,39.84,-1.26%,81,670
USAS,5.34,-0.36%,1,123,943
USAR,24.00,-2.60%,7,436,483
USA,5.76,-0.78%,365,218
UROY,2.92,-0.85%,546,376
URGN,34.46,2.65%,85,872
URG,1.44,-4.00%,5,317,159
UPWK,7.95,-1.18%,519,021
UPST,31.73,-2.16%,881,327
UPBD,18.26,-0.33%,122,695
UPB,6.43,2.88%,101,733
UNIT,11.47,-1.50%,231,311
UMH,15.01,-0.33%,106,192
UMC,27.72,15.10%,11,201,953
UMAC,22.61,-9.49%,1,716,624
ULCC,7.37,2.08%,919,017
UGP,4.88,1.67%,610,565
UGI,33.80,-0.03%,115,189
UEC,11.58,-3.58%,2,767,369
UE,22.42,0.66%,157,738
UDR,37.33,-0.63%,466,837
UCB,33.19,1.05%,97,423
UBSI,45.05,1.42%,102,234
UAMY,7.56,-3.69%,1,842,768
UAA,5.89,-2.81%,1,232,951
UA,5.71,-2.71%,318,668
U,26.73,-2.75%,970,819
TYRA,28.75,1.50%,75,862
TXG,35.04,0.81%,950,119
TWO,12.26,-0.53%,399,826
TWI,7.59,0.26%,53,235
TV,2.85,-4.85%,149,910
TUYA,1.88,0.27%,226,568
TU,11.45,-0.74%,954,253
TTI,10.09,-1.46%,169,312
TTEK,26.95,-1.48%,728,508
TTD,17.92,-3.21%,3,344,502
TSSI,13.39,-1.25%,215,912
TSLX,16.37,-1.44%,196,389
TSHA,6.53,1.76%,617,422
TSCO,29.96,-0.92%,1,494,005
TRVI,17.39,1.05%,1,180,424
TRTX,8.57,-0.29%,52,293
TRS,44.36,1.36%,46,300
TROX,7.23,-2.31%,302,772
TRON,1.54,-5.21%,353,504
TRN,34.82,1.02%,25,399
TRMD,30.06,2.21%,183,157
TRMB,49.09,-0.14%,441,655
TRLV,9.52,-5.74%,438,776
TRIP,12.66,-2.31%,740,519
TRIN,16.96,0.77%,517,077
TREX,46.85,-0.59%,94,709
TPG,41.12,-2.22%,211,673
TOWN,35.01,0.88%,41,717
TOST,24.50,-0.67%,1,429,394
TOI,5.13,-2.47%,154,858
TNGX,28.70,2.61%,1,325,097
TNDM,14.86,-2.84%,384,957
TMQ,3.69,-2.64%,672,172
TME,8.35,-4.34%,2,284,673
TMC,5.08,-0.97%,1,052,096
TLS,4.33,-4.10%,117,765
TLRY,4.76,0.53%,803,648
TLK,14.31,-3.83%,297,444
TKC,6.05,-0.90%,112,505
TK,12.37,3.90%,59,463
TILE,32.70,0.43%,41,567
TIGR,4.70,-0.16%,837,879
TIC,8.29,-1.54%,184,806
THM,2.16,-2.04%,139,826
TH,19.83,-1.66%,207,216
TGB,6.87,-3.78%,749,664
TFSL,16.60,1.13%,116,992
TFPM,29.52,-1.76%,72,332
TFC,48.78,0.94%,1,167,651
TEVA,31.94,1.46%,1,595,536
TENX,11.99,-0.04%,192,756
TENB,26.82,-0.20%,269,802
TEM,48.10,-5.38%,1,884,179
TE,9.87,5.56%,17,505,968
TDUP,6.07,0.92%,335,292
TDS,39.95,0.91%,162,693
TDOC,7.88,-2.35%,919,447
TDC,29.67,-3.90%,510,310
TDAY,7.71,-2.10%,97,220
TCOM,45.40,0.67%,1,444,949
TBLA,4.51,-3.94%,707,795
TBBB,41.75,-0.83%,57,980
TASK,4.89,-0.51%,249,728
TAP,39.29,-0.27%,344,498
TALO,13.87,0.73%,170,152
TALK,5.20,-0.19%,494,817
TAL,9.29,1.04%,2,226,381
TAK,15.56,-0.42%,355,895
TAC,13.81,0.55%,190,417
T,22.30,1.29%,12,563,641
SYM,39.65,-4.88%,522,212
SXC,8.52,-1.33%,151,594
SWMR,42.00,0.50%,95,097
SWIM,5.72,-1.78%,73,730
SWBI,15.52,-3.48%,434,275
SW,44.85,1.48%,731,721
SVV,10.15,0.00%,106,708
SVRA,5.55,1.00%,273,333
SVM,11.17,-1.33%,911,837
SVC,1.70,0.59%,1,015,210
SUZ,8.27,-1.37%,380,597
SUPV,10.76,-5.45%,277,564
SUPN,44.22,-0.35%,37,757
STWD,16.80,0.57%,671,738
STVN,17.45,-0.53%,33,844
STUB,11.53,-1.32%,1,034,179
STTK,5.14,3.84%,121,332
STOK,31.39,1.26%,148,676
STNE,10.82,2.22%,497,665
STLA,6.40,0.95%,4,902,029
STGW,6.68,-0.37%,143,481
STEP,44.94,-0.56%,62,743
STAG,38.29,1.31%,151,705
STAA,28.42,-2.40%,82,437
SSYS,8.88,-0.45%,152,352
SSRM,30.29,-2.13%,684,732
SSMR,13.20,-3.58%,9,181
SSL,11.31,5.06%,717,414
SRTA,5.83,-0.93%,296,320
SRRK,49.22,3.98%,121,990
SRPT,17.75,1.28%,349,861
