ticker,price,change,volume
VRDN,17.47,0.84%,60,718
VOYG,29.58,-2.57%,324,275
VOR,14.85,2.52%,78,665
VOD,13.78,-0.22%,323,910
VNT,30.84,1.97%,49,453
VNOM,43.52,0.46%,82,097
VNO,38.28,0.78%,39,743
VNET,7.62,-6.50%,798,121
VNDA,5.96,1.02%,49,314
VLY,14.81,1.37%,333,005
VLRS,9.53,3.25%,51,649
VKTX,39.27,3.71%,608,526
VIV,13.21,0.49%,54,220
VITL,10.63,-4.32%,195,478
VISN,12.60,0.44%,255,402
VIR,9.97,0.20%,70,327
VIPS,12.98,-3.12%,159,914
VICI,26.61,-0.41%,1,803,175
VIAV,47.77,-3.32%,422,028
VIA,14.79,-2.05%,201,974
VGNT,43.69,3.48%,27,623
VG,10.34,-1.66%,961,945
VFS,3.08,-1.76%,36,646
VFC,17.35,0.78%,387,975
VET,9.28,-1.49%,102,578
VERX,11.06,-0.67%,60,970
VERA,39.74,0.58%,204,612
VELO,17.60,-2.49%,1,504,285
VCEL,42.92,2.95%,55,069
VALE,14.91,0.51%,2,329,729
UWMC,2.11,4.69%,3,367,619
UUUU,14.58,-2.99%,987,942
UTZ,7.46,1.50%,88,934
UTI,39.53,0.39%,19,261
USAS,4.57,0.33%,569,497
USAR,20.32,-5.14%,2,431,231
USA,5.72,1.33%,281,865
UROY,2.72,-2.16%,356,589
URGN,35.74,0.89%,16,235
URG,1.33,-1.75%,1,026,424
UPWK,8.02,-2.37%,200,730
UPST,32.18,-1.44%,415,528
UPBD,19.90,1.56%,84,319
UPB,6.30,-0.79%,23,460
UNIT,11.36,0.35%,60,842
UMH,15.37,0.26%,21,882
UMC,27.57,-1.57%,4,212,057
UMAC,18.70,-4.20%,541,715
ULCC,8.08,8.78%,554,033
UGP,4.89,0.10%,149,583
UGI,35.13,0.82%,32,837
UEC,10.66,-2.17%,882,166
UE,23.39,0.67%,28,122
UDR,39.00,1.59%,245,472
UCB,34.83,0.81%,19,219
UBSI,46.11,0.94%,114,764
UAMY,6.43,-2.14%,937,427
UAA,6.19,2.15%,557,699
UA,5.99,1.79%,260,526
U,26.03,-4.13%,485,466
TYRA,31.35,3.23%,67,681
TXG,35.71,3.19%,240,761
TWO,12.39,0.16%,30,090
TWI,7.70,2.46%,31,106
TV,2.72,-0.55%,12,303
TUYA,1.76,-0.84%,115,937
TU,11.09,-1.29%,436,807
TTI,10.09,1.10%,187,067
TTEK,28.92,1.19%,105,917
TTD,17.18,-2.94%,2,497,210
TSSI,11.44,-4.63%,98,025
TSLX,16.53,-0.81%,23,858
TSHA,6.38,-8.14%,3,075,207
TSCO,30.74,2.26%,804,908
TRVI,17.66,0.80%,42,111
TRTX,8.60,0.29%,57,319
TRS,44.29,1.57%,13,781
TROX,6.59,-3.87%,211,839
TRON,1.43,0.00%,81,204
TRN,36.19,2.46%,15,875
TRMD,28.72,0.07%,177,396
TRMB,49.83,-0.63%,112,270
TRLV,8.13,-4.30%,280,920
TRIP,12.88,-0.80%,262,961
TRIN,16.91,0.39%,114,634
TREX,49.80,1.88%,79,300
TPG,40.19,3.74%,132,844
TOWN,35.99,0.03%,16,025
TOST,26.15,0.50%,956,527
TOI,5.23,-0.29%,81,588
TNGX,30.57,4.98%,366,427
TNDM,15.70,4.56%,293,489
TMQ,3.25,-2.40%,269,649
TME,8.05,-1.59%,732,726
TMC,4.45,-2.41%,544,225
TLS,4.16,-4.03%,181,649
TLRY,4.47,-2.51%,369,106
TLK,14.23,-0.02%,75,742
TKC,5.93,-1.17%,689,647
TK,11.95,-0.91%,27,881
TILE,35.05,2.37%,24,167
TIGR,4.66,-0.11%,889,436
TIC,8.27,0.07%,65,153
THM,1.87,-1.32%,118,062
TH,20.17,0.82%,74,091
TGB,6.41,0.71%,494,159
TFSL,17.27,1.38%,48,426
TFPM,28.08,0.04%,50,842
TEVA,34.10,-0.34%,233,849
TEO,12.72,-0.14%,22,740
TENX,12.81,-0.93%,31,046
TENB,27.63,-1.04%,90,601
TE,8.12,-4.75%,4,288,668
TDUP,6.56,0.31%,77,971
TDS,37.56,0.03%,17,745
TDOC,7.79,-0.26%,437,247
TDC,31.58,-0.34%,95,239
TDAY,8.01,0.00%,47,064
TCOM,39.40,-14.89%,4,206,048
TBLA,4.57,-1.75%,111,625
TBBB,41.89,-0.34%,6,250
TASK,4.94,1.23%,54,774
TAP,40.90,0.91%,144,261
TALO,13.66,-0.33%,50,807
TALK,5.19,0.00%,38,579
TAL,8.93,-2.51%,339,681
TAK,15.67,-0.32%,249,282
TAC,13.84,1.10%,105,789
T,22.51,0.65%,2,520,816
SYM,39.62,0.48%,183,529
SXC,8.15,0.00%,47,569
SWMR,37.72,-1.33%,30,257
SWIM,6.22,2.81%,47,044
SWBI,15.82,-1.86%,90,300
SW,46.67,0.25%,858,854
SVV,10.33,0.98%,27,428
SVRA,5.84,0.26%,103,113
SVM,10.40,-0.02%,378,900
SVC,1.71,-3.07%,1,322,583
SUZ,8.16,0.68%,127,933
SUPV,9.30,-0.53%,42,254
SUPN,45.16,0.04%,7,015
STWD,16.83,1.32%,343,133
STVN,18.12,5.10%,17,922
STUB,11.30,0.29%,320,745
STTK,5.99,-0.39%,88,796
STOK,30.99,1.98%,46,268
STNE,10.81,-0.13%,130,894
STLA,5.91,1.20%,2,341,562
STGW,7.08,0.14%,62,702
STEP,41.37,0.46%,38,562
STAG,39.41,0.77%,106,051
STAA,29.27,1.22%,23,595
ST,49.04,1.74%,82,064
SSYS,8.34,0.00%,37,106
SSRM,28.95,2.12%,324,678
SSL,10.03,-4.43%,96,838
SRTA,5.47,-0.73%,47,495
SRPT,16.61,-0.51%,154,124
SRAD,14.57,-1.42%,95,200
SPT,6.64,-0.90%,56,779
SPRY,7.54,-28.46%,1,078,089
SPNT,23.52,0.34%,14,571
SPIR,16.08,-6.16%,111,183
