ticker,price,change,volume
ZYME,24.70,1.67%,29,626
ZVRA,13.20,0.92%,143,781
ZURA,4.36,2.46%,80,742
ZTO,21.51,-2.05%,204,057
ZLAB,18.35,-0.11%,58,519
ZIM,25.54,-0.16%,85,985
ZGN,13.04,-0.53%,88,316
ZG,30.45,-0.16%,100,770
ZETA,17.97,-4.60%,1,427,208
ZD,47.48,-1.46%,17,293
ZBIO,22.49,3.17%,26,760
Z,30.37,-0.56%,302,086
YUMC,40.44,-1.47%,108,462
YSWY,20.19,-2.51%,18,747
YSS,23.59,-3.87%,153,144
YPF,44.95,-1.47%,138,446
YMM,7.63,-2.34%,388,710
YEXT,4.11,-1.08%,81,679
YELP,23.19,-0.71%,26,126
XXI,5.25,-2.60%,170,160
XRX,3.16,0.59%,328,247
XRAY,10.79,2.58%,259,576
XPRO,13.22,0.97%,30,415
XPOF,6.98,-0.71%,33,043
XPEV,12.10,-3.04%,1,219,677
XP,15.72,1.00%,252,910
XNDU,11.55,-2.12%,209,704
XNCR,14.48,0.21%,45,944
XMAX,8.35,0.11%,26,480
XIFR,11.90,1.84%,70,758
XHR,20.42,1.01%,31,483
XERS,7.47,0.95%,444,214
XE,18.52,-3.01%,519,979
WYFI,35.42,-8.50%,651,525
WY,25.74,1.72%,232,356
WWW,17.59,0.28%,16,764
WVE,5.93,-0.36%,284,581
WULF,25.84,-4.19%,2,256,655
WU,7.24,0.07%,454,268
WTTR,18.73,1.85%,97,244
WTRG,38.26,1.27%,106,799
WTI,3.12,-0.16%,358,929
WT,18.13,1.68%,121,283
WSR,18.95,-0.03%,21,579
WSE,10.92,-0.18%,118,038
WSC,29.23,1.32%,107,418
WSBC,38.22,0.95%,70,805
WRN,2.12,1.44%,198,391
WRD,5.28,-5.63%,919,229
WRBY,27.37,1.94%,312,535
WPP,16.91,2.05%,60,466
WOOF,2.64,1.93%,280,280
WOLF,44.29,-3.43%,816,789
WNC,13.85,5.73%,84,009
WMG,26.69,-0.88%,127,442
WLTH,7.85,-2.68%,275,581
WKC,31.86,0.82%,20,360
WK,47.07,-1.58%,40,556
WIX,42.25,-0.82%,82,122
WIT,2.15,-1.83%,394,616
WHR,38.10,0.65%,151,290
WGO,30.29,11.07%,362,829
WEST,9.90,2.27%,171,698
WES,42.40,0.70%,63,708
WERN,42.09,2.69%,88,962
WEN,8.30,5.60%,33,716,702
WEAV,5.30,-2.30%,32,141
WDS,18.85,-1.10%,43,533
WBI,28.78,1.65%,81,916
WBD,27.24,0.15%,1,153,107
WB,7.21,-1.03%,319,837
WAY,18.84,-0.84%,77,001
WAFD,37.82,0.20%,27,625
VZLA,3.10,-0.32%,417,290
VZ,45.96,0.60%,1,803,420
VYX,7.54,0.53%,163,965
VVV,40.01,1.01%,72,460
VVR,3.01,0.00%,102,886
VTS,15.50,-1.14%,31,328
VTRS,16.18,1.58%,440,901
VTEX,3.63,-1.36%,163,031
VSTS,13.70,1.56%,35,509
VSTM,3.82,-0.88%,271,492
VSNT,37.61,-1.44%,146,880
VRRM,4.28,-2.51%,380,871
VRNS,37.28,-0.03%,231,928
