ticker,price,change,volume
SVC,1.67,0.60%,1,612,403
SUZ,8.06,-1.88%,1,062,815
SUPV,10.28,-0.34%,855,901
SUPN,44.93,1.01%,180,554
STWD,16.76,0.70%,1,038,550
STVN,17.02,0.47%,104,909
STUB,11.70,2.63%,1,476,458
STTK,5.37,2.48%,264,523
STOK,32.05,3.49%,711,900
STNE,10.72,-0.23%,1,110,249
STLA,6.05,-5.18%,16,075,513
STGW,6.86,2.93%,551,525
STEP,44.01,-3.19%,279,157
STAG,38.85,0.69%,458,009
STAA,28.54,-1.02%,103,745
ST,49.84,-3.59%,368,948
SSYS,8.45,-2.09%,164,149
SSRM,29.63,-3.55%,1,335,060
SSMR,13.35,-3.82%,24,450
SSL,11.13,-1.46%,1,250,174
SRTA,5.55,-3.57%,478,401
SRPT,17.53,-0.65%,771,461
SRAD,14.73,1.06%,354,753
