ticker,price,change,volume
VZ,46.62,2.77%,6,689,670
VYX,7.03,0.07%,497,694
VVV,38.11,1.52%,273,291
VVR,2.98,0.17%,145,876
VTS,16.08,0.59%,77,960
VTRS,15.74,2.34%,2,093,793
VTEX,3.58,-0.14%,1,511,400
VSTS,13.06,-0.41%,271,228
VSTM,4.30,1.06%,792,029
VSNT,37.61,-2.38%,529,178
VRRM,4.43,-0.89%,1,694,833
VRNS,37.45,14.49%,4,650,794
VRDN,17.56,-0.40%,624,257
VOYG,34.04,-1.53%,594,695
VOR,15.16,1.47%,402,900
VOD,14.04,-0.57%,2,086,323
VNT,30.63,0.57%,507,211
VNOM,43.83,0.62%,562,803
VNO,37.63,0.15%,205,864
VNET,8.41,-1.59%,1,549,357
VNDA,6.01,0.25%,252,348
VLY,14.31,0.46%,1,630,530
VLRS,9.19,1.21%,190,189
VKTX,35.81,10.62%,3,050,564
VIV,13.21,1.63%,380,096
VITL,10.78,6.97%,813,147
VISN,12.53,-2.68%,1,797,276
VIR,10.06,5.17%,817,944
VIPS,13.13,-0.84%,585,661
VICI,26.56,1.80%,3,857,019
VIA,14.98,0.30%,221,587
VGZ,2.14,-6.96%,1,260,768
VGNT,43.28,-4.72%,449,815
VG,11.15,-1.02%,2,501,478
VFS,3.12,1.30%,145,726
VFC,16.78,-1.47%,1,741,377
VET,9.77,-0.96%,446,181
VERX,10.70,1.13%,273,249
VERA,37.90,-1.37%,528,080
VELO,21.65,-10.94%,2,393,931
VCEL,40.58,0.27%,146,372
VALE,15.31,-2.58%,12,858,395
UWMC,2.04,-0.49%,5,655,857
UUUU,16.02,-0.62%,10,773,432
UTZ,7.05,2.93%,742,232
UTI,40.63,1.52%,149,755
USAS,5.05,-5.35%,2,037,493
USAR,23.86,-1.07%,6,539,120
USA,5.67,-0.87%,560,233
UROY,2.99,1.70%,931,876
URGN,34.98,-0.03%,169,571
URG,1.45,1.05%,4,956,696
UPWK,7.98,1.84%,776,867
UPST,32.00,2.17%,1,471,463
UPBD,18.83,2.81%,211,154
UPB,6.36,0.92%,171,887
UNIT,11.40,1.83%,323,103
UMH,15.15,1.17%,126,050
UMC,26.44,-3.86%,9,893,546
UMAC,22.10,-2.08%,1,473,868
ULCC,7.42,3.92%,1,295,061
UGP,4.88,-0.20%,894,765
UGI,34.70,2.69%,490,223
UEC,11.69,1.87%,4,828,976
UE,22.77,1.90%,319,703
UDR,38.15,1.08%,647,418
UCB,33.86,1.44%,250,295
UBSI,45.22,0.60%,317,173
UAMY,7.55,-3.25%,1,889,229
UAA,5.84,-1.24%,1,666,636
UA,5.65,-1.40%,914,334
U,27.70,2.08%,2,638,224
TYRA,30.41,0.91%,292,047
TXG,32.38,-1.70%,1,268,583
TWO,12.30,0.61%,785,218
TWI,7.38,-2.39%,72,918
TV,2.69,-1.28%,557,877
TUYA,1.82,-1.21%,426,537
TU,11.52,1.63%,1,397,966
TTI,10.15,-1.87%,291,704
TTEK,27.96,2.98%,1,646,571
TTD,17.88,-0.80%,9,005,948
TSSI,13.06,-1.78%,291,712
TSLX,16.48,1.42%,319,950
TSHA,6.74,3.21%,653,292
TSCO,30.11,1.01%,4,255,430
TRVI,17.96,1.41%,794,915
TRTX,8.63,1.05%,130,239
TRS,44.19,-0.38%,71,214
TROX,7.15,-2.64%,506,570
TRON,1.52,-6.15%,333,153
TRN,34.93,-0.58%,108,100
TRMD,28.95,-4.36%,3,245,571
TRMB,48.94,-0.60%,589,889
TRLV,8.35,-8.39%,1,289,192
TRIP,12.57,1.70%,1,548,154
TRIN,16.97,0.50%,357,833
TREX,46.14,-0.56%,301,364
TPG,39.93,-3.06%,944,557
TOWN,35.48,1.37%,103,696
TOST,24.59,1.35%,2,440,690
TOI,5.00,-0.20%,415,022
TNGX,28.97,1.63%,1,876,063
TNDM,14.31,-0.21%,1,202,385
TMQ,3.62,-2.03%,716,289
TME,8.26,-0.91%,3,967,398
TMC,4.93,-0.42%,1,716,832
TLS,4.30,0.23%,255,900
TLRY,4.64,1.09%,1,457,261
TLK,14.44,2.23%,403,224
TKC,6.04,-0.49%,321,980
TK,12.40,0.65%,161,186
TILE,32.59,0.72%,68,721
TIGR,4.68,-1.37%,1,726,636
TIC,8.14,0.87%,372,931
THM,2.07,-6.98%,297,298
TH,20.58,2.17%,373,385
TGB,6.74,-3.15%,1,969,373
TFSL,16.71,0.60%,161,383
TFPM,29.02,-2.80%,307,689
TFC,49.14,0.78%,2,423,324
TEVA,33.10,2.80%,1,366,201
TENX,12.76,4.12%,289,268
TENB,27.63,4.90%,443,830
TEM,49.72,3.90%,2,180,556
TE,9.80,-5.77%,16,154,775
TDUP,6.11,3.36%,267,417
TDS,39.11,0.44%,143,615
TDOC,7.72,1.78%,1,485,048
TDC,31.13,4.92%,830,689
TDAY,7.93,2.13%,300,834
TCOM,44.79,-3.50%,1,612,082
TBLA,4.51,1.46%,796,410
TBBB,42.03,0.82%,128,793
TASK,4.88,-2.27%,312,060
TAP,39.76,0.30%,688,274
TALO,14.05,-0.11%,397,165
TALK,5.20,-0.19%,2,035,114
TAL,9.36,-1.11%,1,029,912
TAK,15.77,1.96%,999,133
TAC,13.60,-1.83%,209,337
T,22.83,3.30%,27,669,549
SYM,39.00,-2.99%,1,358,797
SXC,8.38,0.07%,314,486
SWMR,42.47,-5.93%,138,864
SWIM,5.88,2.00%,178,212
SWBI,16.58,0.79%,502,703
SW,45.22,-0.39%,1,375,611
SVV,9.73,0.93%,173,317
SVRA,5.77,1.41%,646,687
SVM,10.80,-3.30%,1,180,037
SVC,1.66,0.00%,1,546,038
SUZ,8.05,-2.01%,1,034,749
SUPV,10.30,-0.19%,853,233
SUPN,44.98,1.12%,170,081
STWD,16.74,0.57%,1,003,957
STVN,17.01,0.40%,100,293
STUB,11.68,2.44%,1,391,919
STTK,5.41,3.24%,251,641
STOK,32.01,3.37%,680,159
STNE,10.76,0.14%,1,080,386
STLA,6.05,-5.17%,15,867,798
STGW,6.88,3.24%,537,856
STEP,43.92,-3.39%,274,135
STAG,38.83,0.65%,392,441
STAA,28.54,-1.01%,102,780
ST,49.61,-4.04%,346,554
SSYS,8.43,-2.38%,159,206
SSRM,29.47,-4.07%,1,316,076
SSMR,13.15,-5.26%,22,703
SSL,11.14,-1.29%,1,245,277
SRTA,5.56,-3.24%,453,581
SRPT,17.48,-0.97%,743,889
SRAD,14.75,1.17%,348,577
