ticker,price,change,volume
ZYME,24.38,2.07%,10,092
ZWS,48.76,1.03%,11,750
ZVRA,13.21,1.62%,80,510
ZURA,4.24,-1.51%,13,034
ZTO,21.89,-0.43%,57,323
ZLAB,18.72,1.24%,110,243
ZIM,25.47,0.15%,17,689
ZGN,13.13,0.08%,107,412
ZG,31.39,2.70%,67,069
ZETA,20.09,2.97%,973,992
ZD,46.85,0.98%,31,237
ZBIO,20.38,0.88%,5,675
Z,31.25,2.48%,219,026
YUMC,41.06,0.24%,70,169
YSWY,21.22,-1.85%,1,858
YSS,27.84,-2.52%,27,277
YPF,46.81,-2.56%,68,445
YMM,7.66,0.33%,225,994
YEXT,4.02,2.29%,31,010
YETI,49.21,2.59%,21,717
YELP,22.96,1.28%,57,754
XXI,5.63,-1.57%,57,395
XRX,3.17,1.11%,132,476
XRAY,10.62,4.17%,191,922
XPRO,12.88,-3.88%,60,356
XPOF,6.97,2.20%,95,245
XPEV,12.65,-0.86%,488,949
XP,15.70,-0.13%,142,612
XNDU,11.92,-2.52%,170,892
XNCR,14.53,3.19%,21,164
XMAX,8.67,0.76%,51,007
XIFR,11.57,0.30%,12,049
XHR,20.09,0.30%,8,203
XERS,7.41,2.92%,57,511
XE,19.84,-5.90%,362,543
WYFI,40.38,-9.77%,296,287
WY,24.95,2.09%,150,214
WWW,16.86,0.59%,48,975
WVE,6.13,1.49%,172,426
WULF,28.19,-2.03%,1,382,134
WU,7.16,1.85%,288,796
WTTR,18.17,-2.08%,60,352
WTRG,37.62,0.88%,48,664
WTI,3.13,-5.86%,426,570
WT,18.03,-1.64%,51,243
WSR,18.93,-0.04%,18,982
WSE,11.09,-0.54%,90,605
WSC,28.03,0.65%,19,429
WSBC,37.28,0.00%,13,195
WRN,2.10,-4.77%,120,906
WRD,5.64,-2.00%,271,627
WRBY,25.25,-1.52%,242,238
WPP,16.94,0.03%,55,635
WOOF,2.57,1.79%,177,971
WOLF,46.26,-5.43%,485,079
WNC,13.04,3.49%,44,858
WMG,27.54,0.00%,40,121
WLTH,8.14,-0.85%,11,431
WKC,31.84,-0.31%,5,487
WK,48.72,3.70%,11,874
WIX,41.06,1.56%,67,266
WIT,2.29,-0.22%,242,313
WHR,37.92,4.77%,83,048
WHK,27.62,-0.09%,1,513
WGO,29.11,2.92%,18,720
WEST,9.25,1.87%,15,514
WES,43.07,-1.00%,31,240
WERN,41.25,0.55%,17,544
WEN,8.84,41.33%,50,755,017
WEAV,5.54,1.88%,18,015
WDS,19.13,-3.19%,45,504
WBI,28.23,-1.26%,44,006
WBD,26.97,0.33%,1,854,061
WB,7.36,0.55%,48,343
WAY,18.92,2.80%,43,573
WAFD,37.37,0.28%,9,571
VZLA,3.22,-3.73%,705,698
VZ,46.45,-0.60%,855,696
VYX,7.27,3.86%,75,634
VVV,38.80,1.25%,93,001
VVR,2.97,-0.34%,15,056
VTS,15.97,-1.05%,10,582
VTRS,15.94,1.17%,200,352
VTEX,3.61,3.00%,70,627
VSTS,13.40,1.52%,38,870
VSTM,4.33,2.85%,115,237
VSNT,38.45,1.51%,51,436
VRRM,4.47,1.48%,102,206
VRNS,36.19,3.31%,323,932
VRDN,17.63,2.03%,49,020
VOYG,32.17,-4.24%,65,125
VOR,14.90,0.32%,17,368
VOD,13.91,-0.99%,201,126
VNT,30.30,0.76%,8,854
VNOM,43.15,-1.21%,29,037
VNO,38.24,1.57%,10,267
VNET,8.28,-0.96%,82,296
VNDA,6.07,2.02%,30,031
VLY,14.41,0.21%,124,000
VLRS,9.31,1.25%,41,185
VKTX,35.50,1.98%,179,121
VIV,13.24,0.15%,44,158
VITL,10.92,2.25%,50,228
VISN,12.54,0.32%,97,523
VIR,10.29,1.28%,44,059
VIPS,13.19,0.15%,34,906
VICI,27.05,1.63%,8,767,055
VIAV,48.76,-2.43%,168,140
VIA,15.12,0.57%,8,410
VGNT,42.37,-0.77%,68,940
VG,10.99,-1.92%,502,842
VFS,3.18,0.63%,26,704
VFC,16.78,-0.77%,214,957
VET,9.42,-4.27%,41,253
VERX,11.16,2.20%,39,800
VERA,38.84,1.68%,173,308
VELO,19.45,-5.86%,354,477
VCEL,41.25,2.13%,25,650
VALE,14.93,-2.48%,1,753,494
UWMC,2.11,3.94%,832,562
UUUU,15.04,-2.78%,793,495
UTZ,7.20,2.18%,41,606
UTI,39.42,-0.83%,19,748
USAS,4.64,-5.31%,549,467
USAR,21.93,-4.19%,1,340,309
USA,5.68,0.62%,144,871
UROY,2.85,-2.06%,111,036
URGN,36.04,2.53%,22,110
URG,1.38,-2.48%,708,545
UPWK,8.34,1.58%,99,786
UPST,32.34,2.79%,183,804
UPBD,19.11,2.27%,59,212
UPB,6.54,3.54%,6,209
UNIT,11.50,-0.09%,24,362
UMH,15.35,1.32%,11,343
UMC,26.99,3.00%,2,172,734
UMAC,20.69,-3.81%,328,625
ULCC,7.39,2.00%,204,176
UGP,4.89,-1.01%,178,452
UGI,34.65,-0.20%,32,448
UEC,11.01,-2.91%,541,589
UE,23.14,0.96%,9,694
UDR,38.64,0.94%,73,668
UCB,34.13,0.28%,7,483
UBSI,45.35,0.13%,24,962
UBS,49.73,-1.12%,133,593
UAMY,6.84,-2.43%,824,753
UAA,5.85,1.21%,162,045
UA,5.66,0.98%,42,445
U,27.92,1.12%,142,402
TYRA,30.19,0.45%,10,288
TXG,33.76,5.93%,80,641
TWO,12.34,0.16%,7,239
TWI,7.28,0.07%,3,639
TV,2.68,-0.92%,30,022
TUYA,1.82,-1.36%,83,569
TU,11.33,-1.39%,448,029
TTI,9.99,-1.38%,51,071
TTEK,28.26,0.78%,90,327
TTD,18.30,2.08%,853,485
TSSI,12.51,-1.65%,57,622
TSLX,16.60,0.67%,24,557
TSHA,6.97,1.68%,45,985
TSCO,29.84,0.54%,535,986
TRVI,17.74,2.07%,137,181
TRTX,8.66,0.12%,15,358
TRS,43.47,0.86%,2,773
TROX,6.44,-3.59%,131,269
TRON,1.50,-1.64%,10,889
TRN,35.41,0.97%,6,323
TRMD,29.49,1.20%,175,519
TRLV,8.19,-3.93%,164,419
TRIP,12.62,1.90%,133,181
TRIN,16.85,-0.24%,36,648
TREX,47.58,4.94%,35,163
TPG,39.36,-0.56%,124,468
TOWN,35.76,0.61%,22,667
TOST,25.28,3.14%,1,168,933
TOI,5.33,5.96%,162,626
TNGX,29.66,4.46%,410,939
TNDM,14.66,1.73%,60,258
TMQ,3.44,-3.23%,200,733
TME,8.36,1.95%,392,502
TMC,4.65,-3.50%,384,525
TLS,4.40,1.43%,16,218
TLRY,4.64,0.76%,165,280
TLK,14.16,-1.87%,61,418
TKC,5.95,-1.49%,33,905
TK,12.27,-1.44%,7,410
TILE,32.67,0.80%,3,831
TIGR,4.68,0.75%,354,436
TIC,8.30,1.59%,29,734
THM,1.97,-4.15%,99,238
TH,20.29,-1.12%,23,881
TGB,6.43,-3.96%,315,433
TFSL,16.93,0.30%,28,592
TFPM,28.19,-2.12%,42,608
TEVA,33.42,0.62%,193,831
TEO,13.19,1.23%,43,030
TENX,13.44,-1.43%,18,348
TENB,27.97,2.59%,51,024
TE,8.82,-4.49%,2,813,869
TDUP,6.36,2.33%,52,875
TDS,38.79,-0.72%,44,327
TDOC,7.86,2.28%,208,471
TDC,31.29,0.42%,42,041
TDAY,8.05,0.31%,56,321
TCOM,46.12,1.36%,167,009
TBLA,4.68,0.11%,72,817
TBBB,42.19,0.25%,31,348
TASK,4.81,2.58%,21,743
TAP,40.11,1.01%,56,249
TALO,13.65,-2.22%,65,641
TALK,5.19,-0.19%,318,913
TAL,9.33,-1.13%,76,305
TAK,15.85,0.03%,111,527
TAC,13.67,-0.15%,6,922
T,22.65,-0.72%,1,669,664
SYM,39.19,1.59%,131,954
SXC,8.24,-1.55%,18,296
SWMR,40.42,-2.47%,34,220
SWIM,5.92,0.73%,31,428
SWBI,16.32,-2.13%,44,926
SW,45.12,1.71%,184,801
SVV,10.01,3.09%,24,474
SVRA,5.83,0.87%,38,914
SVM,10.21,-3.50%,391,517
SVC,1.73,1.17%,292,723
SUZ,7.96,-1.00%,184,460
SUPV,10.01,-1.09%,39,585
SUPN,45.10,1.40%,6,690
STWD,16.85,0.66%,112,201
STVN,17.23,2.16%,42,144
STUB,11.69,-1.17%,80,526
STTK,5.48,1.67%,7,608
STOK,31.23,0.37%,15,008
STNE,10.94,2.05%,104,339
STLA,5.89,-1.26%,2,251,840
STGW,7.07,0.43%,35,268
STEP,42.00,-2.17%,19,939
STAG,38.99,0.30%,44,263
STAA,28.42,0.19%,11,087
ST,48.35,-0.95%,25,821
SSYS,8.30,-0.24%,29,402
SSRM,28.58,-2.31%,152,343
SSL,10.41,-6.30%,272,637
SRTA,5.53,-0.72%,60,571
SRPT,17.30,0.24%,86,225
SRAD,14.99,1.97%,74,266
SPT,6.79,3.66%,27,348
