ticker,price,change,volume
ZYME,24.36,2.01%,210,485
ZVRA,13.05,0.41%,615,916
ZURA,4.22,-2.04%,612,408
ZTO,21.89,-0.43%,832,415
ZLAB,18.36,-0.72%,631,876
ZIM,25.13,-1.18%,601,537
ZGN,13.23,0.80%,687,840
ZG,30.90,1.10%,1,158,963
ZETA,18.70,-4.15%,6,901,790
ZD,48.16,3.79%,473,276
ZBIO,21.61,6.95%,557,807
Z,30.99,1.62%,2,428,316
YUMC,41.10,0.34%,1,045,263
YSWY,20.87,-3.48%,183,697
YSS,26.23,-8.17%,969,924
YPF,45.51,-5.26%,1,601,280
YMM,7.83,2.49%,4,470,355
YEXT,4.13,5.09%,677,537
YETI,49.61,3.41%,481,616
YELP,23.34,2.98%,441,312
XXI,5.39,-5.86%,904,162
XRX,3.12,-0.48%,1,573,925
XRAY,10.43,2.21%,2,414,123
XPRO,13.04,-2.71%,1,072,086
XPOF,6.83,0.12%,395,664
XPEV,12.48,-2.16%,3,344,061
XP,15.70,-0.13%,2,287,365
XNDU,11.81,-3.43%,1,425,177
XNCR,14.46,2.71%,456,577
XMAX,8.31,-3.43%,786,044
XIFR,11.58,0.35%,414,786
XHR,20.15,0.60%,422,728
XERS,7.45,3.49%,1,025,996
XE,19.14,-9.27%,3,029,767
WYFI,38.03,-15.04%,3,299,190
WY,25.55,4.54%,3,499,009
WWW,17.29,3.16%,374,767
WVE,6.05,0.08%,2,151,361
WULF,26.13,-9.21%,21,887,119
WU,7.23,2.84%,4,370,089
WTTR,18.19,-1.91%,839,094
WTRG,37.82,1.42%,1,100,381
WTI,3.11,-6.76%,2,407,042
WT,17.81,-2.86%,2,467,922
WSR,18.95,0.05%,231,998
WSE,10.92,-2.06%,1,242,273
WSC,28.55,2.51%,707,828
WSBC,37.99,1.92%,753,507
WRN,2.05,-6.82%,2,177,875
WRD,5.60,-2.60%,1,557,777
WRBY,26.89,4.88%,1,872,879
WPP,16.59,-2.04%,780,970
WOOF,2.60,3.29%,1,191,992
WOLF,44.17,-9.69%,3,640,261
WNC,13.06,3.62%,963,698
WMG,27.07,-1.71%,984,966
WLTH,8.10,-1.40%,697,889
WKC,31.86,-0.23%,323,427
WK,48.06,2.31%,383,363
WIX,42.27,4.55%,838,819
WIT,2.23,-2.62%,7,107,174
WHR,37.79,4.42%,1,309,440
WHK,26.88,-2.78%,180,610
WGO,28.29,0.05%,1,100,736
WEST,9.65,6.33%,525,737
WES,42.57,-2.16%,639,385
WERN,41.00,-0.06%,482,723
WEN,8.00,27.83%,184,185,092
WEAV,5.46,0.37%,574,862
WDS,19.09,-3.37%,780,140
WBI,28.42,-0.59%,1,077,129
WBD,27.16,1.04%,25,820,604
WB,7.30,-0.20%,441,452
WAY,18.86,2.42%,1,280,573
WAFD,37.65,1.05%,295,007
VZLA,3.08,-8.21%,4,388,365
VZ,45.82,-1.95%,14,010,727
VYX,7.59,8.36%,1,394,452
VVV,39.60,3.34%,1,006,579
VVR,3.00,0.67%,306,262
VTS,15.70,-2.72%,307,953
VTRS,15.91,1.05%,4,410,778
VTEX,3.60,2.93%,2,265,724
VSTS,13.42,1.67%,619,799
VSTM,3.95,-6.06%,1,830,879
VSNT,37.91,0.08%,725,813
VRRM,4.41,0.30%,2,567,853
VRNS,36.77,4.98%,2,428,326
VRDN,17.42,0.80%,647,368
VOYG,30.98,-7.78%,1,549,148
VOR,14.59,-1.77%,478,603
VOD,13.85,-1.46%,1,806,197
VNT,30.23,0.53%,728,009
VNOM,43.36,-0.73%,852,626
VNO,38.14,1.30%,757,253
VNET,8.15,-2.57%,1,292,718
VNDA,5.93,-0.38%,495,051
VLY,14.56,1.22%,3,162,844
VLRS,9.13,-0.76%,544,044
VKTX,37.89,8.85%,4,107,711
VIV,13.19,-0.26%,678,502
VITL,11.04,3.39%,1,192,370
VISN,12.52,0.12%,2,063,841
VIR,10.11,-0.48%,1,584,233
VIPS,13.41,1.83%,1,447,171
VICI,27.08,1.71%,15,421,906
VIAV,49.06,-1.83%,4,752,078
VIA,14.93,-0.73%,501,396
VGNT,41.52,-2.76%,979,010
VG,10.45,-6.78%,7,944,866
VFS,3.12,-1.42%,331,057
VFC,17.23,1.91%,3,897,205
VET,9.43,-4.17%,1,025,177
VERX,11.24,2.94%,595,293
VERA,40.03,4.78%,1,252,169
VELO,17.85,-13.60%,2,729,467
VCEL,41.94,3.83%,387,843
VALE,14.85,-3.04%,18,660,311
UWMC,2.04,0.49%,19,650,127
UUUU,14.85,-4.04%,8,445,566
UTZ,7.28,3.33%,1,137,817
UTI,39.29,-1.16%,257,287
USAS,4.52,-7.78%,3,466,780
USAR,21.31,-6.90%,9,802,415
USA,5.66,0.09%,1,219,769
UROY,2.74,-5.84%,1,171,318
URGN,35.02,-0.37%,310,114
URG,1.35,-4.56%,7,102,607
UPWK,8.34,1.58%,1,131,272
UPST,32.64,3.77%,3,465,505
UPBD,19.07,2.03%,696,793
