ticker,price,change,volume
ZYME,24.33,1.89%,207,697
ZVRA,13.03,0.23%,598,463
ZURA,4.21,-2.24%,608,581
ZTO,21.87,-0.49%,819,946
ZLAB,18.34,-0.78%,627,049
ZIM,25.15,-1.10%,579,078
ZGN,13.22,0.72%,673,801
ZG,30.91,1.15%,1,152,423
ZETA,18.69,-4.23%,6,825,333
ZD,48.12,3.72%,472,135
ZBIO,21.63,7.06%,556,633
Z,31.03,1.74%,2,410,391
YUMC,41.09,0.32%,1,036,648
YSWY,20.88,-3.41%,182,676
YSS,26.18,-8.32%,947,975
YPF,45.56,-5.16%,1,590,319
YMM,7.84,2.57%,4,392,726
YEXT,4.12,4.96%,671,069
YETI,49.63,3.46%,477,399
YELP,23.33,2.93%,435,428
XXI,5.38,-6.03%,900,195
XRX,3.12,-0.48%,1,571,285
XRAY,10.42,2.16%,2,372,187
XPRO,13.02,-2.84%,1,066,112
XPOF,6.83,0.19%,393,542
XPEV,12.48,-2.23%,3,327,623
XP,15.65,-0.41%,2,260,672
XNDU,11.75,-3.92%,1,415,339
XNCR,14.45,2.64%,451,595
XMAX,8.31,-3.43%,781,283
XIFR,11.59,0.42%,402,539
XHR,20.16,0.65%,412,131
XERS,7.43,3.26%,1,019,351
XE,19.15,-9.22%,3,014,127
WYFI,37.84,-15.46%,3,256,055
WY,25.53,4.46%,3,466,944
WWW,17.27,3.05%,372,135
WVE,6.05,0.10%,2,132,260
WULF,25.98,-9.73%,21,512,800
WU,7.24,2.95%,4,233,220
WTTR,18.18,-1.99%,827,244
WTRG,37.78,1.31%,1,092,323
WTI,3.11,-6.76%,2,395,157
WT,17.77,-3.03%,2,448,897
WSR,18.94,0.03%,228,155
WSE,10.92,-2.06%,1,241,034
WSC,28.46,2.19%,691,828
WSBC,37.98,1.88%,738,719
WRN,2.05,-6.82%,2,042,914
WRD,5.59,-2.78%,1,552,244
WRBY,26.90,4.91%,1,858,418
WPP,16.60,-2.01%,779,866
WOOF,2.62,3.77%,1,187,343
WOLF,43.96,-10.13%,3,614,130
WNC,12.97,2.91%,945,708
WMG,27.08,-1.69%,974,313
WLTH,8.10,-1.35%,688,311
WKC,31.84,-0.31%,315,391
WK,48.13,2.44%,377,200
WIX,42.41,4.90%,825,658
WIT,2.23,-2.62%,7,052,468
WHR,37.79,4.42%,1,291,139
WHK,26.91,-2.68%,180,595
WGO,28.48,0.71%,1,022,050
WEST,9.66,6.44%,524,259
WES,42.53,-2.26%,632,480
WERN,41.01,-0.06%,478,649
WEN,8.05,28.70%,183,086,394
WEAV,5.47,0.46%,573,406
WDS,19.09,-3.37%,772,765
WBI,28.42,-0.59%,1,071,243
WBD,27.14,0.97%,25,771,648
WB,7.30,-0.20%,439,888
WAY,18.85,2.40%,1,266,163
WAFD,37.61,0.94%,292,728
VZLA,3.07,-8.36%,4,356,695
VZ,45.82,-1.94%,13,881,569
VYX,7.59,8.36%,1,388,369
VVV,39.54,3.17%,990,041
VVR,3.00,0.67%,293,402
VTS,15.72,-2.62%,303,257
VTRS,15.90,0.95%,4,359,687
VTEX,3.61,3.00%,2,252,843
VSTS,13.40,1.55%,617,643
VSTM,3.94,-6.46%,1,797,351
VSNT,37.98,0.26%,716,898
VRRM,4.43,0.68%,2,549,265
VRNS,36.72,4.84%,2,404,543
VRDN,17.44,0.91%,644,716
VOYG,31.03,-7.65%,1,531,547
VOR,14.55,-2.05%,475,955
VOD,13.85,-1.46%,1,796,505
VNT,30.28,0.68%,712,788
VNOM,43.32,-0.82%,846,833
VNO,38.15,1.34%,743,704
VNET,8.15,-2.56%,1,271,433
VNDA,5.93,-0.34%,489,615
VLY,14.55,1.15%,3,132,211
VLRS,9.11,-0.98%,540,144
VKTX,37.75,8.45%,4,063,373
VIV,13.18,-0.34%,668,973
VITL,11.05,3.47%,1,185,640
VISN,12.51,0.12%,2,033,936
VIR,10.09,-0.66%,1,569,346
VIPS,13.40,1.78%,1,441,584
VICI,27.05,1.63%,15,386,708
VIAV,49.01,-1.93%,4,728,777
VIA,14.88,-1.07%,493,213
VGNT,41.48,-2.86%,975,195
VG,10.48,-6.47%,7,725,948
VFS,3.12,-1.32%,330,826
VFC,17.23,1.86%,3,853,833
