ticker,price,change,volume
TEVA,33.03,2.59%,1,657,672
TENX,12.82,4.63%,296,794
TENB,27.55,4.58%,469,487
TEM,49.50,3.45%,2,282,047
TE,9.70,-6.73%,17,514,479
TDUP,6.07,2.75%,278,696
TDS,39.01,0.18%,152,362
TDOC,7.70,1.65%,1,596,842
TDC,31.06,4.68%,876,831
TDAY,7.95,2.49%,324,942
TCOM,44.77,-3.54%,1,652,371
TBLA,4.51,1.69%,831,376
TBBB,42.06,0.89%,141,276
TASK,4.88,-2.30%,325,513
TAP,39.74,0.26%,722,787
TALO,14.02,-0.25%,423,222
TALK,5.20,-0.19%,2,454,804
TAL,9.34,-1.43%,1,078,855
TAK,15.79,2.07%,1,061,930
TAC,13.57,-1.99%,229,283
T,22.88,3.53%,28,746,733
SYM,38.72,-3.67%,1,398,984
SXC,8.43,0.68%,347,092
SWMR,41.93,-7.11%,151,460
SWIM,5.86,1.65%,185,677
SWBI,16.74,1.76%,548,381
SW,45.04,-0.77%,1,449,103
SVV,9.71,0.73%,185,609
SVRA,5.80,2.02%,712,047
SVM,10.85,-2.82%,1,232,550
SVC,1.67,0.60%,1,639,629
SUZ,8.05,-1.95%,1,145,934
SUPV,10.29,-0.26%,870,281
SUPN,44.85,0.83%,197,927
STWD,16.75,0.63%,1,058,403
STVN,17.00,0.35%,107,874
STUB,11.71,2.75%,1,505,249
STTK,5.39,2.77%,273,248
STOK,31.86,2.89%,725,857
STNE,10.72,-0.18%,1,129,877
STLA,6.04,-5.33%,16,234,027
STGW,6.85,2.85%,561,228
STEP,43.73,-3.81%,284,122
STAG,38.78,0.53%,474,639
STAA,28.54,-1.02%,106,054
ST,49.60,-4.06%,397,702
SSYS,8.42,-2.43%,168,715
SSRM,29.65,-3.50%,1,355,041
SSMR,13.84,-0.29%,34,809
SSL,11.13,-1.46%,1,271,302
SRTA,5.51,-4.26%,561,759
SRPT,17.50,-0.83%,779,446
SRAD,14.75,1.17%,365,024
