ticker,price,change,volume
ZYME,24.35,1.98%,215,510
ZVRA,13.05,0.38%,622,549
ZURA,4.21,-2.21%,618,362
ZTO,21.88,-0.46%,845,763
ZLAB,18.35,-0.75%,644,085
ZIM,25.14,-1.14%,604,448
ZGN,13.23,0.84%,696,903
ZG,30.93,1.21%,1,166,662
ZETA,18.66,-4.36%,6,955,719
ZD,48.29,4.07%,480,486
ZBIO,21.54,6.61%,560,170
Z,31.02,1.72%,2,449,605
YUMC,41.12,0.39%,1,059,763
YSWY,20.83,-3.68%,187,394
YSS,26.02,-8.88%,995,311
YPF,45.48,-5.33%,1,620,602
YMM,7.83,2.42%,4,498,332
YEXT,4.13,5.09%,683,215
YETI,49.67,3.54%,487,188
YELP,23.35,3.01%,446,420
XXI,5.39,-5.77%,913,629
XRX,3.13,-0.44%,1,578,530
XRAY,10.44,2.30%,2,434,645
XPRO,13.07,-2.46%,1,078,867
XPOF,6.83,0.15%,398,364
XPEV,12.48,-2.23%,3,370,592
XP,15.65,-0.41%,2,380,362
XNDU,11.77,-3.79%,1,460,443
XNCR,14.46,2.71%,462,200
XMAX,8.30,-3.55%,793,903
XIFR,11.58,0.35%,425,475
XHR,20.15,0.57%,433,204
XERS,7.46,3.58%,1,048,552
XE,19.08,-9.53%,3,069,017
WYFI,37.93,-15.26%,3,335,354
WY,25.54,4.50%,3,544,125
WWW,17.33,3.43%,380,176
WVE,6.03,-0.25%,2,190,968
WULF,26.00,-9.66%,22,243,976
WU,7.23,2.84%,4,393,699
WTTR,18.20,-1.89%,858,027
WTRG,37.85,1.50%,1,109,308
WTI,3.09,-7.14%,2,422,152
WT,17.80,-2.91%,2,484,067
WSR,18.95,0.05%,233,813
WSE,10.92,-2.06%,1,244,487
WSC,28.49,2.28%,728,116
WSBC,38.01,1.96%,758,531
WRN,2.07,-6.14%,2,227,088
WRD,5.59,-2.78%,1,564,525
WRBY,26.90,4.91%,1,898,264
WPP,16.61,-1.92%,784,551
WOOF,2.62,4.17%,1,210,547
WOLF,43.87,-10.30%,3,688,887
WNC,13.06,3.65%,968,336
WMG,27.05,-1.78%,999,230
WLTH,8.10,-1.40%,705,461
WKC,31.88,-0.20%,324,646
WK,48.08,2.33%,390,643
WIX,42.40,4.87%,849,367
WIT,2.23,-2.62%,7,185,706
WHR,37.82,4.50%,1,353,256
WHK,26.99,-2.39%,180,630
WGO,28.29,0.04%,1,124,889
WEST,9.68,6.61%,532,954
WES,42.50,-2.32%,646,512
WERN,40.97,-0.15%,487,648
WEN,8.04,28.54%,185,413,531
WEAV,5.46,0.28%,607,635
WDS,19.08,-3.42%,789,713
WBI,28.42,-0.59%,1,146,519
WBD,27.15,1.00%,25,881,555
