ticker,price,change,volume
ZYME,23.98,3.09%,241,092
ZWS,48.82,-1.65%,122,763
ZVRA,12.77,0.95%,297,239
ZURA,4.31,1.89%,416,992
ZTO,21.98,-1.12%,386,494
ZLAB,18.61,0.69%,890,750
ZIM,25.51,0.95%,408,771
ZGN,13.32,-1.44%,284,910
ZG,30.40,-0.20%,457,956
ZETA,19.61,6.17%,7,838,390
ZD,45.41,0.20%,98,031
ZBIO,20.70,-0.48%,116,596
Z,30.30,-0.05%,848,017
YUMC,41.08,-1.09%,518,367
YSWY,21.38,2.94%,113,804
YSS,27.89,-3.69%,365,515
YPF,48.05,-2.87%,375,527
YMM,7.61,-3.61%,979,430
YEXT,3.93,-0.13%,233,642
YETI,47.81,-0.26%,265,803
YELP,22.44,-0.13%,162,432
XXI,5.63,-1.92%,452,555
XRX,3.16,3.43%,5,116,486
XRAY,10.07,-0.74%,1,152,061
XPRO,13.74,-0.93%,135,006
XPOF,6.83,3.34%,135,258
XPEV,12.87,-3.60%,3,680,799
XP,15.63,-2.25%,1,425,761
XNDU,12.39,-1.21%,1,514,278
XNCR,14.24,1.68%,266,064
XMAX,8.32,1.77%,199,330
XIFR,11.49,-1.72%,125,146
XHR,20.34,1.19%,130,971
XERS,7.18,3.99%,792,245
XE,21.42,6.28%,1,744,515
WYFI,39.79,-11.11%,2,246,993
WY,24.18,-0.27%,917,218
WWW,16.35,-5.60%,387,555
WVE,6.13,-0.65%,716,539
WULF,28.63,1.12%,11,011,814
WU,6.99,-1.48%,2,748,581
WTTR,18.48,-0.03%,247,542
WTRG,37.24,1.53%,484,433
WTI,3.39,2.57%,1,106,009
WT,18.62,-0.19%,561,273
WSR,18.93,-0.08%,73,275
WSE,10.94,0.92%,374,074
WSC,28.32,-2.45%,475,442
WSBC,37.12,1.14%,268,180
WRN,2.20,-5.36%,449,484
WRD,5.78,-4.15%,1,322,661
WRBY,26.39,-2.24%,667,577
WPP,17.32,-3.94%,737,252
WOOF,2.48,-0.51%,637,463
WNC,12.17,0.89%,204,758
WMG,27.55,0.27%,335,561
WLTH,8.11,-1.34%,652,173
WKC,31.58,-0.32%,65,460
WK,46.62,1.39%,243,255
WIX,40.86,-2.39%,533,013
WIT,2.32,3.57%,4,124,206
WHR,37.03,1.26%,707,161
WHK,27.52,-0.02%,39,411
WGO,28.33,0.05%,121,434
WEST,9.29,2.61%,114,937
WES,43.47,1.14%,188,664
WERN,40.90,0.09%,157,245
WEN,6.23,0.97%,2,833,389
WEAV,5.22,1.16%,196,203
WDS,19.89,-1.85%,211,393
WBI,29.00,-3.26%,1,174,114
WBD,26.64,-1.17%,4,508,579
WB,7.30,-0.75%,160,318
WAY,18.22,5.23%,958,641
WAFD,37.15,0.95%,84,813
VZLA,3.37,-4.40%,1,885,555
VZ,46.22,1.88%,4,913,769
VYX,6.98,-0.57%,354,475
VVV,37.86,0.84%,219,228
VVR,2.98,0.00%,115,739
VTS,16.05,0.40%,62,634
VTRS,15.65,1.72%,1,639,281
VTEX,3.58,-0.14%,1,085,993
VSTS,13.02,-0.69%,236,421
VSTM,4.26,0.21%,731,105
VSNT,37.23,-3.37%,362,095
VRRM,4.34,-2.85%,1,272,990
VRNS,35.95,9.91%,1,811,419
VRDN,17.40,-1.29%,466,234
VOYG,33.88,-2.00%,536,025
VOR,15.10,1.07%,303,866
VOD,14.06,-0.46%,1,631,364
VNT,30.46,0.01%,419,394
VNOM,44.00,1.01%,490,572
VNO,37.62,0.11%,153,454
VNET,8.40,-1.81%,1,408,814
VNDA,6.00,0.00%,226,112
VLY,14.27,0.25%,1,326,033
VLRS,9.15,0.77%,144,611
VKTX,34.34,6.08%,2,258,465
VIV,13.22,1.65%,280,014
VITL,10.74,6.55%,640,224
VISN,12.52,-2.76%,1,536,713
VIR,9.98,4.28%,699,276
VIPS,13.16,-0.63%,405,813
VICI,26.50,1.59%,3,565,378
VIAV,49.82,-5.90%,1,343,309
VIA,14.77,-1.14%,170,102
VGZ,2.13,-7.17%,1,147,553
VGNT,43.34,-4.60%,369,303
VG,11.19,-0.61%,2,193,500
VFS,3.07,-0.49%,120,209
VFC,16.60,-2.50%,1,403,983
VET,9.80,-0.67%,395,806
VERX,10.57,-0.09%,219,762
VERA,37.68,-1.95%,436,029
VELO,21.42,-11.87%,2,002,275
VCEL,40.31,-0.38%,124,073
VALE,15.26,-2.87%,8,676,028
UWMC,2.03,-1.12%,3,591,657
UUUU,15.74,-2.38%,9,312,097
UTZ,7.06,3.07%,674,743
UTI,40.50,1.19%,126,370
USAS,4.98,-6.57%,1,767,171
USAR,23.52,-2.49%,5,773,277
USA,5.66,-0.96%,429,471
UROY,2.93,-0.17%,755,198
URGN,34.59,-1.14%,118,504
URG,1.44,0.70%,4,325,188
UPWK,7.97,1.59%,636,971
UPST,31.49,0.53%,1,218,312
UPBD,18.57,1.34%,177,858
UPB,6.31,0.16%,130,849
UNIT,11.28,0.74%,267,407
UMH,15.12,1.00%,101,592
UMC,26.20,-4.74%,8,709,052
UMAC,22.15,-1.88%,1,121,006
ULCC,7.34,2.87%,1,136,280
UGP,4.88,-0.31%,786,865
UGI,34.59,2.36%,202,941
UEC,11.55,0.70%,4,462,840
UE,22.74,1.72%,235,686
UDR,38.10,0.95%,531,297
UCB,33.81,1.27%,199,558
UBSI,45.18,0.51%,267,133
UAMY,7.43,-4.68%,1,655,388
UAA,5.74,-2.88%,1,177,830
UA,5.57,-2.88%,744,963
U,27.57,1.60%,2,286,186
TYRA,30.51,1.23%,211,705
TXG,31.84,-3.32%,963,279
TWO,12.27,0.41%,669,245
TWI,7.36,-2.71%,57,508
TV,2.68,-1.65%,448,541
TUYA,1.80,-1.90%,322,628
TU,11.46,1.03%,1,068,172
TTI,10.22,-1.12%,194,528
TTEK,27.87,2.65%,1,408,643
TTD,17.70,-1.75%,8,335,729
TSSI,12.83,-3.50%,242,444
TSLX,16.49,1.48%,199,549
TSHA,6.70,2.55%,564,796
TSCO,30.09,0.94%,3,920,715
TRVI,17.95,1.37%,635,715
TRTX,8.59,0.53%,90,572
TRS,43.82,-1.22%,47,751
TROX,7.14,-2.72%,404,160
TRON,1.52,-6.17%,311,749
TRN,34.84,-0.82%,90,682
TRMD,28.98,-4.26%,2,990,952
TRMB,48.83,-0.81%,488,990
TRLV,8.39,-8.00%,1,092,686
TRIP,12.50,1.17%,1,486,253
TRIN,16.89,0.03%,301,041
TREX,45.87,-1.14%,216,769
TPG,39.66,-3.71%,814,847
TOWN,35.44,1.25%,81,521
TOST,24.44,0.74%,2,137,473
TOI,4.97,-0.90%,376,343
TNGX,28.86,1.25%,1,474,184
TNDM,14.01,-2.30%,689,887
TMQ,3.58,-3.28%,605,342
TME,8.13,-2.52%,2,057,476
TMC,4.89,-1.22%,1,529,758
TLS,4.29,0.00%,231,062
TLRY,4.62,0.76%,1,300,754
TLK,14.39,1.88%,343,127
TKC,6.03,-0.58%,271,554
TK,12.43,0.85%,119,349
TILE,32.39,0.09%,56,003
TIGR,4.70,-1.05%,1,078,894
TIC,8.17,1.29%,283,522
THM,2.06,-7.43%,260,792
TH,20.34,1.02%,266,360
TGB,6.66,-4.38%,1,696,983
TFSL,16.68,0.45%,123,640
