ticker,price,change,volume
TFPM,28.78,-3.62%,285,616
TFC,49.06,0.63%,1,808,493
TEVA,32.70,1.55%,963,802
TENX,12.81,4.56%,256,906
TENB,26.84,1.92%,217,031
TEM,48.72,1.82%,1,610,054
TE,9.65,-7.20%,14,629,838
TDUP,6.06,2.52%,226,921
TDS,38.97,0.09%,117,329
TDOC,7.70,1.52%,1,326,738
TDC,30.92,4.20%,691,543
TDAY,7.91,1.93%,240,222
TCOM,44.79,-3.51%,1,427,404
TBLA,4.49,1.24%,633,842
TBBB,42.38,1.67%,109,901
TASK,4.89,-2.10%,217,843
TAP,39.69,0.13%,553,027
TALO,14.09,0.18%,297,839
TALK,5.20,-0.19%,1,776,799
TAL,9.32,-1.58%,644,222
TAK,15.74,1.78%,730,434
TAC,13.68,-1.23%,160,051
T,22.63,2.40%,19,665,506
SYM,38.35,-4.59%,1,188,100
SXC,8.33,-0.46%,245,540
SWMR,42.29,-6.31%,117,646
SWIM,5.82,1.13%,136,698
SWBI,16.57,0.72%,384,437
SW,44.95,-0.97%,1,196,101
SVV,9.60,-0.36%,121,336
SVRA,5.73,0.64%,534,884
SVM,10.66,-4.52%,969,345
SVC,1.68,1.20%,1,179,113
SUZ,8.03,-2.22%,812,554
SUPV,10.15,-1.63%,777,288
SUPN,44.79,0.70%,151,124
STWD,16.67,0.21%,858,893
STVN,17.02,0.47%,83,466
STUB,11.69,2.54%,1,016,133
STTK,5.44,3.82%,215,421
STOK,31.73,2.44%,445,315
STNE,10.65,-0.88%,873,140
STLA,5.99,-6.11%,13,206,122
STGW,6.88,3.27%,434,219
STEP,43.52,-4.27%,186,601
STAG,38.80,0.57%,262,467
STAA,28.43,-1.39%,80,781
ST,49.40,-4.46%,276,729
SSYS,8.38,-2.95%,119,604
SSRM,28.95,-5.75%,1,168,483
SSMR,13.28,-4.29%,13,163
SSL,11.14,-1.33%,1,166,624
SRTA,5.57,-3.18%,411,060
SRPT,17.35,-1.72%,594,717
