ticker,price,change,volume
UMAC,22.16,-1.82%,1,480,367
ULCC,7.43,4.13%,1,314,811
UGP,4.89,-0.10%,904,162
UGI,34.62,2.44%,496,642
UEC,11.76,2.48%,4,889,978
UE,22.80,1.99%,321,454
UDR,38.19,1.21%,655,067
UCB,33.87,1.48%,255,255
UBSI,45.23,0.63%,320,837
UAMY,7.55,-3.14%,1,915,227
UAA,5.84,-1.18%,1,691,375
UA,5.66,-1.30%,930,560
U,27.66,1.92%,2,669,151
TYRA,30.45,1.03%,293,445
TXG,32.43,-1.55%,1,275,049
TWO,12.30,0.64%,788,348
TWI,7.41,-2.04%,75,054
TV,2.70,-1.10%,577,345
TUYA,1.82,-1.12%,446,113
TU,11.53,1.64%,1,409,737
TTI,10.21,-1.26%,314,687
TTEK,27.94,2.93%,1,652,091
TTD,17.80,-1.22%,9,078,016
TSSI,13.23,-0.56%,300,645
TSLX,16.48,1.38%,323,579
TSHA,6.75,3.42%,657,412
TSCO,30.11,1.00%,4,272,248
TRVI,17.98,1.54%,797,082
TRTX,8.62,0.94%,140,709
TRS,44.30,-0.13%,73,211
TROX,7.15,-2.59%,642,734
TRON,1.54,-5.24%,354,237
TRN,34.96,-0.49%,110,168
TRMD,28.97,-4.31%,3,268,184
TRMB,48.95,-0.58%,596,386
TRLV,8.43,-7.57%,1,308,152
TRIP,12.57,1.67%,1,551,118
TRIN,16.96,0.48%,362,859
TREX,46.21,-0.42%,307,929
TPG,39.88,-3.17%,950,584
TOWN,35.49,1.41%,105,621
TOST,24.59,1.36%,2,463,406
TOI,5.00,-0.15%,432,150
TNGX,28.98,1.67%,1,899,437
TNDM,14.27,-0.49%,1,207,407
TMQ,3.63,-1.76%,721,870
TME,8.24,-1.20%,4,070,487
TMC,4.94,-0.20%,1,722,126
TLS,4.30,0.23%,256,219
TLRY,4.66,1.49%,1,465,404
TLK,14.42,2.16%,406,082
TKC,6.05,-0.41%,322,394
TK,12.41,0.74%,163,612
TILE,32.60,0.73%,71,949
TIGR,4.68,-1.37%,1,735,220
TIC,8.15,0.99%,374,068
THM,2.07,-6.74%,302,075
TH,20.63,2.43%,382,593
TGB,6.76,-2.80%,1,992,149
TFSL,16.72,0.69%,163,226
TFPM,29.15,-2.38%,308,806
TFC,49.12,0.75%,2,480,633
TEVA,33.17,3.03%,1,375,364
TENX,12.84,4.78%,291,294
TENB,27.54,4.57%,450,566
TEM,49.67,3.79%,2,206,205
TE,9.88,-5.05%,16,278,802
TDUP,6.11,3.30%,269,153
TDS,39.09,0.38%,145,722
TDOC,7.72,1.78%,1,508,374
TDC,31.13,4.92%,842,996
TDAY,7.95,2.40%,320,436
TCOM,44.80,-3.49%,1,626,950
TBLA,4.51,1.58%,798,133
TBBB,42.01,0.78%,133,197
TASK,4.88,-2.20%,313,303
TAP,39.76,0.30%,694,076
TALO,14.05,-0.07%,408,608
TALK,5.19,-0.38%,2,320,235
TAL,9.36,-1.18%,1,043,697
TAK,15.78,2.04%,1,015,175
TAC,13.62,-1.64%,223,050
T,22.82,3.26%,27,816,336
SYM,39.00,-3.00%,1,380,020
SXC,8.39,0.25%,318,670
SWMR,42.51,-5.82%,146,931
SWIM,5.88,2.00%,181,019
SWBI,16.63,1.09%,510,607
SW,45.25,-0.32%,1,395,372
SVV,9.74,1.01%,174,051
SVRA,5.76,1.32%,656,301
SVM,10.85,-2.86%,1,191,550
SVC,1.66,0.00%,1,602,811
SUZ,8.05,-1.93%,1,055,687
SUPV,10.28,-0.34%,855,234
SUPN,44.96,1.08%,171,114
STWD,16.75,0.69%,1,030,388
STVN,17.04,0.58%,104,287
STUB,11.72,2.76%,1,460,353
STTK,5.39,2.86%,262,887
STOK,32.13,3.75%,707,021
STNE,10.75,0.10%,1,094,415
STLA,6.05,-5.09%,15,973,631
STGW,6.84,2.63%,545,677
STEP,44.07,-3.06%,275,884
STAG,38.90,0.84%,452,087
STAA,28.54,-1.01%,103,399
ST,49.75,-3.77%,364,243
SSYS,8.44,-2.14%,161,590
SSRM,29.62,-3.59%,1,320,154
SSMR,13.23,-4.72%,22,969
SSL,11.14,-1.29%,1,246,678
SRTA,5.55,-3.39%,473,618
SRPT,17.55,-0.59%,751,556
SRAD,14.74,1.13%,353,109
