ticker,price,change,volume
WAY,18.99,3.15%,837,792
WAFD,37.59,0.90%,134,292
VZLA,3.16,-5.69%,2,884,434
VZ,45.53,-2.58%,9,285,723
VYX,7.44,6.28%,606,260
VVV,39.26,2.45%,543,687
VVR,3.00,0.67%,184,614
VTS,15.57,-3.53%,197,949
VTRS,15.97,1.37%,2,355,140
VTEX,3.64,4.05%,1,138,448
VSTS,13.53,2.51%,434,579
VSTM,4.17,-0.93%,1,059,848
VSNT,38.35,1.24%,396,360
VRRM,4.44,0.83%,1,194,828
VRNS,36.82,5.11%,1,481,524
VRDN,17.53,1.43%,413,950
VOYG,31.31,-6.82%,1,071,917
VOR,14.79,-0.38%,212,777
VOD,13.88,-1.25%,1,239,972
VNT,30.46,1.31%,249,585
VNOM,43.32,-0.82%,505,168
VNO,37.34,-0.82%,394,528
VNET,8.29,-0.88%,823,140
VNDA,5.97,0.42%,247,949
VLY,14.56,1.22%,1,712,411
VLRS,9.30,1.07%,217,536
VKTX,37.09,6.55%,2,188,765
VIV,13.20,-0.15%,389,091
VITL,11.09,3.88%,804,403
VISN,12.58,0.64%,1,278,599
VIR,10.02,-1.33%,1,113,497
VIPS,13.39,1.70%,845,183
VICI,26.94,1.22%,13,449,355
VIAV,49.38,-1.17%,1,833,227
VIA,15.14,0.68%,187,639
VGNT,42.12,-1.37%,589,946
VG,10.69,-4.68%,3,612,771
VFS,3.13,-0.79%,252,074
VFC,17.35,2.63%,2,814,861
VET,9.45,-3.91%,839,159
VERX,11.18,2.38%,361,510
VERA,39.66,3.81%,782,776
VELO,18.70,-9.49%,1,699,231
VCEL,41.67,3.17%,237,349
VALE,14.88,-2.84%,11,654,444
UWMC,2.11,3.94%,12,714,262
UUUU,15.26,-1.36%,5,795,200
UTZ,7.35,4.26%,614,780
UTI,39.71,-0.09%,181,079
USAS,4.63,-5.51%,2,276,430
USAR,21.97,-4.04%,6,773,771
USA,5.70,0.88%,572,682
UROY,2.82,-3.09%,710,826
URGN,35.34,0.55%,148,750
URG,1.38,-1.77%,3,627,400
UPWK,8.42,2.58%,679,203
UPST,33.32,5.91%,2,393,192
UPBD,18.95,1.37%,469,495
UPB,6.44,1.84%,171,999
UNIT,11.38,-1.17%,404,275
UMH,15.41,1.75%,157,371
UMC,28.57,9.03%,13,519,289
UMAC,20.34,-5.42%,1,742,107
ULCC,7.51,3.59%,1,646,933
UGP,4.86,-1.52%,828,587
UGI,34.69,-0.09%,549,974
UEC,11.18,-1.44%,3,051,569
UE,23.24,1.38%,588,930
UDR,38.50,0.58%,1,010,744
UCB,34.54,1.47%,293,844
UBSI,45.62,0.74%,373,802
UBS,49.50,-1.57%,954,529
UAMY,6.78,-3.25%,3,468,496
UAA,6.10,5.54%,3,384,822
UA,5.89,5.08%,1,048,377
U,27.58,-0.11%,2,000,730
TYRA,30.87,2.69%,127,626
TXG,34.29,7.60%,744,142
TWO,12.38,0.45%,159,266
TWI,7.49,2.88%,93,560
TV,2.74,1.11%,267,848
TUYA,1.78,-2.99%,422,752
TU,11.31,-1.61%,2,391,583
TTI,10.10,-0.30%,400,355
TTEK,28.53,1.75%,1,725,913
TTD,18.03,0.54%,4,432,908
TSSI,12.31,-3.21%,258,341
TSLX,16.71,1.33%,252,991
TSHA,6.96,1.51%,469,083
TSCO,30.00,1.10%,3,114,098
TRVI,17.57,1.10%,517,530
TRTX,8.66,0.11%,136,399
TRS,43.87,1.79%,72,283
TROX,6.62,-0.89%,1,120,369
TRON,1.45,-4.61%,291,689
TRN,35.50,1.23%,114,887
TRMD,29.54,1.37%,773,491
TRLV,8.28,-2.87%,1,594,956
TRIP,12.86,3.83%,1,508,665
TRIN,16.86,-0.18%,329,870
TREX,49.29,8.70%,674,071
TPG,39.07,-1.30%,1,708,085
TOWN,35.86,0.90%,122,820
TOST,26.17,6.79%,7,329,613
TOI,5.28,4.87%,625,409
TNGX,29.52,3.98%,1,699,203
TNDM,15.01,4.13%,762,366
TMQ,3.39,-4.63%,902,129
TME,8.30,1.27%,2,170,750
TMC,4.61,-4.25%,2,325,754
TLS,4.42,1.95%,178,853
TLRY,4.62,0.27%,957,701
TLK,14.24,-1.31%,307,836
TKC,6.01,-0.56%,1,945,434
TK,12.40,-0.44%,92,810
TILE,33.94,4.72%,95,234
TIGR,4.71,1.31%,913,348
TIC,8.24,0.86%,259,861
THM,1.92,-6.10%,409,483
TH,20.17,-1.69%,458,508
TGB,6.43,-3.81%,1,936,787
TFSL,16.98,0.56%,359,316
TFPM,27.94,-2.99%,182,161
TEVA,34.14,2.79%,2,722,033
TEO,13.00,-0.23%,307,668
TENX,13.75,0.80%,265,760
TENB,27.81,2.01%,382,349
TE,8.82,-4.49%,13,474,599
TDUP,6.49,4.51%,505,422
TDS,38.29,-1.99%,193,858
TDOC,7.79,1.27%,1,433,839
TDC,31.93,2.48%,513,023
TDAY,8.02,0.06%,373,241
TCOM,46.20,1.54%,1,204,600
TBLA,4.62,-1.07%,641,180
TBBB,42.43,0.80%,156,202
TASK,4.91,4.58%,374,946
TAP,40.82,2.79%,901,549
TALO,13.56,-2.90%,478,469
TALK,5.20,0.00%,1,389,609
TAL,9.30,-1.44%,764,915
TAK,15.77,-0.41%,965,256
TAC,13.80,0.82%,262,182
T,22.41,-1.75%,20,362,982
SYM,38.77,0.53%,728,706
SXC,8.15,-2.68%,364,822
SWMR,39.12,-5.62%,186,478
SWIM,6.19,5.33%,368,796
SWBI,16.72,0.28%,346,387
SW,46.66,5.18%,2,139,515
SVV,10.21,5.10%,137,635
SVRA,5.85,1.21%,460,360
SVM,10.37,-2.01%,1,513,994
SVC,1.75,2.34%,6,278,638
SUZ,7.99,-0.68%,1,189,915
SUPV,9.46,-6.52%,577,874
SUPN,45.15,1.50%,156,281
STWD,16.79,0.31%,1,824,628
STVN,17.07,1.19%,122,343
STUB,11.66,-1.42%,2,564,416
STTK,5.87,8.84%,304,080
STOK,31.57,1.48%,250,797
STNE,10.97,2.29%,1,704,208
STLA,5.88,-1.34%,10,146,904
STGW,7.14,1.35%,591,639
STEP,41.71,-2.85%,505,858
STAG,38.75,-0.33%,598,482
STAA,28.75,1.36%,112,399
ST,48.56,-0.50%,309,810
SSYS,8.39,0.78%,279,603
SSRM,28.46,-2.73%,1,090,934
SSL,10.52,-5.31%,1,290,507
SRTA,5.58,0.17%,369,744
SRPT,17.20,-0.37%,648,164
SRAD,14.90,1.36%,515,977
SPT,6.84,4.45%,342,307
SPRY,10.67,3.81%,667,935
