ticker,price,change,volume
ZYME,24.43,2.30%,110,966
ZVRA,13.20,1.54%,307,575
ZURA,4.23,-1.67%,329,577
ZTO,22.01,0.15%,515,143
ZLAB,18.42,-0.38%,422,054
ZIM,25.59,0.63%,286,792
ZGN,13.19,0.57%,455,918
ZG,31.27,2.32%,830,898
ZETA,19.11,-2.05%,4,644,645
ZD,48.27,4.03%,291,276
ZBIO,21.60,6.90%,180,647
Z,31.30,2.62%,1,708,908
YUMC,41.21,0.60%,725,703
YSWY,20.61,-4.69%,101,049
YSS,26.30,-7.91%,593,511
YPF,45.80,-4.66%,911,696
YMM,7.86,2.88%,2,310,055
YEXT,4.20,6.81%,413,566
YETI,49.89,4.00%,273,085
YELP,23.47,3.53%,290,505
XXI,5.46,-4.53%,483,013
XRX,3.14,0.00%,1,029,814
XRAY,10.49,2.89%,1,540,823
XPRO,12.97,-3.21%,601,042
XPOF,6.98,2.34%,319,940
XPEV,12.61,-1.18%,2,102,985
XP,15.68,-0.25%,1,357,139
XNDU,11.86,-3.03%,1,024,427
XNCR,14.59,3.62%,262,479
XMAX,8.44,-1.86%,523,969
XIFR,11.66,1.06%,228,273
XHR,19.90,-0.65%,266,923
XERS,7.47,3.79%,588,665
XE,19.35,-8.26%,1,900,851
WYFI,43.15,-3.61%,1,975,140
WY,25.45,4.15%,2,278,485
WWW,17.29,3.13%,224,900
WVE,6.06,0.33%,1,435,142
WULF,27.86,-3.20%,10,095,756
WU,7.20,2.35%,2,889,747
WTTR,18.27,-1.51%,430,908
WTRG,37.55,0.70%,723,018
WTI,3.11,-6.68%,1,769,357
WT,18.08,-1.36%,821,884
WSR,18.95,0.05%,139,912
WSE,11.04,-0.97%,532,083
WSC,28.64,2.83%,361,093
WSBC,37.98,1.88%,378,532
WRN,2.08,-5.68%,1,256,115
WRD,5.72,-0.61%,1,172,307
WRBY,26.82,4.59%,1,136,711
WPP,16.50,-2.57%,645,918
WOOF,2.58,2.55%,842,541
WOLF,46.18,-5.58%,2,330,689
WNC,13.52,7.26%,495,855
WMG,27.23,-1.14%,529,058
WLTH,8.15,-0.73%,459,080
WKC,31.74,-0.62%,152,523
WK,48.57,3.38%,221,794
WIX,42.24,4.47%,441,551
WIT,2.30,0.22%,3,700,196
WHR,38.01,5.04%,709,261
WHK,27.07,-2.10%,104,421
WGO,29.89,5.70%,309,779
WEST,9.70,6.83%,247,268
WES,42.61,-2.07%,378,957
WERN,41.08,0.13%,309,907
WEN,7.88,25.98%,141,950,627
WEAV,5.49,1.01%,279,108
WDS,19.10,-3.34%,449,238
WBI,28.79,0.69%,689,529
WBD,26.83,-0.20%,17,198,172
WB,7.34,0.33%,333,076
