ticker,price,change,volume
ZYME,24.42,2.28%,71,633
ZWS,49.96,3.52%,80,988
ZVRA,13.16,1.22%,215,796
ZURA,4.22,-2.09%,189,957
ZTO,21.93,-0.20%,286,760
ZLAB,18.33,-0.89%,283,145
ZIM,25.50,0.28%,164,913
ZGN,13.08,-0.31%,290,993
ZG,31.32,2.49%,466,719
ZETA,19.50,-0.05%,3,335,235
ZD,47.82,3.07%,150,899
ZBIO,20.79,2.91%,39,236
Z,31.32,2.67%,958,982
YUMC,41.09,0.32%,484,717
YSWY,20.52,-5.07%,63,571
YSS,26.12,-8.54%,375,006
YPF,46.04,-4.17%,428,152
YMM,7.80,2.08%,1,186,642
YEXT,4.18,6.23%,226,170
YETI,49.63,3.46%,103,716
YELP,23.36,3.04%,196,890
XXI,5.52,-3.50%,270,630
XRX,3.16,0.80%,614,684
XRAY,10.55,3.42%,1,140,222
XPRO,12.85,-4.10%,335,859
XPOF,7.02,2.93%,262,960
XPEV,12.62,-1.06%,1,156,825
XP,15.66,-0.35%,691,862
XNDU,11.88,-2.86%,734,108
XNCR,14.87,5.64%,129,209
XMAX,8.50,-1.21%,375,457
XIFR,11.57,0.28%,140,701
XHR,20.15,0.60%,115,103
XERS,7.46,3.54%,373,629
XE,19.55,-7.33%,1,454,359
WYFI,41.71,-6.81%,1,596,713
WY,25.50,4.36%,1,228,930
WWW,17.24,2.88%,139,955
WVE,6.09,0.79%,1,099,614
WULF,27.82,-3.33%,6,141,971
WU,7.22,2.70%,1,545,730
WTTR,18.11,-2.39%,256,293
WTRG,37.29,0.00%,398,760
WTI,3.16,-5.11%,1,067,332
WT,17.78,-2.97%,301,001
WSR,18.94,0.03%,87,861
WSE,11.03,-1.08%,238,170
WSC,28.77,3.32%,201,824
WSBC,37.73,1.21%,164,502
WRN,2.08,-5.68%,509,414
WRD,5.67,-1.39%,722,808
WRBY,26.16,2.04%,631,551
WPP,16.70,-1.39%,160,126
WOOF,2.56,1.39%,597,490
WOLF,46.44,-5.04%,1,710,536
WNC,13.39,6.27%,360,967
WMG,27.26,-1.01%,320,106
WLTH,8.06,-1.82%,263,064
WKC,31.94,-0.00%,41,345
WK,48.47,3.17%,131,934
WIX,41.56,2.79%,255,011
WIT,2.30,0.44%,2,116,475
WHR,38.00,5.00%,461,256
WHK,27.50,-0.56%,13,842
WGO,29.84,5.53%,134,043
WEST,9.54,5.07%,141,342
WES,43.12,-0.90%,129,587
WERN,41.38,0.85%,121,549
WEN,8.06,28.94%,108,749,625
WEAV,5.47,0.64%,133,551
WDS,19.05,-3.62%,231,534
WBI,28.36,-0.80%,359,320
WBD,27.24,1.34%,8,713,049
WB,7.34,0.34%,230,951
WAY,18.82,2.25%,412,442
WAFD,37.48,0.59%,70,701
VZLA,3.19,-4.63%,2,007,091
VZ,45.59,-2.45%,6,014,386
VYX,7.47,6.67%,338,069
VVV,39.43,2.89%,325,958
VVR,2.99,0.34%,56,735
VTS,15.75,-2.41%,95,969
VTRS,15.95,1.27%,1,367,168
VTEX,3.64,4.14%,794,883
VSTS,13.39,1.41%,197,625
VSTM,4.36,3.56%,742,997
VSNT,38.51,1.66%,190,547
VRRM,4.39,-0.23%,743,302
VRNS,36.10,3.05%,828,776
VRDN,17.43,0.90%,263,605
VOYG,31.44,-6.43%,730,379
VOR,14.83,-0.13%,120,527
VOD,13.88,-1.21%,696,861
VNT,30.49,1.41%,119,660
VNOM,43.38,-0.70%,246,846
VNO,37.51,-0.39%,196,369
VNET,8.25,-1.33%,493,373
VNDA,6.00,0.76%,166,941
VLY,14.52,1.00%,894,386
VLRS,9.34,1.52%,113,847
VKTX,37.09,6.56%,1,197,025
VIV,13.15,-0.49%,204,675
VITL,10.86,1.69%,380,159
VISN,12.67,1.34%,600,620
VIR,10.37,2.07%,475,925
VIPS,13.26,0.66%,429,854
VICI,26.75,0.51%,11,565,288
VIA,15.20,1.07%,91,545
VGNT,42.19,-1.19%,288,103
VG,10.86,-3.10%,2,005,936
VFS,3.12,-1.11%,170,787
VFC,17.23,1.91%,1,944,455
VET,9.47,-3.76%,602,563
VERX,11.12,1.84%,173,708
VERA,39.82,4.23%,522,876
VELO,19.30,-6.58%,1,211,621
VCEL,42.03,4.06%,169,220
VALE,14.92,-2.56%,5,192,457
UWMC,2.12,4.43%,6,305,697
UUUU,14.77,-4.49%,3,478,469
UTZ,7.34,4.11%,367,993
UTI,39.67,-0.21%,84,761
USAS,4.63,-5.51%,1,557,309
USAR,21.98,-3.98%,5,235,096
USA,5.70,0.80%,400,994
UROY,2.81,-3.61%,439,749
URGN,35.70,1.57%,68,548
URG,1.38,-2.48%,2,507,253
UPWK,8.37,1.92%,421,713
UPST,33.24,5.67%,1,364,375
UPBD,18.95,1.37%,265,648
UPB,6.54,3.47%,91,453
UNIT,11.44,-0.62%,208,646
UMH,15.35,1.35%,99,432
UMC,28.05,7.04%,7,519,719
UMAC,20.50,-4.70%,1,347,253
ULCC,7.43,2.55%,1,057,706
UGP,4.84,-1.92%,549,804
UGI,34.86,0.40%,282,421
UEC,11.18,-1.46%,2,109,061
UE,23.05,0.58%,299,102
UDR,38.27,-0.03%,571,448
UCB,34.33,0.87%,166,378
UBSI,45.50,0.46%,222,441
UBS,49.53,-1.52%,457,969
UAMY,6.76,-3.64%,2,527,587
UAA,5.92,2.42%,1,540,677
UA,5.72,1.96%,487,037
U,27.97,1.29%,1,144,042
TYRA,30.95,2.96%,58,850
TXG,34.21,7.34%,510,892
TWO,12.35,0.28%,93,744
TWI,7.45,2.34%,59,202
TV,2.70,-0.50%,103,088
TUYA,1.78,-2.99%,317,893
TU,11.25,-2.09%,1,503,592
TTI,9.95,-1.73%,204,937
TTEK,28.18,0.52%,701,082
TTD,18.04,0.63%,2,608,184
TSSI,12.40,-2.52%,163,570
TSLX,16.43,-0.33%,144,779
TSHA,6.95,1.24%,206,667
TSCO,30.00,1.10%,2,037,971
TRVI,17.80,2.40%,287,515
TRTX,8.64,-0.17%,72,513
TRS,43.95,1.97%,34,792
TROX,6.71,0.45%,489,994
TRON,1.47,-3.29%,194,902
TRN,35.82,2.13%,74,637
TRMD,29.58,1.51%,546,150
TRLV,8.03,-5.86%,1,050,865
TRIP,12.98,4.80%,769,114
TRIN,16.83,-0.38%,202,101
TREX,48.94,7.93%,406,819
TPG,39.04,-1.36%,832,110
TOWN,35.77,0.64%,66,628
TOST,25.98,6.00%,4,521,446
TOI,5.24,4.27%,461,787
TNGX,28.86,1.67%,967,683
TNDM,15.04,4.37%,439,260
TMQ,3.43,-3.51%,600,610
TME,8.26,0.73%,1,540,839
TMCI,4.62,3.01%,281,225
TMC,4.64,-3.78%,1,349,430
TLS,4.42,1.76%,116,287
TLRY,4.62,0.33%,664,751
TLK,14.19,-1.70%,166,222
TKC,5.99,-0.83%,1,046,055
TK,12.45,-0.02%,55,025
TILE,33.87,4.52%,57,252
TIGR,4.68,0.57%,637,199
TIC,8.20,0.43%,138,040
THM,1.96,-4.63%,301,935
TH,20.03,-2.36%,187,742
TGB,6.57,-1.72%,1,089,210
TFSL,16.90,0.10%,167,784
TFPM,28.15,-2.25%,105,360
