ticker,price,change,volume
TEVA,33.53,0.95%,1,349,689
TEO,12.92,-0.88%,133,458
TENX,13.56,-0.62%,160,724
TENB,27.72,1.69%,225,672
TE,8.72,-5.61%,9,256,561
TDUP,6.49,4.59%,286,209
TDS,38.49,-1.50%,118,855
TDOC,7.74,0.72%,962,589
TDC,31.83,2.15%,215,197
TDAY,8.02,0.06%,203,830
TCOM,46.19,1.51%,653,005
TBLA,4.63,-0.93%,354,468
TBBB,42.41,0.75%,99,928
TASK,4.82,2.77%,193,235
TAP,40.60,2.24%,488,360
TALO,13.64,-2.29%,312,611
TALK,5.19,-0.19%,533,778
TAL,9.38,-0.61%,483,206
TAK,15.74,-0.60%,523,871
TAC,13.81,0.88%,142,494
T,22.44,-1.60%,11,648,357
SYM,39.26,1.80%,417,978
SXC,8.31,-0.66%,200,057
SWMR,39.06,-5.77%,152,601
SWIM,6.16,4.85%,265,426
SWBI,16.71,0.25%,187,887
SW,46.20,4.15%,1,230,832
SVV,10.17,4.74%,91,428
SVRA,5.80,0.43%,314,174
SVM,10.34,-2.32%,950,786
SVC,1.74,1.75%,2,985,712
SUZ,8.00,-0.50%,815,488
SUPV,9.59,-5.28%,304,507
SUPN,44.98,1.12%,79,452
STWD,16.80,0.34%,585,207
STVN,17.09,1.30%,88,634
STUB,11.64,-1.61%,1,261,795
STTK,5.59,3.71%,105,671
STOK,31.36,0.80%,106,864
STNE,10.91,1.82%,912,272
STLA,5.91,-0.92%,6,287,187
STGW,7.11,0.92%,326,228
STEP,41.62,-3.05%,355,959
STAG,38.50,-0.98%,291,267
STAA,28.45,0.32%,65,426
ST,48.73,-0.16%,169,803
SSYS,8.39,0.78%,193,556
SSRM,28.75,-1.73%,617,738
SSL,10.47,-5.74%,783,693
SRTA,5.56,-0.14%,207,287
SRPT,17.25,-0.04%,414,846
SRAD,14.89,1.29%,276,694
SPT,6.82,4.15%,185,765
