ticker,price,change,volume
ZYME,24.37,2.04%,110,737
ZVRA,13.17,1.34%,307,321
ZURA,4.22,-1.89%,325,269
ZTO,22.01,0.14%,514,369
ZLAB,18.43,-0.32%,419,573
ZIM,25.59,0.63%,286,714
ZGN,13.20,0.59%,454,852
ZG,31.21,2.13%,828,768
ZETA,19.08,-2.20%,4,636,773
ZD,48.30,4.09%,289,888
ZBIO,21.58,6.82%,180,454
Z,31.23,2.39%,1,701,592
YUMC,41.19,0.56%,724,243
YSWY,20.58,-4.80%,100,353
YSS,26.24,-8.11%,588,887
YPF,45.80,-4.66%,910,892
YMM,7.87,2.97%,2,308,275
YEXT,4.20,6.74%,413,101
YETI,49.83,3.87%,272,161
YELP,23.48,3.56%,290,362
XXI,5.47,-4.46%,482,068
XRX,3.15,0.32%,1,028,707
XRAY,10.49,2.88%,1,537,652
XPRO,12.98,-3.14%,597,585
XPOF,6.97,2.23%,319,477
XPEV,12.59,-1.33%,2,093,001
XP,15.69,-0.20%,1,355,281
XNDU,11.87,-2.92%,1,019,282
XNCR,14.58,3.55%,262,031
XMAX,8.44,-1.83%,522,537
XIFR,11.68,1.22%,226,929
XHR,19.91,-0.60%,263,292
XERS,7.47,3.78%,585,131
XE,19.34,-8.30%,1,899,403
WYFI,43.10,-3.72%,1,974,192
WY,25.44,4.11%,2,276,424
WWW,17.27,3.04%,224,116
WVE,6.05,0.25%,1,433,990
WULF,27.98,-2.80%,10,038,843
WU,7.20,2.38%,2,886,470
WTTR,18.29,-1.40%,427,757
WTRG,37.53,0.64%,720,828
WTI,3.11,-6.61%,1,769,097
WT,18.04,-1.58%,821,108
WSR,18.95,0.04%,139,902
WSE,11.04,-0.99%,531,228
WSC,28.64,2.82%,360,280
WSBC,37.98,1.86%,377,291
WRN,2.07,-6.14%,1,242,496
WRD,5.72,-0.61%,1,171,928
WRBY,26.83,4.64%,1,130,881
WPP,16.50,-2.59%,645,577
WOOF,2.59,2.58%,841,554
WOLF,46.08,-5.78%,2,328,566
WNC,13.47,6.90%,494,058
WMG,27.21,-1.20%,528,491
WLTH,8.15,-0.73%,458,399
WKC,31.74,-0.63%,152,250
WK,48.53,3.30%,220,912
WIX,42.24,4.49%,440,738
WIT,2.31,0.66%,3,551,783
WHR,37.97,4.93%,707,774
WHK,27.07,-2.10%,104,421
WGO,29.89,5.70%,309,503
WEST,9.70,6.83%,247,268
WES,42.58,-2.13%,375,551
WERN,41.21,0.45%,251,990
WEN,7.85,25.46%,141,773,190
WEAV,5.49,1.01%,278,808
WDS,19.09,-3.39%,448,464
WBI,28.78,0.68%,688,821
WBD,26.75,-0.47%,16,763,508
WB,7.34,0.26%,332,853
WAY,18.97,3.04%,835,169
WAFD,37.61,0.94%,134,116
VZLA,3.15,-5.82%,2,884,248
VZ,45.57,-2.49%,9,247,363
VYX,7.43,6.21%,605,793
VVV,39.27,2.48%,524,124
VVR,2.99,0.50%,184,594
VTS,15.58,-3.47%,197,716
VTRS,15.96,1.33%,2,349,100
VTEX,3.64,4.13%,1,137,056
VSTS,13.54,2.57%,434,445
VSTM,4.17,-0.93%,1,059,790
VSNT,38.33,1.18%,392,833
VRRM,4.43,0.57%,1,186,756
VRNS,36.83,5.14%,1,476,787
VRDN,17.53,1.42%,413,019
VOYG,31.36,-6.67%,1,069,493
VOR,14.80,-0.34%,212,539
VOD,13.88,-1.25%,1,229,281
VNT,30.46,1.31%,249,426
VNOM,43.30,-0.88%,504,346
VNO,37.34,-0.82%,394,278
VNET,8.29,-0.86%,822,780
VNDA,5.97,0.42%,245,827
VLY,14.55,1.18%,1,711,402
VLRS,9.30,1.09%,216,953
VKTX,37.07,6.48%,2,179,561
VIV,13.19,-0.26%,388,467
VITL,11.10,3.89%,800,294
VISN,12.59,0.68%,1,272,676
VIR,10.01,-1.48%,1,100,369
VIPS,13.39,1.67%,844,769
VICI,26.95,1.24%,13,430,833
VIAV,49.38,-1.18%,1,830,103
VIA,15.14,0.68%,187,482
VGNT,42.12,-1.37%,588,918
VG,10.68,-4.77%,3,601,338
VFS,3.13,-0.79%,240,453
VFC,17.33,2.51%,2,804,143
VET,9.45,-3.91%,838,514
VERX,11.16,2.24%,360,452
VERA,39.65,3.81%,782,135
VELO,18.68,-9.56%,1,687,736
VCEL,41.66,3.14%,236,943
VALE,14.87,-2.87%,11,632,337
UWMC,2.12,4.43%,12,700,186
UUUU,15.25,-1.42%,5,782,386
UTZ,7.35,4.26%,614,364
UTI,39.77,0.05%,180,894
USAS,4.62,-5.61%,2,272,654
USAR,21.98,-3.98%,6,769,471
USA,5.70,0.88%,572,582
UROY,2.82,-2.97%,710,367
URGN,35.37,0.62%,148,026
URG,1.39,-1.42%,3,618,040
UPWK,8.42,2.59%,678,401
UPST,33.32,5.92%,2,388,858
UPBD,18.98,1.54%,469,460
UPB,6.42,1.58%,171,169
UNIT,11.39,-1.07%,403,739
UMH,15.40,1.68%,156,652
UMC,28.59,9.14%,13,501,116
UMAC,20.35,-5.39%,1,740,138
ULCC,7.51,3.66%,1,645,449
UGP,4.86,-1.52%,828,213
UGI,34.70,-0.07%,549,318
UEC,11.19,-1.37%,3,044,589
UE,23.24,1.37%,588,112
UDR,38.51,0.60%,1,009,127
UCB,34.55,1.50%,293,754
UBSI,45.60,0.69%,368,446
UBS,49.48,-1.61%,953,478
UAMY,6.78,-3.21%,3,463,952
UAA,6.11,5.71%,3,374,545
UA,5.90,5.21%,1,046,636
U,27.59,-0.05%,1,995,950
TYRA,30.90,2.80%,127,376
TXG,34.33,7.70%,736,062
TWO,12.38,0.46%,159,114
TWI,7.49,2.88%,93,498
TV,2.73,0.92%,267,845
TUYA,1.78,-2.99%,422,629
TU,11.31,-1.61%,2,389,337
TTI,10.10,-0.27%,400,217
TTEK,28.51,1.67%,1,722,021
TTD,18.00,0.41%,4,411,082
TSSI,12.31,-3.22%,258,178
TSLX,16.71,1.33%,252,943
TSHA,6.97,1.53%,468,696
TSCO,29.96,0.95%,3,109,096
TRVI,17.58,1.12%,516,791
TRTX,8.66,0.11%,136,176
TRS,43.87,1.78%,72,235
TROX,6.64,-0.67%,1,120,171
TRON,1.45,-4.66%,291,672
TRN,35.53,1.31%,114,234
TRMD,29.54,1.37%,772,691
TRLV,8.27,-3.11%,1,582,022
TRIP,12.88,3.92%,1,506,923
TRIN,16.87,-0.12%,329,654
TREX,49.27,8.66%,673,082
TPG,39.11,-1.18%,1,701,095
TOWN,35.85,0.86%,122,632
TOST,26.17,6.77%,7,301,775
TOI,5.28,4.87%,624,830
TNGX,29.46,3.77%,1,585,135
TNDM,15.02,4.24%,761,876
TMQ,3.39,-4.63%,902,005
TME,8.31,1.28%,2,161,916
TMC,4.61,-4.25%,2,320,877
TLS,4.42,1.95%,178,520
TLRY,4.62,0.26%,956,737
TLK,14.24,-1.28%,306,413
TKC,6.01,-0.58%,1,943,670
TK,12.39,-0.48%,91,743
TILE,33.95,4.74%,95,065
TIGR,4.71,1.26%,909,660
TIC,8.23,0.80%,259,198
THM,1.92,-6.10%,406,712
TH,20.18,-1.64%,458,366
TGB,6.44,-3.74%,1,935,564
TFSL,16.98,0.56%,359,267
TFPM,27.94,-2.99%,181,784
TEVA,34.21,3.00%,2,711,896
TEO,13.00,-0.23%,307,654
TENX,13.74,0.70%,265,668
TENB,27.81,2.00%,382,175
TE,8.83,-4.44%,13,447,043
TDUP,6.46,4.03%,496,740
TDS,38.27,-2.04%,193,712
TDOC,7.79,1.26%,1,433,037
TDC,31.93,2.47%,507,269
TDAY,8.02,0.06%,372,695
TCOM,46.18,1.49%,1,203,176
TBLA,4.63,-0.88%,639,973
TBBB,42.42,0.78%,156,010
TASK,4.91,4.58%,374,819
TAP,40.83,2.83%,900,263
TALO,13.56,-2.90%,476,725
TALK,5.20,0.00%,1,376,266
TAL,9.31,-1.43%,764,673
TAK,15.77,-0.47%,960,849
TAC,13.80,0.77%,261,558
T,22.41,-1.78%,20,308,697
SYM,38.77,0.53%,725,845
SXC,8.15,-2.69%,364,413
SWMR,39.21,-5.40%,186,381
SWIM,6.20,5.36%,368,713
SWBI,16.69,0.14%,345,687
SW,46.59,5.04%,2,130,468
SVV,10.20,5.10%,137,549
SVRA,5.85,1.21%,459,573
SVM,10.34,-2.27%,1,509,229
SVC,1.75,2.34%,6,247,834
SUZ,7.99,-0.68%,1,189,426
SUPV,9.48,-6.37%,576,785
SUPN,45.08,1.35%,156,067
STWD,16.80,0.38%,1,615,358
STVN,17.04,0.99%,122,295
STUB,11.64,-1.57%,2,533,689
STTK,5.88,9.00%,303,918
STOK,31.57,1.48%,250,348
STNE,10.98,2.47%,1,688,728
STLA,5.88,-1.43%,10,133,711
STGW,7.14,1.35%,591,571
STEP,41.71,-2.85%,505,218
STAG,38.76,-0.31%,597,334
STAA,28.74,1.33%,112,095
ST,48.56,-0.50%,309,278
SSYS,8.39,0.78%,279,503
SSRM,28.39,-2.99%,1,089,206
SSL,10.51,-5.45%,1,285,738
SRTA,5.57,-0.01%,368,774
SRPT,17.19,-0.38%,645,463
SRAD,14.91,1.40%,515,615
SPT,6.84,4.35%,340,187
SPRY,10.67,3.80%,667,265
